frame_index,frame_number,knee_angle_deg,angle_status,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
0,1,178.7827,computed,0.46111008524894714,0.47927576303482056,0.4721813499927521,0.6453138589859009,0.4858987629413605,0.8010991811752319
1,2,178.0525,computed,0.45819607377052307,0.47120657563209534,0.46682286262512207,0.6410267353057861,0.47780153155326843,0.7702649831771851
2,3,176.126,computed,0.462973028421402,0.4817139506340027,0.4698999524116516,0.6549163460731506,0.4862200915813446,0.8060235977172852
3,4,172.7818,computed,0.4668807089328766,0.48754724860191345,0.46591058373451233,0.6533178091049194,0.484515517950058,0.8074471950531006
4,5,171.3913,computed,0.46700042486190796,0.48551976680755615,0.4639013409614563,0.6558363437652588,0.4825994372367859,0.7966041564941406
5,6,,no_pose_detected,,,,,,
6,7,,no_pose_detected,,,,,,
7,8,,no_pose_detected,,,,,,
8,9,151.3567,computed,0.4922940731048584,0.521584689617157,0.4512113034725189,0.6613133549690247,0.4817534387111664,0.8018753528594971
9,10,148.1587,computed,0.49285173416137695,0.5249301791191101,0.4467005133628845,0.6557365655899048,0.4782409965991974,0.7991021871566772
10,11,142.2694,computed,0.498565137386322,0.5375131964683533,0.4423239827156067,0.6581315398216248,0.47472360730171204,0.8015240430831909
11,12,140.3628,computed,0.4985831379890442,0.5523000955581665,0.4439839720726013,0.6665847301483154,0.47821542620658875,0.8028538823127747
12,13,133.1047,computed,0.5005191564559937,0.5637238025665283,0.4366523027420044,0.6714420914649963,0.4750107228755951,0.8032037615776062
13,14,126.5341,computed,0.5066080689430237,0.5757745504379272,0.43557828664779663,0.6728442907333374,0.47690221667289734,0.8057533502578735
14,15,124.4041,computed,0.5038008093833923,0.5830817222595215,0.4328051209449768,0.6724563837051392,0.47326910495758057,0.8037121295928955
15,16,118.0723,computed,0.5001859664916992,0.5922128558158875,0.4271409213542938,0.6781043410301208,0.4769912660121918,0.8043421506881714
16,17,,chain_incomplete,,,,,,
17,18,,chain_incomplete,,,,,,
18,19,157.2677,computed,0.4561992883682251,0.5880383253097534,0.44253936409950256,0.6814590692520142,0.4693657159805298,0.7858388423919678
19,20,,chain_incomplete,,,,,,
20,21,,chain_incomplete,,,,,,
21,22,135.5706,computed,0.4748097360134125,0.6293624639511108,0.441773921251297,0.6925416588783264,0.4746992290019989,0.8014252185821533
22,23,126.9002,computed,0.4745343029499054,0.6389557719230652,0.44004952907562256,0.6845723390579224,0.47390472888946533,0.8025494813919067
23,24,,chain_incomplete,,,,,,
24,25,175.3502,computed,0.4138661026954651,0.548952579498291,0.4364347755908966,0.6765156388282776,0.46485331654548645,0.7849733233451843
25,26,153.8905,computed,0.35483404994010925,0.5247138142585754,0.43636032938957214,0.5810666680335999,0.47585687041282654,0.6516292691230774
26,27,159.7917,computed,0.35446029901504517,0.5286126136779785,0.4226922392845154,0.6254585981369019,0.44658565521240234,0.7148925065994263
27,28,,chain_incomplete,,,,,,
28,29,,chain_incomplete,,,,,,
29,30,131.1526,computed,0.46883338689804077,0.6414049863815308,0.4391443431377411,0.6897002458572388,0.47340792417526245,0.7999336123466492
30,31,101.6788,computed,0.48431211709976196,0.6467610597610474,0.4361197352409363,0.6740203499794006,0.4758833944797516,0.7977567911148071
