frame_index,frame_number,knee_angle_deg,angle_status,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
0,1,,chain_incomplete,,,,,,
1,2,,chain_incomplete,,,,,,
2,3,,chain_incomplete,,,,,,
3,4,172.0258,computed,0.5245668888092041,0.5256006121635437,0.5129004716873169,0.6902294158935547,0.5249176025390625,0.8655694723129272
4,5,169.5317,computed,0.5241653919219971,0.5232641696929932,0.5088348388671875,0.6915086507797241,0.5247628688812256,0.8644601106643677
5,6,168.8977,computed,0.5293341279029846,0.5292984247207642,0.5100362300872803,0.6933532953262329,0.5229817628860474,0.8618486523628235
6,7,168.2877,computed,0.5324044823646545,0.5337144732475281,0.51114422082901,0.6975746154785156,0.5237576961517334,0.8645610213279724
7,8,166.1737,computed,0.5306198596954346,0.5367746949195862,0.5081142783164978,0.6959415078163147,0.5245469212532043,0.8583308458328247
8,9,160.3495,computed,0.5279331803321838,0.5436972975730896,0.4977330267429352,0.6999675035476685,0.5218827128410339,0.8575542569160461
9,10,158.1604,computed,0.5326447486877441,0.5473689436912537,0.4968811273574829,0.7023487687110901,0.5213138461112976,0.8593533039093018
10,11,155.6963,computed,0.532184362411499,0.5543409585952759,0.4951009154319763,0.6998481750488281,0.5231069326400757,0.8585838079452515
11,12,154.0431,computed,0.5336828231811523,0.5574843287467957,0.49346184730529785,0.7011093497276306,0.5202006101608276,0.8480616807937622
12,13,154.7266,computed,0.5342220664024353,0.5641611814498901,0.4953795075416565,0.708187460899353,0.5198729038238525,0.8445849418640137
13,14,149.5416,computed,0.5335504412651062,0.5737888813018799,0.4884096384048462,0.7128639817237854,0.5201663374900818,0.856392502784729
14,15,176.8195,computed,0.5209629535675049,0.5631709098815918,0.4811480939388275,0.44012799859046936,0.4556940495967865,0.3742009103298187
15,16,151.3397,computed,0.5381171703338623,0.5880873203277588,0.49205589294433594,0.7302910089492798,0.5172542929649353,0.863489031791687
16,17,146.3956,computed,0.5387065410614014,0.5974761247634888,0.4873811602592468,0.7403286695480347,0.5187556743621826,0.8676639795303345
