frame_index,frame_number,knee_angle_deg,angle_status,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
0,1,177.2396,computed,0.5906678438186646,0.3874557912349701,0.5845518112182617,0.5511138439178467,0.5862284302711487,0.7059926986694336
1,2,178.7527,computed,0.5898109674453735,0.3866652846336365,0.586311936378479,0.544785737991333,0.5862551331520081,0.7046302556991577
2,3,179.0243,computed,0.5885624885559082,0.3907190263271332,0.5896540880203247,0.549824059009552,0.5880460739135742,0.7079699635505676
3,4,178.5272,computed,0.5885070562362671,0.38624808192253113,0.5900193452835083,0.5449770092964172,0.5873614549636841,0.7092587947845459
4,5,175.4857,computed,0.5853583812713623,0.3889889717102051,0.5928791165351868,0.5441397428512573,0.5879766941070557,0.7056014537811279
5,6,170.5776,computed,0.5836504697799683,0.39084842801094055,0.5980163216590881,0.5458529591560364,0.5861127972602844,0.7108131647109985
6,7,167.6286,computed,0.5816194415092468,0.39519810676574707,0.6020174026489258,0.5479597449302673,0.588426411151886,0.7109789848327637
7,8,163.8598,computed,0.5797497034072876,0.3929993510246277,0.6065817475318909,0.5445056557655334,0.5893664956092834,0.7056688070297241
8,9,163.1589,computed,0.5795978903770447,0.3917970359325409,0.6080578565597534,0.5447511672973633,0.5901223421096802,0.7071908712387085
9,10,158.6037,computed,0.5773430466651917,0.4019958972930908,0.612209141254425,0.5469874143600464,0.5902373194694519,0.7058364748954773
10,11,153.8254,computed,0.5741366147994995,0.4044632017612457,0.6160832047462463,0.5483973026275635,0.5878596305847168,0.7096626162528992
11,12,149.9599,computed,0.5737566351890564,0.40458062291145325,0.6222118735313416,0.5484464764595032,0.5892792344093323,0.7113908529281616
12,13,143.8294,computed,0.5710618495941162,0.4153493046760559,0.6273258924484253,0.5545834898948669,0.5874764919281006,0.7124478816986084
13,14,142.1168,computed,0.5730246901512146,0.4216397702693939,0.6312335729598999,0.5571744441986084,0.590226411819458,0.7141444087028503
14,15,133.7326,computed,0.5685608983039856,0.42715898156166077,0.6391423940658569,0.5581551790237427,0.5892653465270996,0.7121055126190186
15,16,132.4629,computed,0.5719512104988098,0.4311410188674927,0.6423161029815674,0.5595414042472839,0.5901669859886169,0.7126069664955139
16,17,126.267,computed,0.5695621967315674,0.4449676275253296,0.6453577876091003,0.5627769231796265,0.5893528461456299,0.7088519334793091
17,18,123.2313,computed,0.5676024556159973,0.4542543888092041,0.6465625166893005,0.5631635189056396,0.5910369157791138,0.7091344594955444
18,19,122.7563,computed,0.570286750793457,0.45723792910575867,0.6479957103729248,0.5651850700378418,0.5902886986732483,0.7117249369621277
19,20,117.5689,computed,0.5636134147644043,0.46511396765708923,0.6483107805252075,0.5669654011726379,0.5886778831481934,0.709627628326416
20,21,115.8925,computed,0.5657942295074463,0.4680183231830597,0.6530077457427979,0.5666292309761047,0.5901992321014404,0.7173887491226196
21,22,113.7325,computed,0.5646762251853943,0.47348010540008545,0.6531845927238464,0.569571316242218,0.5904269814491272,0.7130827903747559
22,23,108.3365,computed,0.5656137466430664,0.4831242859363556,0.6569864153862,0.5707523226737976,0.5889067053794861,0.7137084603309631
23,24,107.5069,computed,0.5643739104270935,0.49057599902153015,0.6572015285491943,0.5755804777145386,0.5932639241218567,0.7128565311431885
24,25,101.6918,computed,0.5620651245117188,0.4991998076438904,0.6589804887771606,0.5721555948257446,0.5918774008750916,0.7142428159713745
25,26,101.4233,computed,0.5673892498016357,0.5008481740951538,0.6600309014320374,0.5753334760665894,0.5898057818412781,0.7109472155570984
26,27,98.5676,computed,0.5621176362037659,0.5080422759056091,0.6592733860015869,0.5761677622795105,0.5926387310028076,0.7099888920783997
27,28,94.983,computed,0.5651525855064392,0.5161131620407104,0.663190484046936,0.577036440372467,0.5958074331283569,0.7100003957748413
28,29,92.793,computed,0.5624557733535767,0.5195028781890869,0.6618305444717407,0.5744462013244629,0.5952427983283997,0.7101004123687744
29,30,89.6752,computed,0.5630672574043274,0.52703458070755,0.6647181510925293,0.5787342190742493,0.5968397855758667,0.7103439569473267
30,31,88.1958,computed,0.5653567314147949,0.5285216569900513,0.6651784181594849,0.5807929635047913,0.5959489941596985,0.7034409046173096
31,32,83.3819,computed,0.5637848377227783,0.5378907918930054,0.666462779045105,0.5816564559936523,0.5936501622200012,0.7092908024787903
32,33,80.5818,computed,0.563468337059021,0.543623149394989,0.6651807427406311,0.5822886228561401,0.5921415090560913,0.7076201438903809
33,34,78.2062,computed,0.5629162788391113,0.5497047305107117,0.6661804914474487,0.586661159992218,0.5930503606796265,0.7060679197311401
34,35,79.0747,computed,0.5630849599838257,0.5485516786575317,0.6653586626052856,0.5841567516326904,0.5943063497543335,0.7066292762756348
35,36,73.5308,computed,0.5581651329994202,0.5603135824203491,0.6650281548500061,0.5861575603485107,0.5938928723335266,0.7090470790863037
36,37,70.7578,computed,0.5546363592147827,0.568594217300415,0.6639223694801331,0.5845546722412109,0.5951821208000183,0.7163162231445312
37,38,67.0243,computed,0.5570197701454163,0.5751957297325134,0.6623455286026001,0.5859827995300293,0.5955583453178406,0.7073513865470886
38,39,63.1201,computed,0.5580247044563293,0.5828695893287659,0.6647142767906189,0.5881301164627075,0.5947507619857788,0.7107759118080139
39,40,58.9902,computed,0.5604208111763,0.5904322266578674,0.6637240648269653,0.5867495536804199,0.5962125062942505,0.7087033987045288
40,41,51.5996,computed,0.561229407787323,0.6005605459213257,0.6672906875610352,0.5866017937660217,0.5947726964950562,0.7077570557594299
41,42,55.743,computed,0.5680866241455078,0.5961449146270752,0.6660529375076294,0.5900945067405701,0.5982678532600403,0.7041538953781128
42,43,51.4081,computed,0.5677270889282227,0.603529155254364,0.6656232476234436,0.5925516486167908,0.5966717600822449,0.7020710706710815
43,44,56.8031,computed,0.5650577545166016,0.5985090732574463,0.6679271459579468,0.5960054397583008,0.6001771688461304,0.7052632570266724
44,45,41.8371,computed,0.5723856091499329,0.6205692291259766,0.6669427156448364,0.5939750671386719,0.595847487449646,0.7057690620422363
45,46,44.6904,computed,0.575060248374939,0.6202803254127502,0.6672983169555664,0.598264217376709,0.6025356650352478,0.7023704648017883
46,47,39.3368,computed,0.572456419467926,0.6299439668655396,0.6690036058425903,0.6009328365325928,0.6005570888519287,0.7026447057723999
47,48,37.5231,computed,0.5728749632835388,0.6327425837516785,0.6710537075996399,0.6042769551277161,0.5964334607124329,0.7058300375938416
48,49,38.7111,computed,0.5784911513328552,0.6291356086730957,0.6707689762115479,0.6007540822029114,0.5987572073936462,0.7067450284957886
49,50,42.005,computed,0.5723710060119629,0.6236993670463562,0.6695859432220459,0.6021851301193237,0.5984874963760376,0.7018016576766968
50,51,45.5216,computed,0.5736802816390991,0.6174150705337524,0.6700826287269592,0.6010921001434326,0.6002134084701538,0.7013658881187439
51,52,51.3814,computed,0.5739392042160034,0.6093246936798096,0.668236494064331,0.6026609539985657,0.5989469885826111,0.7031903266906738
52,53,54.9939,computed,0.5659288167953491,0.6008169651031494,0.6678206324577332,0.5976596474647522,0.5976623892784119,0.7047449946403503
53,54,59.7833,computed,0.5654962658882141,0.5895984172821045,0.6649578809738159,0.5900902152061462,0.5974969863891602,0.7046161890029907
54,55,66.0283,computed,0.564435601234436,0.5806429982185364,0.6642634272575378,0.5901381373405457,0.598065972328186,0.7075953483581543
55,56,64.7257,computed,0.5564973950386047,0.579894483089447,0.6638962030410767,0.5878084301948547,0.5978919863700867,0.7045243978500366
56,57,71.3841,computed,0.559787929058075,0.5661788582801819,0.6637707948684692,0.5850360989570618,0.596189022064209,0.707486629486084
57,58,75.7158,computed,0.5605559945106506,0.5608004927635193,0.6639052033424377,0.5880691409111023,0.5955173373222351,0.7111153602600098
58,59,80.8341,computed,0.559522807598114,0.5480157732963562,0.6637091040611267,0.5854564905166626,0.59551602602005,0.7088225483894348
59,60,83.3548,computed,0.5609961748123169,0.5426650047302246,0.6622540354728699,0.5810270309448242,0.597402811050415,0.7061662673950195
60,61,85.9101,computed,0.5637243390083313,0.5370050668716431,0.6626198887825012,0.5793724060058594,0.596487820148468,0.7076082229614258
61,62,85.826,computed,0.5622783899307251,0.532690703868866,0.6634478569030762,0.5786774754524231,0.5942866206169128,0.7054319381713867
62,63,88.7057,computed,0.5628301501274109,0.5264095664024353,0.6629174947738647,0.5760512948036194,0.5978081822395325,0.7001978158950806
63,64,91.1245,computed,0.564264178276062,0.520608127117157,0.6637300848960876,0.5742912292480469,0.5976172685623169,0.7027571797370911
64,65,93.6169,computed,0.5657831430435181,0.5149805545806885,0.6635971069335938,0.5714412331581116,0.5987086892127991,0.702285647392273
65,66,94.9131,computed,0.5644999742507935,0.5120970606803894,0.6626523733139038,0.571285605430603,0.5989660620689392,0.7008389234542847
66,67,97.5508,computed,0.5643700361251831,0.507074236869812,0.6618845462799072,0.5705792903900146,0.5974712371826172,0.7054858207702637
67,68,99.2712,computed,0.5675293207168579,0.5049367547035217,0.6623592972755432,0.5717130899429321,0.596672773361206,0.7071045637130737
68,69,99.7542,computed,0.5661635398864746,0.5022051334381104,0.6618938446044922,0.5706766843795776,0.5981125831604004,0.7024955749511719
69,70,102.5013,computed,0.5647852420806885,0.49716582894325256,0.6596758365631104,0.5710134506225586,0.5958430171012878,0.7055046558380127
70,71,102.4249,computed,0.5637292265892029,0.49481403827667236,0.6606577038764954,0.5702283978462219,0.5970677733421326,0.7037901282310486
71,72,105.4864,computed,0.565175473690033,0.4919697940349579,0.6586014032363892,0.5696621537208557,0.5977005362510681,0.7047922611236572
72,73,108.5599,computed,0.5650075078010559,0.4826892018318176,0.6582409739494324,0.5666866898536682,0.5954777598381042,0.71132892370224
73,74,109.3822,computed,0.564391016960144,0.4814976751804352,0.6563016772270203,0.5646710991859436,0.5962211489677429,0.7078704833984375
74,75,112.8402,computed,0.5662678480148315,0.47270098328590393,0.657631516456604,0.5684239864349365,0.5961508750915527,0.7098561525344849
75,76,114.0091,computed,0.5677428841590881,0.46794235706329346,0.6576093435287476,0.56431645154953,0.5952693223953247,0.7112365961074829
76,77,116.2,computed,0.5667392611503601,0.4595993459224701,0.6556347012519836,0.5629012584686279,0.5943273901939392,0.7067269086837769
77,78,118.0575,computed,0.5660436749458313,0.4560193121433258,0.6547248959541321,0.5624397397041321,0.5942494869232178,0.7110918164253235
78,79,121.0,computed,0.5752103328704834,0.4539528489112854,0.6559780836105347,0.5632374286651611,0.5926699638366699,0.7158250212669373
79,80,123.9406,computed,0.5719720125198364,0.44899246096611023,0.6508585810661316,0.5607180595397949,0.5936700701713562,0.7109951376914978
80,81,128.5752,computed,0.5777559876441956,0.44064903259277344,0.6487842798233032,0.5592100620269775,0.5928962826728821,0.7086931467056274
81,82,130.9416,computed,0.5798778533935547,0.43100085854530334,0.6490547060966492,0.5559107065200806,0.5926617980003357,0.7101778984069824
82,83,138.0983,computed,0.5794602036476135,0.4186006784439087,0.6405028104782104,0.5577644109725952,0.5895717144012451,0.7125118970870972
83,84,142.0353,computed,0.5858609676361084,0.42038583755493164,0.6383395195007324,0.5600378513336182,0.5912268161773682,0.7106565237045288
84,85,153.2961,computed,0.5871868133544922,0.40900203585624695,0.6264020204544067,0.5567405223846436,0.5941110253334045,0.7107945680618286
85,86,153.0257,computed,0.5893256664276123,0.40588468313217163,0.6263763308525085,0.553825318813324,0.5901210904121399,0.7119446992874146
86,87,158.0327,computed,0.5883743166923523,0.3995996415615082,0.6181352734565735,0.5483378767967224,0.5872711539268494,0.7124274373054504
87,88,166.2332,computed,0.5918701887130737,0.3988422155380249,0.6108617782592773,0.5485662221908569,0.5918062925338745,0.714838981628418
88,89,170.4068,computed,0.592881441116333,0.393503874540329,0.6034818291664124,0.547810435295105,0.5874468684196472,0.7095064520835876
89,90,177.8837,computed,0.5979860424995422,0.39215171337127686,0.5968676209449768,0.5525482892990112,0.5897694230079651,0.7141036987304688
90,91,179.2245,computed,0.5996761918067932,0.39691832661628723,0.5940809845924377,0.5564420223236084,0.586463451385498,0.7130717039108276
91,92,179.0384,computed,0.6010924577713013,0.3893325626850128,0.5926944017410278,0.5514973402023315,0.5871145725250244,0.7110515832901001
92,93,178.0735,computed,0.6014516353607178,0.3960210084915161,0.5919228196144104,0.5494384765625,0.5873527526855469,0.7102761268615723
93,94,179.2912,computed,0.6008736491203308,0.3902410864830017,0.5933650732040405,0.5478378534317017,0.5875307321548462,0.7133403420448303
