frame_index,frame_number,knee_angle_deg,angle_status,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
0,1,,no_pose_detected,,,,,,
1,2,,no_pose_detected,,,,,,
2,3,,no_pose_detected,,,,,,
3,4,,no_pose_detected,,,,,,
4,5,,no_pose_detected,,,,,,
5,6,178.0555,computed,0.4375994801521301,0.4990254044532776,0.4538786709308624,0.673836886882782,0.4654792249202728,0.8705008625984192
6,7,,no_pose_detected,,,,,,
7,8,172.7968,computed,0.4811088442802429,0.5307508707046509,0.4638155400753021,0.6961861848831177,0.4675794243812561,0.8706859946250916
8,9,165.0885,computed,0.5045350193977356,0.5111742615699768,0.4630172550678253,0.6837974190711975,0.4676383137702942,0.8745009303092957
9,10,168.3165,computed,0.4946323335170746,0.5258603692054749,0.46463581919670105,0.6926896572113037,0.4693484902381897,0.8738166093826294
10,11,166.4793,computed,0.5034016966819763,0.5290200710296631,0.46467652916908264,0.6978858709335327,0.4665449261665344,0.8749158382415771
11,12,160.5759,computed,0.504414975643158,0.5230030417442322,0.45690497756004333,0.6878779530525208,0.46783286333084106,0.8746030330657959
12,13,153.6983,computed,0.5056435465812683,0.5354377031326294,0.4452034831047058,0.6994648575782776,0.46440833806991577,0.8799436092376709
13,14,,no_pose_detected,,,,,,
14,15,154.6822,computed,0.4721953570842743,0.5721116065979004,0.4332469403743744,0.713031530380249,0.4619270861148834,0.8779095411300659
15,16,145.7748,computed,0.4854958951473236,0.5767306089401245,0.42892804741859436,0.7165554761886597,0.4630321264266968,0.8743089437484741
16,17,138.4424,computed,0.5136175155639648,0.5744340419769287,0.43151503801345825,0.712296187877655,0.4632425010204315,0.8788998126983643
17,18,129.3831,computed,0.5187261700630188,0.5876635313034058,0.42564553022384644,0.7076979279518127,0.4646152853965759,0.8788763284683228
18,19,134.9938,computed,0.4932234585285187,0.6081371903419495,0.42490527033805847,0.7196274995803833,0.4628123939037323,0.8774329423904419
19,20,126.9798,computed,0.5012806057929993,0.6172571182250977,0.419918417930603,0.7201360464096069,0.46222028136253357,0.8815956115722656
20,21,123.2547,computed,0.5054439902305603,0.6296216249465942,0.42203426361083984,0.7219996452331543,0.4626738727092743,0.8772851228713989
21,22,138.7242,computed,0.4950576424598694,0.6390285491943359,0.4319799840450287,0.7530655860900879,0.45946159958839417,0.8788193464279175
22,23,131.4979,computed,0.49551403522491455,0.6467574238777161,0.42641517519950867,0.7593910098075867,0.46210959553718567,0.8763341307640076
23,24,138.3404,computed,0.4795580804347992,0.6582770943641663,0.42883583903312683,0.7614215612411499,0.46123993396759033,0.8784767985343933
24,25,116.7112,computed,0.4827423393726349,0.6721863150596619,0.41170966625213623,0.7481340169906616,0.45879611372947693,0.8760834336280823
25,26,124.0455,computed,0.5010622143745422,0.6700614094734192,0.4270648658275604,0.7608340382575989,0.462975412607193,0.8800179362297058
26,27,,chain_incomplete,,,,,,
27,28,141.3319,computed,0.436345636844635,0.6479775905609131,0.4053994417190552,0.7688297629356384,0.45231616497039795,0.8727139234542847
28,29,145.6394,computed,0.46341902017593384,0.6740511059761047,0.4299154281616211,0.7684983015060425,0.45769330859184265,0.873416006565094
29,30,112.1605,computed,0.4900035262107849,0.6805073022842407,0.41611260175704956,0.7426159381866455,0.4597727060317993,0.8778866529464722
30,31,143.3787,computed,0.4324989318847656,0.682624101638794,0.41088664531707764,0.7593366503715515,0.4560019373893738,0.8775615692138672
31,32,165.2624,computed,0.41187208890914917,0.6836786270141602,0.4198533594608307,0.7847996354103088,0.4516954720020294,0.8759788870811462
32,33,,chain_incomplete,,,,,,
33,34,159.6765,computed,0.4127722978591919,0.6884486079216003,0.41355186700820923,0.769681453704834,0.45278167724609375,0.8725579380989075
34,35,,chain_incomplete,,,,,,
35,36,,chain_incomplete,,,,,,
36,37,,chain_incomplete,,,,,,
37,38,,chain_incomplete,,,,,,
38,39,,chain_incomplete,,,,,,
39,40,,chain_incomplete,,,,,,
40,41,159.5161,computed,0.44434478878974915,0.6823791861534119,0.43065136671066284,0.7828186750411987,0.451729416847229,0.8761947751045227
41,42,,chain_incomplete,,,,,,
42,43,156.9601,computed,0.45530325174331665,0.6805957555770874,0.43736374378204346,0.776772141456604,0.45936882495880127,0.8762431144714355
43,44,158.4551,computed,0.4299370050430298,0.6709973812103271,0.4260745644569397,0.7832304239273071,0.4586266279220581,0.8747791647911072
44,45,148.9602,computed,0.43788760900497437,0.6800379157066345,0.4202081561088562,0.7740672826766968,0.4571531116962433,0.8734551668167114
45,46,139.3037,computed,0.45977315306663513,0.6677471399307251,0.42174389958381653,0.7513695359230042,0.4580524265766144,0.8760071992874146
46,47,127.6403,computed,0.4739006459712982,0.6658340692520142,0.42176076769828796,0.7381467819213867,0.46065056324005127,0.8688766956329346
47,48,144.0423,computed,0.4551117718219757,0.6534835696220398,0.4234367609024048,0.7430238127708435,0.4632887840270996,0.8777660131454468
48,49,112.1286,computed,0.5010276436805725,0.671668529510498,0.42709001898765564,0.72431480884552,0.4620881974697113,0.8720945715904236
49,50,117.0192,computed,0.5013138651847839,0.6680784821510315,0.4301035404205322,0.7238389849662781,0.4593535363674164,0.8737147450447083
50,51,140.4132,computed,0.4864963889122009,0.6651667952537537,0.4381582736968994,0.7545720934867859,0.462319016456604,0.8767229318618774
51,52,119.8918,computed,0.5048120021820068,0.6598361730575562,0.42794692516326904,0.7319812774658203,0.4627709984779358,0.8793668746948242
52,53,129.0687,computed,0.5037830471992493,0.6609897017478943,0.4379499554634094,0.736143946647644,0.4613759517669678,0.8729923367500305
53,54,127.8439,computed,0.5097363591194153,0.6576153635978699,0.44006308913230896,0.7307402491569519,0.4615863561630249,0.874058723449707
54,55,136.4019,computed,0.5152279734611511,0.6487894654273987,0.4463054835796356,0.7425063252449036,0.46339714527130127,0.876556396484375
55,56,126.4039,computed,0.507639467716217,0.6371614933013916,0.43133458495140076,0.7223621606826782,0.46283069252967834,0.8738014101982117
56,57,131.4881,computed,0.525318443775177,0.6286754608154297,0.44058746099472046,0.726342499256134,0.460715651512146,0.8778289556503296
57,58,123.8522,computed,0.5193583965301514,0.6384899616241455,0.4338330626487732,0.7219699621200562,0.46205461025238037,0.8749188184738159
58,59,123.7721,computed,0.5182048082351685,0.6343079805374146,0.431829571723938,0.7217357158660889,0.46275150775909424,0.8727123737335205
59,60,125.9309,computed,0.5133542418479919,0.6371485590934753,0.43198689818382263,0.7274022698402405,0.46359217166900635,0.8756710290908813
60,61,125.9171,computed,0.5202749967575073,0.6267081499099731,0.4343986213207245,0.7187526226043701,0.4649770259857178,0.8750682473182678
61,62,128.8566,computed,0.521415114402771,0.6201523542404175,0.43467801809310913,0.719586193561554,0.4618966281414032,0.8732470870018005
62,63,131.1842,computed,0.5179076790809631,0.6193733215332031,0.43662941455841064,0.7202727794647217,0.46353083848953247,0.8734149932861328
63,64,126.0706,computed,0.5221829414367676,0.6172140836715698,0.43321794271469116,0.7128351330757141,0.46425509452819824,0.8725888729095459
64,65,130.626,computed,0.51640385389328,0.6198850870132446,0.4347626268863678,0.7205156683921814,0.4625028371810913,0.8728328943252563
65,66,130.589,computed,0.514523446559906,0.6158692240715027,0.4327411651611328,0.7222927212715149,0.46440431475639343,0.8729337453842163
66,67,126.844,computed,0.5179163217544556,0.6125286221504211,0.42670851945877075,0.7210032939910889,0.4631058871746063,0.8774338364601135
67,68,129.9038,computed,0.5188655853271484,0.6053601503372192,0.4316253364086151,0.71429443359375,0.4635191261768341,0.8723756074905396
68,69,131.9261,computed,0.510928750038147,0.6010456681251526,0.4280061721801758,0.7195847034454346,0.46406152844429016,0.8745274543762207
69,70,137.1456,computed,0.49993327260017395,0.5913196206092834,0.42660123109817505,0.7206050753593445,0.46331459283828735,0.8760094046592712
70,71,138.4765,computed,0.5092976689338684,0.5900253057479858,0.43299800157546997,0.7131906151771545,0.46216657757759094,0.8830186128616333
71,72,,no_pose_detected,,,,,,
72,73,139.8399,computed,0.5087929964065552,0.5689085721969604,0.4310801029205322,0.7107585668563843,0.4646005630493164,0.8763476610183716
73,74,143.5348,computed,0.5161334276199341,0.5700569152832031,0.44142988324165344,0.7058709859848022,0.46463826298713684,0.8786011338233948
74,75,,no_pose_detected,,,,,,
75,76,157.1777,computed,0.49477240443229675,0.5532228350639343,0.4479603171348572,0.7039799690246582,0.4648211598396301,0.8768099546432495
76,77,158.334,computed,0.5101004838943481,0.5286862254142761,0.45525139570236206,0.6945763230323792,0.4660254120826721,0.8775237798690796
77,78,165.4274,computed,0.4955127537250519,0.524361789226532,0.45938640832901,0.6874678730964661,0.46627992391586304,0.8769263029098511
78,79,163.2824,computed,0.5124404430389404,0.5084993243217468,0.46315959095954895,0.684765100479126,0.46680206060409546,0.8748987913131714
79,80,169.1312,computed,0.498863160610199,0.5251393914222717,0.4660232663154602,0.6928041577339172,0.46534308791160583,0.8756116628646851
80,81,170.3796,computed,0.5010080933570862,0.5099522471427917,0.47012391686439514,0.6835010051727295,0.4686070382595062,0.868376612663269
81,82,,no_pose_detected,,,,,,
82,83,,no_pose_detected,,,,,,
83,84,,no_pose_detected,,,,,,
84,85,,no_pose_detected,,,,,,
85,86,179.5214,computed,0.4617650508880615,0.5082037448883057,0.4637340307235718,0.7207596302032471,0.46387624740600586,0.877036452293396
86,87,,no_pose_detected,,,,,,
87,88,178.8576,computed,0.46120917797088623,0.49843746423721313,0.4604544937610626,0.6858253479003906,0.46350547671318054,0.8775608539581299
88,89,178.5876,computed,0.4455859363079071,0.5035544037818909,0.45727238059043884,0.6902129054069519,0.4644289016723633,0.8790692090988159
