frame_index,frame_number,knee_angle_deg,angle_status,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
0,1,178.2513,computed,0.5079602003097534,0.5240432024002075,0.4973510205745697,0.7203339338302612,0.4809562563896179,0.9138543009757996
1,2,177.3529,computed,0.5034314393997192,0.5199790596961975,0.49739766120910645,0.721039891242981,0.48164480924606323,0.9273656010627747
2,3,177.8039,computed,0.5034886002540588,0.5253898501396179,0.49671751260757446,0.7243232727050781,0.48206523060798645,0.9264800548553467
3,4,176.3592,computed,0.4982377588748932,0.5267269015312195,0.49639466404914856,0.7200660705566406,0.48148325085639954,0.9237551689147949
4,5,175.2922,computed,0.48980391025543213,0.5264777541160583,0.495055228471756,0.7201321125030518,0.4843498468399048,0.9143807888031006
5,6,175.0473,computed,0.491731196641922,0.5315300226211548,0.49747082591056824,0.7245699167251587,0.4876404404640198,0.8977060317993164
6,7,172.8123,computed,0.48680540919303894,0.5281736850738525,0.4979124665260315,0.7176017761230469,0.48441189527511597,0.9191616773605347
7,8,171.1187,computed,0.48493534326553345,0.5324035286903381,0.49788957834243774,0.7274171113967896,0.48114949464797974,0.9156965017318726
8,9,167.7547,computed,0.48244237899780273,0.5346298813819885,0.5031439065933228,0.7283183932304382,0.4820086359977722,0.924636960029602
9,10,104.9921,computed,0.5231147408485413,0.47112634778022766,0.5418974161148071,0.32056790590286255,0.6274074912071228,0.3087313771247864
10,11,161.7032,computed,0.47571858763694763,0.5467795133590698,0.5086186528205872,0.730860710144043,0.48044833540916443,0.927233099937439
11,12,160.3787,computed,0.4762516915798187,0.5519956946372986,0.5113296508789062,0.7313522100448608,0.4819667935371399,0.9265360832214355
12,13,153.4817,computed,0.468960702419281,0.5577393174171448,0.5169171094894409,0.7248037457466125,0.47968441247940063,0.9256536364555359
13,14,150.3168,computed,0.46701234579086304,0.5708163976669312,0.518818199634552,0.7269750833511353,0.48003876209259033,0.9205214977264404
14,15,149.1935,computed,0.46455490589141846,0.5800970792770386,0.5200054049491882,0.7312384843826294,0.4841817021369934,0.9215669631958008
15,16,141.8233,computed,0.4629221558570862,0.5902291536331177,0.5283734202384949,0.7269389629364014,0.48432159423828125,0.9241209626197815
16,17,131.2704,computed,0.4620617628097534,0.5925905108451843,0.5440772771835327,0.7138299942016602,0.4932806193828583,0.9081157445907593
17,18,130.8843,computed,0.4637359380722046,0.5997889637947083,0.5439589023590088,0.7197138071060181,0.4913315176963806,0.9116211533546448
18,19,133.8167,computed,0.46416163444519043,0.605196475982666,0.5379868745803833,0.7363690137863159,0.483005553483963,0.9183372259140015
19,20,126.3148,computed,0.4585549533367157,0.6198394298553467,0.5416001081466675,0.7351311445236206,0.48216721415519714,0.9189209938049316
20,21,126.3796,computed,0.4587186276912689,0.6191921234130859,0.5428634285926819,0.7367666959762573,0.48270177841186523,0.921593964099884
21,22,118.4793,computed,0.4606139659881592,0.6346475481987,0.5510379672050476,0.7342967987060547,0.4838279187679291,0.9262253046035767
22,23,121.3992,computed,0.4626016318798065,0.6369132995605469,0.5489352345466614,0.7428176403045654,0.4837014675140381,0.9279166460037231
23,24,117.6309,computed,0.4650387763977051,0.6510986089706421,0.5496149659156799,0.7462913393974304,0.48025891184806824,0.929364800453186
24,25,114.6738,computed,0.46313968300819397,0.6507460474967957,0.5520926713943481,0.743786633014679,0.4783554971218109,0.929903507232666
25,26,115.3413,computed,0.4587464928627014,0.6593957543373108,0.5466400384902954,0.7462705969810486,0.4801595211029053,0.9358470439910889
26,27,113.4729,computed,0.4627218544483185,0.6662763953208923,0.5494577884674072,0.7514804005622864,0.47956931591033936,0.9333879947662354
27,28,115.1965,computed,0.46466395258903503,0.666255533695221,0.5462238788604736,0.7497007250785828,0.479217529296875,0.9293175935745239
28,29,104.3498,computed,0.4643053710460663,0.6783944964408875,0.5561367869377136,0.7452070713043213,0.48537126183509827,0.9231395721435547
29,30,103.9605,computed,0.4662913978099823,0.6823484301567078,0.555903434753418,0.7489835023880005,0.4823578894138336,0.9250260591506958
30,31,101.0514,computed,0.4683114290237427,0.6903737187385559,0.5546621084213257,0.7458160519599915,0.48381176590919495,0.9242943525314331
31,32,100.1212,computed,0.4581134617328644,0.6961339116096497,0.5505145788192749,0.7537919878959656,0.48107850551605225,0.9270188808441162
