frame_index,frame_number,knee_angle_deg,angle_status,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
0,1,177.8065,computed,0.4640096426010132,0.5015661120414734,0.4585364758968353,0.6853580474853516,0.46014079451560974,0.8738046884536743
1,2,177.9378,computed,0.46436798572540283,0.5112443566322327,0.46100667119026184,0.6920080780982971,0.46413254737854004,0.8716513514518738
2,3,175.3279,computed,0.4665052890777588,0.5091924071311951,0.45746561884880066,0.6867129802703857,0.46304354071617126,0.8685488104820251
3,4,174.1397,computed,0.46864351630210876,0.5156298875808716,0.45690497756004333,0.6981399059295654,0.46365928649902344,0.8755559921264648
4,5,,chain_incomplete,,,,,,
5,6,,chain_incomplete,,,,,,
6,7,167.573,computed,0.48708537220954895,0.533485472202301,0.4585452675819397,0.6963410377502441,0.46644702553749084,0.8782740831375122
7,8,163.0438,computed,0.4898360073566437,0.5423064827919006,0.45145469903945923,0.6962968111038208,0.4608422815799713,0.8778055310249329
8,9,159.9573,computed,0.4864479899406433,0.5560773611068726,0.4459092319011688,0.6975764036178589,0.4586811065673828,0.8776946067810059
9,10,157.7294,computed,0.49308398365974426,0.5695251822471619,0.45011693239212036,0.7091594934463501,0.46565523743629456,0.8809976577758789
10,11,152.5799,computed,0.5053215622901917,0.5814324021339417,0.45382124185562134,0.7214063405990601,0.4741482138633728,0.8818569779396057
11,12,144.8269,computed,0.5096926689147949,0.5979368090629578,0.4511505961418152,0.7145313024520874,0.4755510091781616,0.8775665760040283
12,13,141.1667,computed,0.5146994590759277,0.6100243330001831,0.45083940029144287,0.7211199998855591,0.4756249189376831,0.8786391019821167
13,14,135.7008,computed,0.5136743783950806,0.6276496052742004,0.4465222954750061,0.7250436544418335,0.4726234972476959,0.8775270581245422
14,15,134.2532,computed,0.5105653405189514,0.6399052739143372,0.4451662600040436,0.7282420992851257,0.47013384103775024,0.8818379640579224
15,16,130.3478,computed,0.5132619738578796,0.6486335396766663,0.4447365701198578,0.7264701724052429,0.46745190024375916,0.8823239803314209
16,17,132.3245,computed,0.5090519785881042,0.6588240265846252,0.4480283558368683,0.7362266182899475,0.4725721776485443,0.8841069936752319
17,18,122.9199,computed,0.5044389367103577,0.6650617122650146,0.44051438570022583,0.7268595099449158,0.4710133373737335,0.882157027721405
