frame_index,frame_number,knee_angle_deg,angle_status,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y
0,1,,chain_incomplete,,,,,,
1,2,,chain_incomplete,,,,,,
2,3,172.7071,computed,0.5005769729614258,0.4869421124458313,0.5160720348358154,0.6382157802581787,0.5120899081230164,0.7961342930793762
3,4,,chain_incomplete,,,,,,
4,5,,chain_incomplete,,,,,,
5,6,173.5619,computed,0.5027176141738892,0.48516207933425903,0.5152733325958252,0.6349669098854065,0.5106744170188904,0.7948992252349854
6,7,172.9053,computed,0.50418621301651,0.47598937153816223,0.5172480344772339,0.633834719657898,0.510759711265564,0.7909891605377197
7,8,166.8455,computed,0.48395466804504395,0.48433366417884827,0.5138772130012512,0.6264358162879944,0.5102192759513855,0.7922991514205933
8,9,169.4526,computed,0.4862440228462219,0.500092625617981,0.5110647082328796,0.6375936269760132,0.5102111101150513,0.7928478717803955
9,10,166.1175,computed,0.4816274642944336,0.49083828926086426,0.5126174688339233,0.6253383755683899,0.5100104212760925,0.7899296879768372
10,11,166.4665,computed,0.48010680079460144,0.4939124286174774,0.5112757086753845,0.6354923248291016,0.5082602500915527,0.7900334000587463
11,12,171.0804,computed,0.49168241024017334,0.5064724087715149,0.5107384324073792,0.6388894319534302,0.5087604522705078,0.7940441370010376
12,13,167.65,computed,0.489763468503952,0.5073727369308472,0.5134022235870361,0.6332075595855713,0.5086191892623901,0.7933557033538818
13,14,165.4662,computed,0.480506956577301,0.5109391808509827,0.5110275745391846,0.633824348449707,0.5094173550605774,0.7913450598716736
14,15,166.5615,computed,0.48860621452331543,0.5120899677276611,0.5150362849235535,0.6372507810592651,0.5110118389129639,0.7894611358642578
15,16,159.0189,computed,0.4673003852367401,0.5119025707244873,0.5125693082809448,0.6391730308532715,0.5087673664093018,0.7946188449859619
16,17,156.7903,computed,0.471097469329834,0.5130744576454163,0.5166488885879517,0.6358009576797485,0.5090106725692749,0.7894099950790405
