Subject_ID,frame_index,frame_number,frame_path,pose_detected,left_hip_x,left_hip_y,left_hip_visibility,left_knee_x,left_knee_y,left_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_visibility,right_hip_x,right_hip_y,right_hip_visibility,right_knee_x,right_knee_y,right_knee_visibility,right_ankle_x,right_ankle_y,right_ankle_visibility,left_chain_complete,right_chain_complete,visible_side,knee_angle_deg,angle_status
1679,0,1,1_raw_datasets/Dataset/Squats Frames/1679/000001.jpg,True,0.5321483612060547,0.36690402030944824,0.9999386072158813,0.5288430452346802,0.4496041238307953,0.052910853177309036,0.5196906924247742,0.4606831669807434,0.0037603441160172224,0.5067635774612427,0.38119304180145264,0.9999420642852783,0.5191190838813782,0.456632137298584,0.17445209622383118,0.5099754333496094,0.4649244546890259,0.005722248926758766,False,False,left,,chain_incomplete
1679,1,2,1_raw_datasets/Dataset/Squats Frames/1679/000002.jpg,True,0.5186083912849426,0.45356735587120056,0.9999861717224121,0.5225383639335632,0.5978409051895142,0.47817790508270264,0.5256624221801758,0.7168818712234497,0.7468529343605042,0.5100386142730713,0.4541448652744293,0.9999935626983643,0.5116284489631653,0.5855627059936523,0.1391972154378891,0.5092761516571045,0.7194467782974243,0.35577088594436646,False,False,left,,chain_incomplete
1679,2,3,1_raw_datasets/Dataset/Squats Frames/1679/000003.jpg,True,0.522330641746521,0.48981255292892456,0.9999352693557739,0.5200828313827515,0.6484070420265198,0.23346565663814545,0.5417200326919556,0.794436514377594,0.42983248829841614,0.5214340090751648,0.49137723445892334,0.9999713897705078,0.5109225511550903,0.6433761715888977,0.026679283007979393,0.5195205807685852,0.7896271347999573,0.09775038808584213,False,False,left,,chain_incomplete
1679,3,4,1_raw_datasets/Dataset/Squats Frames/1679/000004.jpg,True,0.5245668888092041,0.5256006121635437,0.9999715089797974,0.5129004716873169,0.6902294158935547,0.9742161631584167,0.5249176025390625,0.8655694723129272,0.994461178779602,0.522269070148468,0.5224528908729553,0.9999651908874512,0.5124555230140686,0.6710033416748047,0.13833901286125183,0.5120603442192078,0.7953593730926514,0.5488805770874023,True,False,left,172.0258,computed
1679,4,5,1_raw_datasets/Dataset/Squats Frames/1679/000005.jpg,True,0.5241653919219971,0.5232641696929932,0.9999595880508423,0.5088348388671875,0.6915086507797241,0.9595195055007935,0.5247628688812256,0.8644601106643677,0.9918175339698792,0.5274486541748047,0.5196279883384705,0.999955415725708,0.5168301463127136,0.6737305521965027,0.14583700895309448,0.5133864879608154,0.801396906375885,0.5143037438392639,True,False,left,169.5317,computed
1679,5,6,1_raw_datasets/Dataset/Squats Frames/1679/000006.jpg,True,0.5293341279029846,0.5292984247207642,0.9999682903289795,0.5100362300872803,0.6933532953262329,0.976984977722168,0.5229817628860474,0.8618486523628235,0.9974236488342285,0.5266780853271484,0.5260440111160278,0.9999597072601318,0.5107972621917725,0.6717727780342102,0.25110116600990295,0.5115751624107361,0.801055908203125,0.7259506583213806,True,False,left,168.8977,computed
1679,6,7,1_raw_datasets/Dataset/Squats Frames/1679/000007.jpg,True,0.5324044823646545,0.5337144732475281,0.9999886751174927,0.51114422082901,0.6975746154785156,0.9981022477149963,0.5237576961517334,0.8645610213279724,0.999670147895813,0.5218202471733093,0.532505214214325,0.9999825954437256,0.5019698143005371,0.6703436374664307,0.4571255147457123,0.5118036270141602,0.800173282623291,0.858245313167572,True,False,left,168.2877,computed
1679,7,8,1_raw_datasets/Dataset/Squats Frames/1679/000008.jpg,True,0.5306198596954346,0.5367746949195862,0.9999727010726929,0.5081142783164978,0.6959415078163147,0.9550542235374451,0.5245469212532043,0.8583308458328247,0.9923387765884399,0.5239691138267517,0.5319516658782959,0.9999707937240601,0.497475266456604,0.6685135960578918,0.21491745114326477,0.5125647187232971,0.8045880198478699,0.5341530442237854,True,False,left,166.1737,computed
1679,8,9,1_raw_datasets/Dataset/Squats Frames/1679/000009.jpg,True,0.5279331803321838,0.5436972975730896,0.9999793767929077,0.4977330267429352,0.6999675035476685,0.9865433573722839,0.5218827128410339,0.8575542569160461,0.9970546960830688,0.5293989777565002,0.5364581942558289,0.9999814033508301,0.4987691640853882,0.6677875518798828,0.48030006885528564,0.5102724432945251,0.8044596910476685,0.8026099801063538,True,False,left,160.3495,computed
1679,9,10,1_raw_datasets/Dataset/Squats Frames/1679/000010.jpg,True,0.5326447486877441,0.5473689436912537,0.9999629259109497,0.4968811273574829,0.7023487687110901,0.9280912280082703,0.5213138461112976,0.8593533039093018,0.9912675023078918,0.5223556756973267,0.5424458980560303,0.9999618530273438,0.48734724521636963,0.6624428033828735,0.15276966989040375,0.5082502365112305,0.7972195148468018,0.4753468334674835,True,False,left,158.1604,computed
