frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
171,0,172.9319,172.9319,172.7501,valid
172,1,173.2611,172.1152,172.3624,valid
173,2,171.2985,171.2985,171.489,valid
174,3,170.474,170.474,170.1298,valid
175,4,168.1404,168.1404,168.4615,valid
176,5,166.1179,166.1179,165.7522,valid
177,6,163.0303,163.0303,162.4933,valid
178,7,158.7989,158.7989,159.8543,valid
179,8,157.1377,157.1377,157.4549,valid
180,9,156.6203,156.6203,155.484,valid
181,10,153.7965,153.7965,154.6813,valid
182,11,152.0849,152.0849,152.3202,valid
183,12,151.6875,151.6875,149.8491,valid
184,13,144.6881,144.6881,146.8539,valid
185,14,144.2124,144.2124,143.2075,valid
186,15,138.2029,138.2029,137.851,valid
187,16,133.7777,133.7777,133.2303,valid
188,17,125.8506,125.8506,127.8676,valid
189,18,124.3651,124.3651,123.336,valid
190,19,119.6424,119.6424,119.2467,valid
191,20,114.8513,114.8513,115.5553,valid
192,21,111.4698,111.4698,111.117,valid
193,22,106.51,106.51,106.4789,valid
194,23,102.4473,102.4473,101.6374,valid
195,24,96.2689,96.2689,97.511,valid
196,25,93.5455,93.5455,93.8855,valid
197,26,92.3816,92.3816,90.9467,valid
198,27,87.9215,87.9215,89.104,valid
199,28,86.606,86.606,86.4094,valid
200,29,84.6609,84.6609,83.5286,valid
201,30,80.1372,80.1372,81.3756,valid
202,31,78.8019,78.8019,78.8145,valid
203,32,77.1963,77.1963,76.2799,valid
204,33,74.2068,74.2068,74.4639,valid
205,34,71.9502,71.9502,72.8051,valid
206,35,71.7441,71.7441,71.2695,valid
207,36,70.9741,70.9741,70.2603,valid
208,37,68.6781,68.6781,69.4536,valid
209,38,67.8157,68.6781,68.6321,valid
210,39,67.9832,68.6781,68.519,valid
211,40,69.648,68.7506,68.6709,valid
212,41,68.7506,69.648,69.3375,valid
213,42,69.7254,69.7254,70.8061,valid
214,43,73.4884,73.4884,72.9953,valid
215,44,75.724,75.724,75.3116,valid
216,45,78.0179,78.0179,77.6569,valid
217,46,79.8555,79.8555,80.5922,valid
218,47,83.5048,83.5048,84.4869,valid
219,48,90.168,90.168,88.8797,valid
220,49,93.1937,93.1937,92.865,valid
221,50,96.3187,96.3187,95.8831,valid
222,51,98.6901,98.6901,99.8397,valid
223,52,103.9922,103.9922,105.3268,valid
224,53,113.7301,113.7301,111.2024,valid
225,54,118.2488,118.2488,118.9661,valid
226,55,123.9594,123.9594,125.807,valid
227,56,134.8085,134.8085,131.8208,valid
228,57,137.3067,137.3067,138.9392,valid
229,58,144.6189,144.6189,145.7211,valid
230,59,152.0807,152.0807,150.7446,valid
231,60,155.8059,155.8059,154.9784,valid
232,61,159.4182,156.2195,156.712,valid
233,62,157.579,156.2195,157.6381,valid
234,63,156.2195,156.8992,157.2128,valid
235,64,151.9933,156.2195,155.436,valid
