frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
1020,0,134.881,131.8275,131.5207,valid
1021,1,131.8275,130.7155,131.2567,valid
1022,2,129.6035,129.6035,129.8912,valid
1023,3,128.3158,128.3158,127.4244,valid
1024,4,123.7179,123.7179,123.6762,valid
1025,5,118.8044,118.8044,118.9409,valid
1026,6,113.566,113.566,114.2676,valid
1027,7,109.8122,109.8122,109.7901,valid
1028,8,106.3765,106.3765,105.0699,valid
1029,9,100.3471,100.3471,101.1803,valid
1030,10,96.3836,96.3836,97.3658,valid
1031,11,95.6817,95.6817,94.3331,valid
1032,12,91.7769,91.7769,92.2285,valid
1033,13,90.5065,90.5065,90.4717,valid
1034,14,88.7743,88.7743,88.9744,valid
1035,15,88.5397,88.7743,88.5935,valid
1036,16,88.5479,88.7743,88.494,valid
1037,17,89.4664,89.4664,89.674,valid
1038,18,91.307,91.307,91.9518,valid
1039,19,95.8606,95.8606,95.3997,valid
1040,20,99.9773,99.9773,99.9671,valid
1041,21,104.4143,104.4143,104.9642,valid
1042,22,109.7149,109.7149,109.2044,valid
1043,23,113.1567,113.1567,112.459,valid
1044,24,114.622,114.622,114.9043,valid
1045,25,116.1075,116.1075,116.6787,valid
1046,26,119.0448,119.0448,118.7645,valid
1047,27,121.1999,121.1999,121.347,valid
1048,28,124.0699,124.0699,123.6697,valid
1049,29,126.4328,126.4328,126.2401,valid
1050,30,128.5882,128.5882,129.5697,valid
1051,31,133.9529,133.9529,134.0901,valid
1052,32,138.6526,138.6526,138.6909,valid
1053,33,143.6177,143.6177,142.3657,valid
1054,34,144.0821,143.6177,143.9585,valid
1055,35,144.8877,143.6177,143.8992,valid
1056,36,142.401,142.401,142.0905,valid
1057,37,140.4311,140.4311,140.1148,valid
1058,38,137.1967,137.1967,138.4227,valid
1059,39,134.4373,136.2036,136.5788,valid
1060,40,135.2105,135.2105,134.583,valid
