frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
656,0,144.1616,144.4186,144.6873,valid
657,1,145.4053,144.8083,144.6073,valid
658,2,144.4186,144.4186,144.2987,valid
659,3,145.198,144.4186,143.7612,valid
660,4,142.3235,142.3235,142.72,valid
661,5,141.4982,141.4982,141.7756,valid
662,6,141.2399,141.2399,141.1333,valid
663,7,140.509,141.0018,140.9965,valid
664,8,141.0018,141.0018,140.8255,valid
665,9,140.4554,140.509,140.7666,valid
666,10,141.6052,140.4554,140.4156,valid
667,11,140.4156,140.4156,139.9092,valid
668,12,138.9896,138.9896,139.4605,valid
669,13,138.6602,138.9896,139.0543,valid
670,14,138.9157,138.9896,138.8341,valid
671,15,141.1798,139.002,139.0336,valid
672,16,140.8442,139.002,139.1032,valid
673,17,139.002,139.2523,139.1405,valid
674,18,138.6846,139.002,139.1984,valid
675,19,139.2523,138.6846,138.6172,valid
676,20,137.96,137.96,137.3499,valid
677,21,135.1756,135.1756,135.6812,valid
678,22,133.4418,133.4418,133.6284,valid
679,23,131.6802,131.6802,131.3755,valid
680,24,129.2131,129.2131,129.2713,valid
681,25,126.5902,126.5902,126.7026,valid
682,26,124.0915,124.0915,123.6187,valid
683,27,120.8324,120.8324,121.076,valid
684,28,117.6248,117.9289,118.8969,valid
685,29,117.9289,117.6248,116.4569,valid
686,30,114.7861,114.7861,114.4053,valid
687,31,111.3387,111.4315,112.7039,valid
688,32,111.4315,111.3387,111.0992,valid
689,33,110.7334,110.7334,110.2485,valid
690,34,108.5949,109.6016,109.668,valid
691,35,109.6016,108.5949,108.836,valid
692,36,108.0319,108.0319,108.0235,valid
693,37,107.7004,107.7004,107.4545,valid
694,38,106.5167,106.5167,106.8574,valid
695,39,106.1953,106.1953,105.9108,valid
696,40,104.9084,104.9084,104.7658,valid
697,41,103.308,103.308,103.571,valid
698,42,102.3762,102.3762,102.2967,valid
699,43,100.1223,101.2876,101.3876,valid
700,44,100.6443,100.6443,100.6417,valid
701,45,101.2876,100.1223,99.9598,valid
702,46,98.8561,99.2352,99.4118,valid
703,47,99.2352,98.8561,98.803,valid
704,48,97.1995,98.3276,98.3082,valid
705,49,98.3276,97.6044,97.8256,valid
706,50,97.6044,97.1995,96.7781,valid
707,51,95.822,95.822,95.5837,valid
708,52,93.8096,93.8096,94.4416,valid
709,53,93.6575,93.6575,93.5672,valid
710,54,93.1783,93.3405,93.1664,valid
711,55,93.0194,93.3405,93.3625,valid
712,56,93.3405,93.3405,93.5697,valid
713,57,94.3415,94.3415,93.9434,valid
714,58,94.6171,94.6171,94.7009,valid
715,59,95.5351,95.5351,95.8538,valid
716,60,97.6357,97.6357,97.3334,valid
717,61,99.5538,99.5538,99.7233,valid
718,62,102.1686,102.1686,102.3884,valid
719,63,105.8277,105.8277,105.2792,valid
720,64,108.1839,108.1839,108.5739,valid
721,65,111.8507,111.8507,111.6297,valid
722,66,115.4937,115.4937,115.31,valid
723,67,118.5922,118.5922,119.5855,valid
724,68,124.8596,124.8596,123.9467,valid
725,69,128.5394,128.5394,128.2141,valid
726,70,132.8864,132.8864,133.7696,valid
727,71,137.6823,137.6823,137.9716,valid
728,72,145.796,145.796,144.0345,valid
729,73,146.5777,146.5777,149.4082,valid
730,74,157.0494,157.0494,154.0664,valid
731,75,157.0683,157.0683,158.386,valid
732,76,162.0118,162.0118,162.8121,valid
733,77,166.943,166.943,165.6657,valid
734,78,168.3544,168.3544,169.0271,valid
735,79,171.0758,171.0758,170.8809,valid
736,80,172.4977,171.0758,171.0539,valid
737,81,171.4639,171.0758,170.3148,valid
738,82,167.8232,167.8232,169.1254,valid
739,83,165.1324,166.4778,167.1368,valid
740,84,160.9282,165.1324,164.349,valid
