frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
940,0,168.8458,166.6177,166.5231,valid
941,1,166.6177,165.4886,165.8559,valid
942,2,164.352,164.3595,164.5486,valid
943,3,164.3595,164.352,162.6014,valid
944,4,158.1514,158.1514,160.3195,valid
945,5,157.2857,157.2857,156.5669,valid
946,6,152.9942,152.9942,151.253,valid
947,7,145.6303,145.6303,146.7254,valid
948,8,140.5986,140.5986,142.0713,valid
949,9,139.844,139.844,139.1263,valid
950,10,137.4109,137.4109,137.4392,valid
951,11,135.0915,135.0915,134.2038,valid
952,12,130.7444,130.7444,129.8769,valid
953,13,124.0169,124.0169,125.9869,valid
954,14,123.3389,123.3389,123.6275,valid
955,15,122.5038,122.5038,122.0096,valid
956,16,122.4288,122.4288,121.0869,valid
957,17,117.828,117.828,118.8899,valid
958,18,85.4172,116.9881,116.6697,valid
959,19,114.5571,114.5571,119.0329,valid
960,20,116.9881,114.5571,112.8536,valid
961,21,71.8888,114.5571,100.0092,valid
962,22,119.5909,71.8888,85.1342,valid
963,23,68.8167,68.8167,71.6515,valid
964,24,68.2631,68.2631,64.2746,valid
965,25,67.0778,67.4961,67.4825,valid
966,26,67.4961,67.4961,67.4113,valid
967,27,64.9424,67.4961,67.4619,valid
968,28,67.5283,67.5283,67.7478,valid
969,29,68.3377,68.2645,67.8576,valid
970,30,70.5662,68.3377,68.1134,valid
971,31,68.2645,68.5331,68.7174,valid
972,32,68.5331,70.5662,70.578,valid
973,33,74.0298,74.0298,75.1549,valid
974,34,80.9584,80.9584,78.8473,valid
975,35,92.9343,89.2807,88.8515,valid
976,36,89.2807,92.9343,101.2672,valid
977,37,122.1064,122.1064,113.9497,valid
978,38,124.858,124.858,124.1499,valid
979,39,130.8203,130.8203,132.0653,valid
980,40,133.4704,133.4704,135.2948,valid
981,41,142.535,142.535,142.0788,valid
982,42,150.198,150.198,149.8865,valid
983,43,157.0946,157.0946,157.5716,valid
984,44,165.065,165.065,163.9606,valid
985,45,167.7566,167.7566,168.913,valid
986,46,173.0855,173.0855,171.9514,valid
987,47,174.5673,173.0855,173.1742,valid
988,48,173.9304,173.0855,173.748,valid
989,49,172.0038,172.9671,173.2382,valid
990,50,171.1154,172.0038,171.6449,valid
