frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
554,0,134.1654,135.1225,135.2092,valid
555,1,135.1225,135.4918,135.4531,valid
556,2,135.8612,135.8612,135.7369,valid
557,3,136.1546,136.1546,136.0606,valid
558,4,136.3093,136.3093,136.411,valid
559,5,136.6044,136.6044,136.8075,valid
560,6,137.4382,137.4382,137.1819,valid
561,7,137.9219,137.5012,137.5361,valid
562,8,138.8404,137.5012,137.6292,valid
563,9,137.5012,137.5012,137.2284,valid
564,10,136.7927,136.7927,136.7357,valid
565,11,135.6381,135.8966,136.2263,valid
566,12,135.839,135.8966,135.8979,valid
567,13,135.8966,135.839,135.76,valid
568,14,136.805,135.839,135.7121,valid
569,15,135.3631,135.3631,135.5153,valid
570,16,135.2601,135.2601,135.2536,valid
571,17,133.5353,134.9047,134.7685,valid
572,18,134.9047,134.3763,134.3597,valid
573,19,134.3763,133.5353,133.7783,valid
574,20,132.3911,133.5147,133.2166,valid
575,21,133.5147,132.6591,132.8565,valid
576,22,132.4604,132.4604,132.573,valid
577,23,132.6591,132.4604,132.1738,valid
578,24,131.4225,131.8564,131.9756,valid
579,25,131.4744,131.4744,131.9515,valid
580,26,131.8564,131.4225,131.2964,valid
581,27,130.7236,130.7236,129.4705,valid
582,28,126.8217,126.8217,127.0548,valid
583,29,123.5175,123.5175,124.7761,valid
584,30,123.4569,123.4569,123.3364,valid
585,31,122.7132,123.3684,123.0188,valid
586,32,123.3684,122.7132,122.3582,valid
587,33,121.3039,121.3039,121.0291,valid
588,34,118.9161,119.0126,119.7563,valid
589,35,119.0126,118.9384,119.1701,valid
590,36,118.9384,118.9384,118.8636,valid
591,37,116.5012,118.9384,118.1667,valid
592,38,128.1495,116.5012,116.3513,valid
593,39,110.1087,113.8136,114.1783,valid
594,40,113.8136,111.9684,112.4365,valid
595,41,111.9684,111.7433,111.843,valid
596,42,111.7433,111.9684,111.6556,valid
597,43,110.3951,111.7433,111.3523,valid
598,44,112.5557,110.3951,110.6196,valid
599,45,108.9935,109.6969,109.8019,valid
600,46,109.6969,109.1853,109.2683,valid
601,47,109.1057,109.1853,109.1818,valid
602,48,109.1853,109.1853,109.1009,valid
603,49,109.5333,109.1057,109.0408,valid
604,50,108.6607,108.6607,108.872,valid
605,51,107.8741,108.5346,108.3361,valid
606,52,108.5346,107.8741,107.7513,valid
607,53,106.1405,106.4808,106.8425,valid
608,54,106.4808,106.1405,105.7186,valid
609,55,104.313,104.313,104.512,valid
610,56,103.4909,103.4909,103.5084,valid
611,57,101.9728,102.3411,102.4801,valid
612,58,102.3411,101.9728,101.7757,valid
613,59,101.0312,101.0312,101.0258,valid
614,60,100.4193,100.4193,100.4987,valid
615,61,99.9293,99.9293,100.0176,valid
616,62,99.4803,99.9293,99.7627,valid
617,63,98.4755,99.6251,99.6333,valid
618,64,100.5905,99.6251,99.7454,valid
619,65,99.6251,99.9431,100.0196,valid
620,66,99.9431,100.5905,100.4104,valid
621,67,101.8334,100.9158,100.7675,valid
622,68,100.9158,101.1242,101.4086,valid
623,69,101.1242,101.8334,102.0967,valid
624,70,103.5411,103.3298,102.8138,valid
625,71,103.3298,103.3298,103.2115,valid
626,72,103.6814,103.5411,103.6991,valid
627,73,102.7381,103.6814,104.2822,valid
628,74,105.6947,105.6947,105.2062,valid
629,75,107.2562,106.2901,105.8846,valid
630,76,106.2901,106.7288,106.947,valid
631,77,106.7288,107.2562,108.0134,valid
632,78,110.363,110.363,109.5408,valid
633,79,111.6509,111.6509,111.2218,valid
634,80,113.7478,113.7478,114.7525,valid
635,81,117.2384,117.2384,118.6723,valid
636,82,125.2948,125.2948,122.6841,valid
637,83,126.1149,126.1149,126.2168,valid
638,84,127.6891,127.6891,129.0287,valid
639,85,130.9129,130.9129,130.6824,valid
640,86,134.2326,133.5567,132.7957,valid
641,87,133.5567,134.2326,134.3789,valid
642,88,134.9933,134.9933,135.278,valid
643,89,136.4388,136.4388,136.5304,valid
644,90,140.2304,137.8242,138.1391,valid
645,91,137.8242,140.2304,139.5087,valid
646,92,140.557,140.557,140.6404,valid
647,93,141.0241,141.0241,141.4533,valid
648,94,142.3095,142.3095,142.068,valid
649,95,142.7508,142.7508,142.8041,valid
650,96,143.572,143.572,143.4332,valid
651,97,144.293,143.6566,143.8469,valid
652,98,143.6566,144.293,144.2379,valid
653,99,144.7441,144.555,144.5089,valid
654,100,144.555,144.6496,144.6768,valid
655,101,144.9658,144.7441,144.7416,valid
