frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
569,0,108.5144,107.199,107.3225,valid
570,1,106.6137,106.9064,107.0173,valid
571,2,107.199,106.6137,105.9178,valid
572,3,103.3947,103.3947,104.024,valid
573,4,102.0111,102.0111,101.093,valid
574,5,96.9033,96.9033,97.3147,valid
575,6,94.0193,94.0193,93.9579,valid
576,7,90.4992,90.4992,91.4323,valid
577,8,88.8519,89.6756,89.7798,valid
578,9,85.5806,88.8519,87.5624,valid
579,10,,,,chain_incomplete
580,11,,,,chain_incomplete
581,12,75.5378,75.5378,76.3007,valid
582,13,,,,chain_incomplete
583,14,,,,chain_incomplete
584,15,,,,chain_incomplete
585,16,,,,chain_incomplete
586,17,67.4871,66.6983,67.275,valid
587,18,,,,chain_incomplete
588,19,65.9095,66.6983,66.3153,valid
589,20,,,,chain_incomplete
590,21,,,,chain_incomplete
591,22,64.4443,64.4443,64.9464,valid
592,23,,,,chain_incomplete
593,24,,,,chain_incomplete
594,25,67.0496,67.4623,67.2111,valid
595,26,67.4623,67.6899,67.5262,valid
596,27,67.9174,67.9174,68.1623,valid
597,28,68.4467,68.4467,68.7455,valid
598,29,70.9328,70.9328,70.3086,valid
599,30,71.5524,71.5524,72.4582,valid
600,31,75.6873,75.6873,75.2843,valid
601,32,77.7389,77.7389,77.8033,valid
602,33,80.8434,80.8434,80.2566,valid
603,34,81.5116,81.5116,81.6855,valid
604,35,83.4069,83.4069,83.5744,valid
605,36,85.0985,85.0985,85.3868,valid
606,37,88.9121,88.9121,88.6499,valid
607,38,91.1173,91.1173,92.0598,valid
608,39,96.3407,96.3407,94.9756,valid
609,40,97.9705,97.1259,97.1395,valid
610,41,97.1259,97.9705,98.6033,valid
611,42,99.9032,99.9032,99.4688,valid
612,43,100.5282,100.5282,100.9427,valid
613,44,102.8351,102.8351,102.7689,valid
614,45,104.3358,104.3358,104.4788,valid
615,46,106.4987,106.4987,105.8168,valid
616,47,107.6487,107.0737,106.9741,valid
617,48,110.3932,107.6487,107.9509,valid
