frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
461,0,134.767,134.3748,134.197,valid
462,1,134.3748,134.5709,134.6612,valid
463,2,133.9947,134.767,135.089,valid
464,3,135.3994,135.3994,135.4804,valid
465,4,137.042,136.2467,136.0263,valid
466,5,136.2467,136.2467,136.5055,valid
467,6,136.7371,136.2467,135.993,valid
468,7,135.4756,135.4756,134.7377,valid
469,8,132.5814,132.5814,133.4609,valid
470,9,131.9464,131.9464,132.1776,valid
471,10,130.3739,131.9464,131.3426,valid
472,11,130.4419,131.0047,131.2804,valid
473,12,132.3114,131.0047,131.2499,valid
474,13,131.0047,131.4723,131.3131,valid
475,14,131.6355,131.4723,131.4266,valid
476,15,131.4723,131.0047,130.8507,valid
477,16,129.8644,129.8644,129.6885,valid
478,17,127.9038,127.9038,128.0834,valid
479,18,125.2328,126.6534,126.9706,valid
480,19,126.6534,125.2382,125.5167,valid
481,20,125.2382,125.2328,123.9485,valid
482,21,121.1632,121.1632,121.9414,valid
483,22,119.8027,119.8027,119.9138,valid
484,23,117.8399,117.8399,117.9609,valid
485,24,116.7568,116.7568,116.4027,valid
486,25,114.9701,114.9701,114.5937,valid
487,26,112.4956,112.4956,113.341,valid
488,27,112.0775,112.1346,112.1224,valid
489,28,112.1346,112.0775,111.4423,valid
490,29,110.3799,110.3799,110.9953,valid
491,30,110.1737,110.1737,109.759,valid
492,31,108.704,108.704,108.4042,valid
493,32,106.3949,106.3949,107.0567,valid
494,33,105.9643,105.9643,105.7163,valid
495,34,104.3641,104.3641,104.493,valid
496,35,103.7184,103.7184,103.2055,valid
497,36,101.5911,101.5911,101.834,valid
498,37,100.4211,100.4211,100.8924,valid
499,38,100.4056,100.4056,100.1838,valid
500,39,99.9203,99.9203,99.706,valid
501,40,99.1877,99.1877,99.0786,valid
502,41,97.9635,97.9635,98.2158,valid
503,42,96.7903,97.5734,97.5053,valid
504,43,97.5734,97.0307,97.0734,valid
505,44,96.9102,96.9102,96.9509,valid
506,45,97.0307,96.9102,96.8583,valid
507,46,96.7855,96.9102,96.8904,valid
508,47,96.1824,96.7855,96.8104,valid
509,48,96.9248,96.7855,96.7856,valid
510,49,96.4362,96.4362,96.4959,valid
511,50,96.85,96.4362,96.0604,valid
512,51,95.2747,95.2747,95.5921,valid
513,52,94.8316,95.1651,95.2298,valid
514,53,95.1651,95.1651,95.053,valid
515,54,94.8725,95.1651,95.2472,valid
516,55,95.7941,95.45,95.4287,valid
517,56,95.45,95.6626,95.4207,valid
518,57,95.8305,95.7941,95.8045,valid
519,58,95.6626,95.8305,96.5098,valid
520,59,97.962,97.962,97.464,valid
521,60,98.7648,98.7648,98.4772,valid
522,61,99.5134,99.5134,99.6832,valid
523,62,100.5798,100.5798,101.1166,valid
524,63,102.9138,102.9138,102.8695,valid
525,64,105.1399,105.1399,104.2931,valid
526,65,105.4821,105.4821,105.6968,valid
527,66,105.956,105.956,106.5231,valid
528,67,108.3906,108.3906,107.7946,valid
529,68,109.0355,109.0355,109.4434,valid
530,69,112.3213,112.3213,111.9763,valid
531,70,114.0635,114.0635,114.8192,valid
532,71,119.1516,119.1516,118.8073,valid
533,72,122.0282,122.0282,122.2748,valid
534,73,126.2444,126.2444,125.0824,valid
535,74,126.6421,126.6421,126.9197,valid
536,75,128.1384,128.1384,129.1723,valid
537,76,131.3728,131.3728,131.3973,valid
538,77,136.153,134.6891,133.8795,valid
539,78,134.6891,135.5925,135.4852,valid
540,79,135.7236,135.7236,135.9314,valid
541,80,135.5925,135.7236,135.8141,valid
542,81,136.7644,135.7236,135.9175,valid
543,82,135.9478,135.9478,135.8678,valid
544,83,134.323,135.9478,135.5511,valid
545,84,136.1252,134.8275,135.1412,valid
546,85,134.8275,134.323,134.4581,valid
547,86,134.2029,134.2029,133.895,valid
548,87,132.4066,133.2283,133.4215,valid
549,88,132.4335,133.2283,133.0813,valid
550,89,133.2283,132.6026,132.9253,valid
551,90,133.2959,133.2283,132.9224,valid
552,91,132.6026,133.2621,133.1031,valid
553,92,133.6701,133.2959,133.4675,valid
