frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
2921,0,163.3137,163.3886,163.3159,valid
2922,1,163.7773,163.5829,163.6386,valid
2923,2,163.3886,163.7773,163.8239,valid
2924,3,164.2924,163.7773,163.8719,valid
2925,4,163.8341,163.8109,163.8499,valid
2926,5,163.0324,163.8109,163.5409,valid
2927,6,163.8109,163.0324,163.0419,valid
2928,7,162.0433,162.3109,162.5828,valid
2929,8,161.1661,162.0433,162.1473,valid
2930,9,162.3109,162.0433,161.8351,valid
2931,10,160.1543,161.1661,161.1262,valid
2932,11,167.1011,160.1543,159.8118,valid
2933,12,158.1766,158.1766,158.4678,valid
2934,13,155.7804,156.8679,157.3016,valid
2935,14,156.8679,156.8679,156.5997,valid
2936,15,155.2399,155.7804,155.9826,valid
2937,16,157.1339,155.2399,155.0616,valid
2938,17,152.6565,152.6565,152.6701,valid
2939,18,149.847,149.847,148.9875,valid
2940,19,143.7079,143.7079,144.1018,valid
2941,20,138.8871,138.8871,139.2672,valid
2942,21,134.599,134.599,134.8917,valid
2943,22,131.7548,131.7548,131.5267,valid
2944,23,128.4666,128.4666,128.3393,valid
2945,24,125.0741,125.0741,125.0542,valid
2946,25,121.5426,121.5426,121.6732,valid
2947,26,117.882,117.882,117.8621,valid
2948,27,114.5741,114.5741,113.9933,valid
2949,28,109.5055,109.5055,110.2966,valid
2950,29,106.7877,106.7877,106.5697,valid
2951,30,103.6636,103.6636,103.5769,valid
2952,31,100.0162,100.0162,100.5995,valid
2953,32,98.2857,98.2857,96.9978,valid
2954,33,92.7892,92.7892,93.2589,valid
2955,34,89.4701,89.4701,89.7593,valid
2956,35,86.8521,86.8521,87.1697,valid
2957,36,85.1843,85.4503,85.6614,valid
2958,37,85.4503,85.1843,84.0492,valid
2959,38,82.1363,82.1363,82.5719,valid
2960,39,80.3608,80.3608,80.8336,valid
2961,40,79.7379,79.7379,79.483,valid
2962,41,78.0375,78.0375,78.2116,valid
2963,42,77.5151,77.5151,76.5604,valid
2964,43,73.9987,73.9987,74.8143,valid
2965,44,72.3813,73.0718,73.289,valid
2966,45,73.0718,72.3813,71.9492,valid
2967,46,71.0968,71.0968,71.2044,valid
2968,47,70.2371,70.2371,70.2011,valid
2969,48,69.2124,69.2124,69.2231,valid
2970,49,67.5919,68.4757,68.5226,valid
2971,50,68.4757,67.8593,67.9385,valid
2972,51,67.8593,67.5919,67.4396,valid
2973,52,66.3971,67.0393,67.0079,valid
2974,53,67.0393,66.4961,66.6963,valid
2975,54,66.2271,66.3971,66.3445,valid
2976,55,66.4961,66.2271,66.0153,valid
2977,56,65.6041,65.6041,65.7307,valid
2978,57,65.3155,65.3155,65.4188,valid
2979,58,64.5646,65.3155,65.2114,valid
2980,59,65.1429,65.1429,65.1664,valid
2981,60,65.7543,65.1234,65.1381,valid
2982,61,63.9566,65.1234,65.0769,valid
2983,62,65.1234,65.1234,65.0299,valid
2984,63,65.0476,65.1234,65.267,valid
2985,64,65.4484,65.4484,65.5961,valid
2986,65,66.7651,66.5728,66.0742,valid
2987,66,66.5728,66.7651,67.2403,valid
2988,67,68.1085,68.1085,68.2921,valid
2989,68,70.6336,70.5903,69.8797,valid
2990,69,70.5903,70.6336,71.5918,valid
2991,70,74.5024,73.74,72.8585,valid
2992,71,73.74,73.74,72.9321,valid
2993,72,75.7276,74.5024,75.3751,valid
2994,73,65.7716,75.7276,78.3741,valid
2995,74,107.1957,85.9813,82.9874,valid
2996,75,85.9813,86.6711,86.8025,valid
2997,76,86.6711,90.4467,90.1005,valid
2998,77,90.4467,90.4467,91.7814,valid
2999,78,95.9652,95.9652,95.3204,valid
3000,79,99.0535,99.0535,99.5549,valid
3001,80,104.7001,104.7001,104.5604,valid
3002,81,109.5641,109.5641,108.7427,valid
3003,82,112.9259,112.9259,113.0848,valid
3004,83,117.3089,117.3089,118.1776,valid
3005,84,123.1326,123.1326,124.0287,valid
3006,85,134.2851,131.1647,129.3178,valid
3007,86,131.1647,134.2851,133.4268,valid
3008,87,135.3362,135.3362,136.7067,valid
3009,88,139.5339,139.5339,140.0721,valid
3010,89,145.2104,145.2104,145.0334,valid
3011,90,151.1438,151.1438,151.1756,valid
3012,91,156.2302,156.2302,155.8701,valid
3013,92,160.6709,160.4834,159.4518,valid
3014,93,160.4834,160.6709,161.6748,valid
3015,94,164.3397,164.3397,164.2573,valid
3016,95,166.1658,166.1658,167.2331,valid
3017,96,171.6824,171.6824,170.4261,valid
3018,97,173.0157,173.0157,172.7645,valid
3019,98,175.4168,173.7459,174.4225,valid
3020,99,173.7459,175.4168,175.1381,valid
3021,100,175.8468,175.8468,176.0427,valid
3022,101,178.0856,177.0999,176.9075,valid
3023,102,177.0999,177.2777,177.4746,valid
3024,103,177.2777,178.0856,177.9661,valid
3025,104,178.2025,178.2025,178.1477,valid
3026,105,179.8197,178.2025,178.3749,valid
3027,106,179.9131,178.2025,178.2455,valid
3028,107,175.9614,178.1424,177.7954,valid
3029,108,178.1424,177.0519,177.0688,valid
3030,109,175.3088,175.9614,176.0659,valid
