frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
741,0,121.7283,122.4933,122.4434,valid
742,1,122.4933,122.6936,122.7288,valid
743,2,122.8938,122.8623,122.8928,valid
744,3,122.9786,122.8623,122.9353,valid
745,4,122.8623,122.8623,122.8698,valid
746,5,122.2113,122.8623,122.6341,valid
747,6,121.5908,122.2113,122.3114,valid
748,7,122.8809,121.9761,122.1048,valid
749,8,121.9761,121.9761,122.0601,valid
750,9,121.5877,122.3806,122.2234,valid
751,10,122.3806,122.3806,122.3971,valid
752,11,123.2926,122.3806,122.6156,valid
753,12,123.8248,122.3806,122.1589,valid
754,13,122.0046,122.0046,121.6576,valid
755,14,119.7532,119.7532,120.368,valid
756,15,119.6398,119.6398,118.9546,valid
757,16,116.6632,116.6632,117.6984,valid
758,17,116.3908,116.3908,115.8081,valid
759,18,114.1777,114.1777,113.4686,valid
760,19,109.4718,109.4718,110.733,valid
761,20,107.8196,107.8196,106.9501,valid
762,21,102.8735,102.8735,102.8064,valid
763,22,98.6802,98.6802,99.0062,valid
764,23,94.3249,94.3249,94.6521,valid
765,24,91.6064,91.6064,90.8767,valid
766,25,87.0785,87.0785,87.4623,valid
767,26,84.2584,84.2584,84.7573,valid
768,27,80.0652,82.1618,82.0653,valid
769,28,77.7965,80.0652,79.3926,valid
770,29,,,,chain_incomplete
771,30,,,,chain_incomplete
772,31,67.9388,67.4366,68.7382,valid
773,32,66.9344,67.4366,66.6429,valid
774,33,,,,chain_incomplete
775,34,,,,chain_incomplete
776,35,,,,chain_incomplete
777,36,,,,chain_incomplete
778,37,57.0555,57.0555,57.42,valid
779,38,,,,chain_incomplete
780,39,,,,chain_incomplete
781,40,,,,chain_incomplete
782,41,,,,chain_incomplete
783,42,53.1868,53.0537,53.366,valid
784,43,,,,chain_incomplete
785,44,52.9206,54.2755,54.4101,valid
786,45,55.3642,55.8408,55.3736,valid
787,46,56.3175,56.3175,56.209,valid
788,47,58.4361,57.3768,57.6044,valid
789,48,60.1783,59.3072,59.8499,valid
790,49,,,,chain_incomplete
791,50,64.8616,67.2506,66.9052,valid
792,51,69.6395,70.6295,69.729,valid
793,52,71.6195,71.6195,71.8304,valid
794,53,75.6022,73.6108,74.3132,valid
795,54,79.7711,77.6866,78.1017,valid
796,55,,,,chain_incomplete
797,56,88.0686,88.9074,88.3389,valid
798,57,89.7461,92.7199,92.6157,valid
799,58,95.6936,95.6936,95.6341,valid
800,59,98.1278,98.1278,98.2439,valid
801,60,100.3078,100.3078,100.969,valid
802,61,103.8383,103.8383,103.199,valid
803,62,106.3527,105.8207,105.5119,valid
804,63,105.8207,106.3527,107.2946,valid
805,64,109.2894,109.257,108.417,valid
806,65,109.257,109.2894,109.5277,valid
807,66,111.2265,110.258,110.4329,valid
808,67,112.9628,111.2265,111.1326,valid
