frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
414,0,115.886,116.4378,116.3516,valid
415,1,116.4527,116.217,116.2582,valid
416,2,116.4378,115.9962,116.2328,valid
417,3,115.9962,116.4378,116.2755,valid
418,4,115.9343,116.4378,116.4598,valid
419,5,117.0125,116.6107,116.6526,valid
420,6,116.6107,116.7448,116.7038,valid
421,7,118.6521,116.7448,116.9157,valid
422,8,116.7448,116.6107,116.6031,valid
423,9,116.4182,116.4182,115.9508,valid
424,10,114.1636,114.1636,114.5609,valid
425,11,113.0462,113.0462,112.7221,valid
426,12,110.245,110.245,110.3966,valid
427,13,108.6154,108.6154,108.4309,valid
428,14,106.2449,106.2449,106.9409,valid
429,15,105.8728,105.8728,105.6794,valid
430,16,105.3137,105.3137,104.5787,valid
431,17,102.7346,102.7346,103.6091,valid
432,18,102.3764,102.3764,102.2491,valid
433,19,98.9447,100.6606,100.4013,valid
434,20,97.6565,98.3006,98.2398,valid
435,21,,,,chain_incomplete
436,22,95.5997,90.5714,89.8479,valid
437,23,76.9353,84.5112,86.4215,valid
438,24,85.5431,85.5431,85.2545,valid
439,25,83.4793,85.5431,85.8608,valid
440,26,89.9537,88.3752,87.6209,valid
441,27,89.1034,88.3752,88.1946,valid
442,28,88.3752,88.3752,88.3247,valid
443,29,87.4145,87.4145,87.765,valid
444,30,86.7744,87.4145,87.3574,valid
445,31,86.6673,87.4145,87.2322,valid
446,32,87.4181,87.0962,87.495,valid
447,33,88.6157,88.0169,87.6758,valid
448,34,,,,chain_incomplete
449,35,90.4198,88.6157,89.0879,valid
450,36,,,,chain_incomplete
451,37,88.3512,92.0481,91.5063,valid
452,38,93.6765,93.6781,93.3435,valid
453,39,93.6797,93.6797,95.2739,valid
454,40,98.5094,98.5094,97.1453,valid
455,41,99.5964,99.5964,99.5164,valid
456,42,101.2002,101.2002,102.1466,valid
457,43,104.8548,104.8548,104.354,valid
458,44,106.918,106.918,107.0919,valid
459,45,109.4768,109.4768,109.0474,valid
460,46,110.7298,110.7298,110.5986,valid
461,47,111.0417,111.0417,112.0095,valid
462,48,113.7595,113.7595,113.0374,valid
463,49,113.9857,113.9857,113.8686,valid
464,50,115.8354,114.29,114.5464,valid
465,51,114.4002,114.4002,114.527,valid
466,52,114.29,114.9112,114.6256,valid
467,53,115.4954,114.4002,114.5568,valid
468,54,114.9112,114.29,114.2542,valid
469,55,113.9061,113.9061,113.8029,valid
470,56,113.3278,113.3278,113.5122,valid
471,57,113.1182,113.223,113.2612,valid
472,58,111.6327,113.1182,113.05,valid
