frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
1051,0,134.9285,137.8842,137.8751,valid
1052,1,138.7006,137.9645,138.0154,valid
1053,2,137.8842,138.0448,138.0441,valid
1054,3,138.0448,138.0448,137.9611,valid
1055,4,138.1634,137.8842,137.728,valid
1056,5,137.1714,137.1714,137.4035,valid
1057,6,136.4709,137.1714,137.1209,valid
1058,7,136.7458,136.9586,136.9724,valid
1059,8,137.2349,136.9904,137.1189,valid
1060,9,,,,chain_incomplete
1061,10,149.9428,136.985,136.5293,valid
1062,11,133.9997,135.6204,135.856,valid
1063,12,136.7352,134.5056,134.7671,valid
1064,13,134.5056,133.9997,133.5687,valid
1065,14,131.2838,132.146,132.3503,valid
1066,15,132.146,131.2838,131.1486,valid
1067,16,128.7948,129.8541,130.0984,valid
1068,17,129.331,129.6027,129.6685,valid
1069,18,129.8541,129.331,129.5494,valid
1070,19,129.6027,129.331,129.1336,valid
1071,20,127.2407,128.4217,127.7976,valid
1072,21,123.4019,125.3213,125.6904,valid
1073,22,,,,chain_incomplete
1074,23,120.8169,119.7708,119.5592,valid
1075,24,118.7248,116.1,117.2434,valid
1076,25,113.4751,116.1,115.224,valid
1077,26,111.0057,113.4751,113.4697,valid
1078,27,,,,chain_incomplete
1079,28,,,,chain_incomplete
1080,29,108.069,107.9022,108.5108,valid
1081,30,107.7355,107.7355,106.656,valid
1082,31,,,,chain_incomplete
1083,32,102.1335,102.1335,103.2501,valid
1084,33,,,,chain_incomplete
1085,34,101.2761,101.7048,101.0783,valid
1086,35,,,,chain_incomplete
1087,36,,,,chain_incomplete
1088,37,,,,chain_incomplete
1089,38,,,,chain_incomplete
1090,39,,,,chain_incomplete
1091,40,,,,chain_incomplete
1092,41,,,,chain_incomplete
1093,42,,,,chain_incomplete
1094,43,,,,chain_incomplete
1095,44,,,,chain_incomplete
1096,45,,,,chain_incomplete
1097,46,,,,chain_incomplete
1098,47,,,,chain_incomplete
1099,48,81.4054,80.0772,80.6593,valid
1100,49,80.0772,80.0772,80.074,valid
1101,50,79.3299,80.0772,79.508,valid
1102,51,,,,chain_incomplete
1103,52,,,,chain_incomplete
1104,53,,,,chain_incomplete
1105,54,74.1679,74.1679,74.335,valid
1106,55,,,,chain_incomplete
1107,56,,,,chain_incomplete
1108,57,,,,chain_incomplete
1109,58,,,,chain_incomplete
1110,59,,,,chain_incomplete
