frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
526,0,,,,chain_incomplete
527,1,,,,chain_incomplete
528,2,,,,chain_incomplete
529,3,,,,chain_incomplete
530,4,,,,chain_incomplete
531,5,,,,chain_incomplete
532,6,,,,chain_incomplete
533,7,,,,chain_incomplete
534,8,,,,chain_incomplete
535,9,,,,chain_incomplete
536,10,,,,chain_incomplete
537,11,,,,chain_incomplete
538,12,,,,chain_incomplete
539,13,,,,chain_incomplete
540,14,,,,chain_incomplete
541,15,167.3274,167.6904,167.8547,valid
542,16,167.6904,167.6904,167.7726,valid
543,17,168.3613,167.6904,167.1974,valid
544,18,,,,chain_incomplete
545,19,,,,chain_incomplete
546,20,,,,chain_incomplete
547,21,,,,chain_incomplete
548,22,,,,chain_incomplete
549,23,,,,chain_incomplete
550,24,,,,chain_incomplete
551,25,,,,chain_incomplete
552,26,,,,chain_incomplete
553,27,,,,chain_incomplete
554,28,,,,chain_incomplete
555,29,,,,chain_incomplete
556,30,,,,chain_incomplete
557,31,,,,chain_incomplete
558,32,,,,chain_incomplete
559,33,,,,chain_incomplete
560,34,,,,chain_incomplete
561,35,,,,chain_incomplete
562,36,,,,chain_incomplete
563,37,138.5861,133.1823,133.6284,valid
564,38,133.1823,132.895,132.9153,valid
565,39,132.6077,132.6077,132.4007,valid
566,40,131.9507,131.9507,131.8759,valid
567,41,129.1425,130.5466,130.6779,valid
568,42,126.1521,129.1425,128.8505,valid
569,43,,,,chain_incomplete
570,44,,,,chain_incomplete
571,45,,,,chain_incomplete
572,46,,,,chain_incomplete
573,47,118.9271,115.7669,116.5024,valid
574,48,115.7669,115.3064,115.2325,valid
575,49,114.8458,114.8458,114.2646,valid
576,50,113.3067,113.3067,113.3255,valid
577,51,111.9746,111.9746,112.1895,valid
578,52,111.1919,111.1919,111.3988,valid
579,53,111.0248,111.0972,110.9963,valid
580,54,111.0972,111.0248,110.8007,valid
581,55,110.3507,110.3507,110.583,valid
582,56,109.6529,110.2108,110.0779,valid
583,57,110.2108,109.6529,109.4668,valid
584,58,108.1493,108.7459,108.9515,valid
585,59,108.4894,108.4894,108.5292,valid
586,60,108.7459,108.4894,108.5122,valid
587,61,108.0601,108.7459,108.7431,valid
588,62,110.0878,109.2501,109.0999,valid
589,63,109.2501,109.3819,109.5404,valid
590,64,109.3819,110.0878,110.039,valid
591,65,110.5862,110.5862,110.5496,valid
592,66,111.7831,111.1846,111.1662,valid
593,67,112.349,111.7079,111.7364,valid
594,68,,,,chain_incomplete
595,69,111.6327,113.2584,113.2371,valid
596,70,114.1677,114.4278,113.9366,valid
597,71,114.688,114.688,115.2789,valid
598,72,116.5568,116.5568,116.8547,valid
599,73,119.854,119.854,119.0514,valid
600,74,121.1194,121.1194,121.882,valid
601,75,124.6632,124.6632,124.4739,valid
602,76,127.077,127.077,126.4655,valid
603,77,129.8661,128.4715,128.5492,valid
604,78,132.6409,129.8661,130.4345,valid
605,79,,,,chain_incomplete
606,80,,,,chain_incomplete
607,81,,,,chain_incomplete
608,82,142.0424,142.0424,141.8826,valid
609,83,,,,chain_incomplete
610,84,,,,chain_incomplete
611,85,,,,chain_incomplete
612,86,,,,chain_incomplete
613,87,,,,chain_incomplete
614,88,,,,chain_incomplete
615,89,,,,chain_incomplete
616,90,,,,chain_incomplete
617,91,,,,chain_incomplete
618,92,,,,chain_incomplete
619,93,,,,chain_incomplete
620,94,165.1488,171.8584,173.3777,valid
621,95,178.5681,178.5681,176.5882,valid
622,96,,,,chain_incomplete
623,97,179.1861,178.8771,179.4514,valid
624,98,179.4839,178.0431,178.6311,valid
625,99,176.9001,179.1861,178.1298,valid
626,100,175.5818,176.9001,177.3503,valid
627,101,179.2682,176.5801,177.3477,valid
628,102,176.5801,176.0809,176.5042,valid
629,103,168.1105,176.5801,174.6494,valid
630,104,,,,chain_incomplete
631,105,,,,chain_incomplete
632,106,,,,chain_incomplete
633,107,,,,chain_incomplete
634,108,145.8223,145.8223,148.0193,valid
635,109,,,,chain_incomplete
