frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
81,0,161.1257,159.3353,159.7993,valid
82,1,159.3353,158.0736,158.1598,valid
83,2,156.8119,156.8119,155.8521,valid
84,3,154.0129,154.0129,152.8763,valid
85,4,147.8855,147.8855,148.5629,valid
86,5,143.58,143.58,144.3134,valid
87,6,141.0813,141.0813,141.2655,valid
88,7,139.2332,139.2332,139.1204,valid
89,8,137.1972,137.1972,135.9491,valid
90,9,132.5479,132.5479,132.7114,valid
91,10,127.6939,127.6939,129.7927,valid
92,11,127.6505,127.6505,126.1952,valid
93,12,124.3656,124.3656,123.1789,valid
94,13,117.8112,117.8112,119.7377,valid
95,14,116.2471,116.2471,115.2311,valid
96,15,111.6501,111.6501,111.4858,valid
97,16,108.1884,108.1884,108.9652,valid
98,17,106.5028,106.5028,106.6999,valid
99,18,105.5866,105.5866,105.3612,valid
100,19,103.9228,103.9228,103.2425,valid
101,20,100.8479,100.8479,100.5666,valid
102,21,96.4415,96.4415,97.5728,valid
103,22,95.2151,95.2151,94.6585,valid
104,23,92.811,92.811,92.747,valid
105,24,90.7337,90.7337,91.2811,valid
106,25,90.5459,90.5459,89.9074,valid
107,26,88.4744,88.4744,88.944,valid
108,27,88.2794,88.2794,87.9369,valid
109,28,86.9282,86.9282,86.9528,valid
110,29,85.9062,85.9062,86.2981,valid
111,30,85.7923,85.7923,85.5762,valid
112,31,84.6557,84.6557,84.5149,valid
113,32,83.6309,83.6309,83.2807,valid
114,33,80.9678,80.9678,81.7172,valid
115,34,80.5412,80.5412,80.2331,valid
116,35,78.7257,78.7257,78.5535,valid
117,36,77.153,77.153,77.0665,valid
118,37,75.0474,75.0474,75.3617,valid
119,38,74.2024,74.2024,74.1272,valid
120,39,72.9379,73.3043,73.3417,valid
121,40,73.3043,72.9379,72.9766,valid
122,41,72.8386,72.8386,72.7153,valid
123,42,71.8439,72.5738,72.624,valid
124,43,72.0047,72.5738,72.4336,valid
125,44,72.5738,72.5738,72.6225,valid
126,45,72.6572,72.6572,73.0259,valid
127,46,74.2037,74.2037,73.6943,valid
128,47,74.4929,74.4929,74.6196,valid
129,48,75.8872,75.8872,75.7993,valid
130,49,77.4907,77.4907,77.7681,valid
131,50,80.1406,80.1406,80.4482,valid
132,51,84.5222,84.5222,83.6188,valid
133,52,87.0552,87.0552,87.4232,valid
134,53,91.7456,91.7456,92.4667,valid
135,54,97.3851,97.3851,97.6471,valid
136,55,104.3509,104.3509,102.7907,valid
137,56,106.6995,106.6995,107.0532,valid
138,57,109.9531,109.9531,109.9033,valid
139,58,113.6721,113.6721,113.4811,valid
140,59,117.142,117.142,119.2797,valid
141,60,126.8201,126.8201,125.9766,valid
142,61,133.5148,133.5148,132.5827,valid
143,62,137.539,137.539,137.1144,valid
144,63,139.9498,139.9498,139.4295,valid
145,64,140.2267,140.2267,142.1162,valid
146,65,145.507,145.507,145.861,valid
147,66,150.8247,150.8247,149.7005,valid
148,67,153.9746,153.9746,153.0023,valid
149,68,154.2353,154.2353,154.8218,valid
150,69,156.2196,156.2196,157.1554,valid
151,70,159.9299,159.9299,159.9902,valid
152,71,165.4022,165.4022,164.2624,valid
153,72,167.3725,167.3725,168.8654,valid
154,73,173.1605,173.1605,172.4605,valid
155,74,175.9221,175.8945,174.9597,valid
156,75,175.8945,175.9221,176.7212,valid
157,76,179.1733,177.0838,177.0799,valid
158,77,177.0838,177.0838,177.0304,valid
159,78,177.6917,177.0838,176.7602,valid
160,79,175.7785,175.7785,175.9827,valid
161,80,174.8011,175.1331,175.2766,valid
162,81,173.6923,174.8011,174.8213,valid
163,82,175.1331,174.8011,174.8301,valid
164,83,174.514,175.0442,174.9473,valid
165,84,176.134,175.1331,175.1577,valid
166,85,175.0442,175.2441,175.274,valid
167,86,175.2441,175.4456,175.3097,valid
168,87,175.4456,175.2441,175.3583,valid
169,88,176.8018,175.3448,175.3879,valid
170,89,174.6491,175.4456,175.3985,valid
