frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
809,0,114.7955,117.4539,117.1149,valid
810,1,117.4539,117.9682,118.2354,valid
811,2,118.4825,118.4825,118.9686,valid
812,3,119.4302,119.4302,119.3146,valid
813,4,120.3023,119.4302,119.5298,valid
814,5,120.4461,119.4302,118.909,valid
815,6,117.5845,117.5845,117.9042,valid
816,7,115.6567,115.6567,116.1192,valid
817,8,114.6532,114.6532,113.6268,valid
818,9,110.5077,110.5077,111.0979,valid
819,10,107.7363,107.7363,107.9624,valid
820,11,105.2491,105.2491,104.7318,valid
821,12,101.1916,101.1916,101.4443,valid
822,13,98.8532,98.8532,98.3463,valid
823,14,94.8603,94.8603,95.9105,valid
824,15,92.6836,94.6992,94.5675,valid
825,16,87.8894,93.6914,93.4344,valid
826,17,94.6992,92.6836,92.3588,valid
827,18,,,,chain_incomplete
828,19,,,,chain_incomplete
829,20,,,,chain_incomplete
830,21,,,,chain_incomplete
831,22,,,,chain_incomplete
832,23,,,,chain_incomplete
833,24,,,,chain_incomplete
834,25,,,,chain_incomplete
835,26,,,,chain_incomplete
836,27,,,,chain_incomplete
837,28,,,,chain_incomplete
838,29,,,,chain_incomplete
839,30,,,,chain_incomplete
840,31,,,,chain_incomplete
841,32,55.7003,56.2832,56.464,valid
842,33,56.2832,56.2832,55.9113,valid
843,34,57.392,56.2832,57.5898,valid
844,35,,,,chain_incomplete
845,36,,,,chain_incomplete
846,37,,,,chain_incomplete
847,38,,,,chain_incomplete
848,39,83.194,83.194,79.2988,valid
849,40,105.7872,77.0056,77.3177,valid
850,41,70.8172,70.8172,73.4049,valid
851,42,69.3429,70.8172,70.0827,valid
852,43,69.6458,70.2315,70.542,valid
853,44,76.1606,72.9032,73.1523,valid
854,45,,,,chain_incomplete
855,46,78.6333,80.7107,80.3882,valid
856,47,82.7881,84.6522,83.9905,valid
857,48,86.5163,86.5163,87.7404,valid
858,49,91.6868,91.6868,91.4333,valid
859,50,95.9009,95.9009,94.9133,valid
860,51,98.6601,98.6601,99.1959,valid
861,52,102.3638,102.3638,103.506,valid
862,53,108.7724,108.7724,107.8449,valid
863,54,112.7196,112.7196,111.8508,valid
864,55,115.0019,115.0019,115.5999,valid
865,56,118.1745,118.1745,118.9447,valid
866,57,123.5559,123.5559,123.0899,valid
867,58,127.5186,127.5186,127.5856,valid
868,59,131.9502,131.9502,131.3365,valid
869,60,137.6287,134.7894,134.7674,valid
870,61,143.1172,137.6287,137.8783,valid
