frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
230,0,127.5571,125.7796,126.2524,valid
231,1,125.1133,125.4464,125.2922,valid
232,2,125.7796,125.1133,124.0575,valid
233,3,122.741,122.741,122.5482,valid
234,4,119.4006,119.4006,120.4431,valid
235,5,118.6976,118.6976,118.2668,valid
236,6,116.8151,116.8151,116.521,valid
237,7,113.8029,115.0119,115.2439,valid
238,8,115.0119,113.8029,114.0983,valid
239,9,112.5764,113.5747,113.3497,valid
240,10,113.5747,113.3422,113.0966,valid
241,11,112.0822,112.5764,113.0387,valid
242,12,113.3422,113.3422,113.0616,valid
243,13,112.0988,113.3422,113.3936,valid
244,14,113.7369,113.7369,113.8201,valid
245,15,114.3505,114.3505,114.1585,valid
246,16,115.5622,114.3505,114.5887,valid
247,17,115.0091,115.0091,114.8951,valid
248,18,114.3062,115.0091,114.9158,valid
249,19,115.9899,114.9015,114.9426,valid
250,20,114.9015,114.3536,114.5073,valid
251,21,114.3536,114.3536,114.1645,valid
252,22,110.1396,113.0391,113.2725,valid
253,23,113.0391,112.739,112.2249,valid
254,24,112.739,110.1396,110.6683,valid
255,25,109.3915,109.3915,108.9235,valid
256,26,107.0249,107.0249,107.1964,valid
257,27,105.605,105.605,106.0745,valid
258,28,104.2017,105.1444,105.0076,valid
259,29,105.1444,104.2017,103.9074,valid
260,30,102.5935,102.5935,102.3479,valid
261,31,99.8823,99.8823,100.09,valid
262,32,98.0978,98.0978,98.1062,valid
263,33,95.9346,95.9346,96.5811,valid
264,34,95.7769,95.7769,95.1682,valid
265,35,94.0323,94.0323,93.6078,valid
266,36,91.5721,91.5721,92.1565,valid
267,37,90.4762,90.4762,90.5191,valid
268,38,89.797,89.797,89.5124,valid
269,39,88.517,88.8105,89.0406,valid
270,40,88.8105,88.8105,88.7794,valid
271,41,88.4101,88.8105,88.6395,valid
272,42,89.3717,89.0911,88.9991,valid
273,43,90.6235,89.3717,89.8166,valid
274,44,,,,chain_incomplete
275,45,,,,chain_incomplete
276,46,95.1658,95.1658,95.5413,valid
277,47,,,,chain_incomplete
278,48,,,,chain_incomplete
279,49,,,,chain_incomplete
280,50,104.1527,108.1476,107.2802,valid
281,51,108.1476,108.8886,109.0103,valid
282,52,109.6296,109.6296,110.422,valid
283,53,111.9654,111.9654,111.6655,valid
284,54,113.478,113.478,112.8812,valid
285,55,114.3709,114.3709,114.7654,valid
286,56,115.456,115.456,116.317,valid
287,57,119.6695,119.6695,118.5174,valid
288,58,119.8861,119.8861,120.7331,valid
289,59,122.9695,122.9695,122.2886,valid
290,60,124.0824,122.9695,122.9575,valid
291,61,124.429,123.0883,123.6063,valid
292,62,121.8845,123.6108,123.2622,valid
293,63,123.0883,123.0883,122.8662,valid
294,64,123.6108,121.8845,122.1159,valid
295,65,121.226,121.226,121.2783,valid
296,66,120.0609,120.7018,120.7131,valid
297,67,119.4864,120.7018,120.624,valid
298,68,120.7018,120.7018,120.8709,valid
299,69,123.4296,121.5434,121.4589,valid
300,70,122.385,122.385,122.3882,valid
