frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
1110,0,149.2398,149.2398,149.5495,valid
1111,1,149.6975,148.8777,148.8229,valid
1112,2,148.5156,148.5156,147.7187,valid
1113,3,146.1333,146.1333,146.2369,valid
1114,4,144.0042,144.0042,143.9793,valid
1115,5,141.5937,141.5937,141.8324,valid
1116,6,139.3181,140.0062,140.5485,valid
1117,7,138.0308,139.3181,139.1877,valid
1118,8,140.0062,138.0308,136.884,valid
1119,9,133.9171,133.9171,134.2381,valid
1120,10,129.5159,129.5159,130.4964,valid
1121,11,128.2208,128.2208,127.0857,valid
1122,12,123.1521,123.1521,124.2604,valid
1123,13,121.9634,121.9634,121.3356,valid
1124,14,118.1664,118.1664,117.8016,valid
1125,15,114.4568,114.4568,114.8449,valid
1126,16,111.3046,111.3046,111.5788,valid
1127,17,109.3907,109.3907,109.1617,valid
1128,18,107.019,107.019,107.0957,valid
1129,19,105.3456,105.3456,105.4293,valid
1130,20,103.1772,103.1772,103.3057,valid
1131,21,101.5369,101.5369,100.7305,valid
1132,22,97.3774,97.3774,97.7953,valid
1133,23,94.2615,94.2615,94.6159,valid
1134,24,91.7639,91.7639,91.1687,valid
1135,25,88.4316,88.4316,88.412,valid
1136,26,84.9098,85.6481,86.4275,valid
1137,27,85.6481,84.9829,84.9248,valid
1138,28,84.9829,84.9098,84.3551,valid
1139,29,81.0534,83.272,83.7201,valid
1140,30,83.272,83.1951,83.0178,valid
1141,31,83.1951,81.0534,81.131,valid
1142,32,80.1121,80.1121,78.799,valid
1143,33,75.0217,75.0217,76.4008,valid
1144,34,73.0975,74.2638,75.0202,valid
1145,35,74.1449,74.1449,74.2127,valid
1146,36,74.2638,73.0975,71.3153,valid
1147,37,56.7641,68.4725,65.3446,valid
1148,38,53.3657,57.487,61.7102,valid
1149,39,68.4725,57.487,61.1313,valid
1150,40,57.487,68.4725,64.1229,valid
1151,41,69.336,69.336,69.0196,valid
1152,42,70.8196,70.8196,71.33,valid
1153,43,70.975,70.8196,70.8313,valid
1154,44,70.8219,70.8196,70.9148,valid
1155,45,70.1421,70.8219,70.8279,valid
1156,46,69.6141,70.8219,70.7095,valid
1157,47,71.4889,71.3138,71.3507,valid
1158,48,71.3138,71.4889,72.4032,valid
1159,49,74.4773,74.4773,73.3669,valid
1160,50,76.0819,74.4773,74.1905,valid
1161,51,78.5762,74.4773,76.3499,valid
1162,52,62.8871,76.0819,74.1208,valid
1163,53,56.7546,78.5762,74.4292,valid
1164,54,87.5651,68.7652,78.3829,valid
1165,55,96.6382,87.5651,84.7103,valid
1166,56,68.7652,96.6382,92.441,valid
1167,57,100.684,100.684,102.3674,valid
1168,58,106.0381,106.0381,107.8735,valid
1169,59,115.9793,115.9793,114.6672,valid
1170,60,122.1162,122.1162,122.4124,valid
1171,61,129.0178,129.0178,128.3541,valid
1172,62,134.2993,134.2993,133.5345,valid
1173,63,136.8897,136.8897,139.401,valid
1174,64,146.3565,146.3565,145.2773,valid
1175,65,152.3878,152.3878,151.4456,valid
1176,66,157.3628,157.3628,158.3007,valid
1177,67,163.1443,163.1443,163.8493,valid
1178,68,170.0876,170.0876,168.9417,valid
1179,69,172.985,172.985,172.7869,valid
1180,70,174.6411,174.6411,174.8528,valid
1181,71,177.4502,175.4249,176.2075,valid
1182,72,175.4249,175.8625,176.4534,valid
1183,73,176.3001,176.3001,175.5905,valid
