File_ID,Subject_ID,Exercise,image_width,image_height,landmark_id,landmark_name,x,y,z,x_px,y_px,visibility
SQ_1823_059,1823,squats,480,270,0,nose,0.29449790716171265,0.3597104251384735,-0.13358505070209503,141,97,0.999711811542511
SQ_1823_059,1823,squats,480,270,1,left_eye_inner,0.2999482750892639,0.3490431606769562,-0.15372660756111145,144,94,0.9997996687889099
SQ_1823_059,1823,squats,480,270,2,left_eye,0.3008895516395569,0.3496086597442627,-0.15389886498451233,144,94,0.999733030796051
SQ_1823_059,1823,squats,480,270,3,left_eye_outer,0.3017822206020355,0.3502223491668701,-0.15388789772987366,145,95,0.9998283386230469
SQ_1823_059,1823,squats,480,270,4,right_eye_inner,0.30112868547439575,0.34828025102615356,-0.12161128222942352,145,94,0.9998821020126343
SQ_1823_059,1823,squats,480,270,5,right_eye,0.30281075835227966,0.3485674262046814,-0.12179681658744812,145,94,0.9998538494110107
SQ_1823_059,1823,squats,480,270,6,right_eye_outer,0.3044462502002716,0.3489323556423187,-0.12185616046190262,146,94,0.9999030828475952
SQ_1823_059,1823,squats,480,270,7,left_ear,0.3129793405532837,0.358990341424942,-0.20147553086280823,150,97,0.9998031258583069
SQ_1823_059,1823,squats,480,270,8,right_ear,0.31448549032211304,0.35863804817199707,-0.053946904838085175,151,97,0.9997739195823669
SQ_1823_059,1823,squats,480,270,9,mouth_left,0.29566827416419983,0.3754357099533081,-0.14559274911880493,142,101,0.9994214773178101
SQ_1823_059,1823,squats,480,270,10,mouth_right,0.2969633638858795,0.3742188811302185,-0.10436060279607773,143,101,0.9992675185203552
SQ_1823_059,1823,squats,480,270,11,left_shoulder,0.3198505640029907,0.44307011365890503,-0.2631450593471527,154,120,0.9995636343955994
SQ_1823_059,1823,squats,480,270,12,right_shoulder,0.3391566872596741,0.4328082203865051,0.08946903049945831,163,117,0.9991006851196289
SQ_1823_059,1823,squats,480,270,13,left_elbow,0.30773061513900757,0.530459463596344,-0.30419376492500305,148,143,0.08729784935712814
SQ_1823_059,1823,squats,480,270,14,right_elbow,0.34989532828330994,0.5039356350898743,0.21641552448272705,168,136,0.0004791396495420486
SQ_1823_059,1823,squats,480,270,15,left_wrist,0.3117193877696991,0.5599544644355774,-0.23832787573337555,150,151,0.01729930005967617
SQ_1823_059,1823,squats,480,270,16,right_wrist,0.3363121449947357,0.5483294129371643,0.26777729392051697,161,148,0.0012385371373966336
SQ_1823_059,1823,squats,480,270,17,left_pinky,0.31234416365623474,0.5644975900650024,-0.255450963973999,150,152,0.024322137236595154
SQ_1823_059,1823,squats,480,270,18,right_pinky,0.33510228991508484,0.5561397075653076,0.28881189227104187,161,150,0.0033703376539051533
SQ_1823_059,1823,squats,480,270,19,left_index,0.31678056716918945,0.5565481781959534,-0.2519206404685974,152,150,0.022180886939167976
SQ_1823_059,1823,squats,480,270,20,right_index,0.32994502782821655,0.5588270425796509,0.26134032011032104,158,151,0.0031734807416796684
SQ_1823_059,1823,squats,480,270,21,left_thumb,0.3187884986400604,0.5560833811759949,-0.23424525558948517,153,150,0.014478996396064758
SQ_1823_059,1823,squats,480,270,22,right_thumb,0.3299528956413269,0.5564765334129333,0.25659799575805664,158,150,0.0036947254557162523
SQ_1823_059,1823,squats,480,270,23,left_hip,0.38175150752067566,0.6184476017951965,-0.12217368185520172,183,167,0.9997697472572327
SQ_1823_059,1823,squats,480,270,24,right_hip,0.3901717960834503,0.6089726090431213,0.12205087393522263,187,164,0.9998519420623779
SQ_1823_059,1823,squats,480,270,25,left_knee,0.3037073016166687,0.6639441847801208,-0.17760513722896576,146,179,0.8904407620429993
SQ_1823_059,1823,squats,480,270,26,right_knee,0.3240070939064026,0.6528578996658325,0.16089683771133423,156,176,0.10911821573972702
SQ_1823_059,1823,squats,480,270,27,left_ankle,0.3358536958694458,0.8320137858390808,-0.16472001373767853,161,225,0.9855673313140869
SQ_1823_059,1823,squats,480,270,28,right_ankle,0.35478025674819946,0.811721920967102,0.21140310168266296,170,219,0.6023988127708435
SQ_1823_059,1823,squats,480,270,29,left_heel,0.3528955578804016,0.8569532036781311,-0.16681046783924103,169,231,0.9402536153793335
SQ_1823_059,1823,squats,480,270,30,right_heel,0.3650360405445099,0.8421416282653809,0.21394328773021698,175,227,0.6464484930038452
SQ_1823_059,1823,squats,480,270,31,left_foot_index,0.2945800721645355,0.8644286394119263,-0.24011152982711792,141,233,0.9740930795669556
SQ_1823_059,1823,squats,480,270,32,right_foot_index,0.3248583674430847,0.8568377494812012,0.17556408047676086,156,231,0.571392297744751
SQ_1687_057,1687,squats,480,270,0,nose,0.47536858916282654,0.3724339008331299,-0.2251499444246292,228,101,0.9999985694885254
SQ_1687_057,1687,squats,480,270,1,left_eye_inner,0.48056063055992126,0.36737295985221863,-0.2460048943758011,231,99,0.9999990463256836
SQ_1687_057,1687,squats,480,270,2,left_eye,0.4820587635040283,0.36964476108551025,-0.24620313942432404,231,100,0.9999983310699463
SQ_1687_057,1687,squats,480,270,3,left_eye_outer,0.48015791177749634,0.3715094327926636,-0.24624361097812653,230,100,0.9999991655349731
SQ_1687_057,1687,squats,480,270,4,right_eye_inner,0.48033779859542847,0.358725905418396,-0.2283417135477066,231,97,0.9999995231628418
SQ_1687_057,1687,squats,480,270,5,right_eye,0.48120376467704773,0.3576497435569763,-0.22857140004634857,231,97,0.9999990463256836
SQ_1687_057,1687,squats,480,270,6,right_eye_outer,0.4819437563419342,0.35669007897377014,-0.22865164279937744,231,96,0.9999995231628418
SQ_1687_057,1687,squats,480,270,7,left_ear,0.48998910188674927,0.3832471966743469,-0.2822059392929077,235,103,0.999998927116394
SQ_1687_057,1687,squats,480,270,8,right_ear,0.4910888373851776,0.3651246428489685,-0.201679527759552,236,99,0.9999980926513672
SQ_1687_057,1687,squats,480,270,9,mouth_left,0.4782344698905945,0.39187532663345337,-0.23067304491996765,230,106,0.9999974966049194
SQ_1687_057,1687,squats,480,270,10,mouth_right,0.47714051604270935,0.38534387946128845,-0.2083054780960083,229,104,0.9999978542327881
SQ_1687_057,1687,squats,480,270,11,left_shoulder,0.48235365748405457,0.4647369086742401,-0.2832798659801483,232,125,0.999981164932251
SQ_1687_057,1687,squats,480,270,12,right_shoulder,0.514703094959259,0.4241749048233032,-0.09468412399291992,247,115,0.9999710321426392
SQ_1687_057,1687,squats,480,270,13,left_elbow,0.42855075001716614,0.509471595287323,-0.23253320157527924,206,138,0.15927951037883759
SQ_1687_057,1687,squats,480,270,14,right_elbow,0.4841077923774719,0.466749906539917,-0.03723432496190071,232,126,0.04850003868341446
SQ_1687_057,1687,squats,480,270,15,left_wrist,0.4555053412914276,0.4195803701877594,-0.12773887813091278,219,113,0.1955641210079193
SQ_1687_057,1687,squats,480,270,16,right_wrist,0.4676699936389923,0.41773587465286255,-0.04087620973587036,224,113,0.048625558614730835
SQ_1687_057,1687,squats,480,270,17,left_pinky,0.46445706486701965,0.40391045808792114,-0.13923902809619904,223,109,0.19540920853614807
SQ_1687_057,1687,squats,480,270,18,right_pinky,0.47833019495010376,0.4041866064071655,-0.04499179124832153,230,109,0.052046436816453934
SQ_1687_057,1687,squats,480,270,19,left_index,0.4737161695957184,0.40310055017471313,-0.15142308175563812,227,109,0.18690067529678345
SQ_1687_057,1687,squats,480,270,20,right_index,0.4770054519176483,0.39864403009414673,-0.05725395306944847,229,108,0.04431123659014702
SQ_1687_057,1687,squats,480,270,21,left_thumb,0.47085320949554443,0.4085460305213928,-0.13053281605243683,226,110,0.1282157003879547
SQ_1687_057,1687,squats,480,270,22,right_thumb,0.47449377179145813,0.4067469537258148,-0.047425322234630585,228,110,0.034496087580919266
SQ_1687_057,1687,squats,480,270,23,left_hip,0.5321107506752014,0.623969554901123,-0.06889506429433823,255,168,0.9999881982803345
SQ_1687_057,1687,squats,480,270,24,right_hip,0.5431559085845947,0.5895892381668091,0.0687263086438179,261,159,0.9999901056289673
SQ_1687_057,1687,squats,480,270,25,left_knee,0.4888095557689667,0.7274907827377319,0.0029396505560725927,235,196,0.6306397914886475
SQ_1687_057,1687,squats,480,270,26,right_knee,0.4940430819988251,0.6373050212860107,0.24154825508594513,237,172,0.025963537395000458
SQ_1687_057,1687,squats,480,270,27,left_ankle,0.5155104994773865,0.858940064907074,0.14829394221305847,247,232,0.7858363389968872
