frame_index,left_knee_angle_deg,right_knee_angle_deg,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,left_angle_status,right_angle_status
0,178.2714,,1.0,0.9065,0.8955,0.9999,0.0256,0.1248,valid,chain_incomplete
1,176.9272,,1.0,0.6736,0.7435,0.9999,0.0093,0.0556,valid,chain_incomplete
2,178.7898,,1.0,0.8153,0.8196,0.9999,0.0143,0.0856,valid,chain_incomplete
3,178.8758,,0.9999,0.8584,0.8702,0.9999,0.0235,0.1133,valid,chain_incomplete
4,179.0171,,1.0,0.8954,0.8681,1.0,0.0242,0.1297,valid,chain_incomplete
5,179.9422,,1.0,0.9522,0.9441,1.0,0.0505,0.249,valid,chain_incomplete
6,179.5427,,1.0,0.8904,0.8723,0.9999,0.0196,0.1055,valid,chain_incomplete
7,178.5804,,1.0,0.895,0.8786,1.0,0.0225,0.1089,valid,chain_incomplete
8,179.0061,,1.0,0.8854,0.8738,0.9999,0.02,0.096,valid,chain_incomplete
9,179.0887,,0.9999,0.8385,0.8519,0.9999,0.017,0.0895,valid,chain_incomplete
10,179.4884,,0.9999,0.8949,0.8888,0.9999,0.0224,0.1108,valid,chain_incomplete
11,179.2619,,1.0,0.9254,0.9306,1.0,0.0508,0.2521,valid,chain_incomplete
12,177.0579,,0.9999,0.8179,0.878,0.9999,0.0269,0.1307,valid,chain_incomplete
13,176.6792,,0.9999,0.6058,0.7611,0.9999,0.0087,0.0472,valid,chain_incomplete
14,178.9583,,0.9999,0.6543,0.7985,0.9999,0.0071,0.0421,valid,chain_incomplete
15,,,0.9999,0.4756,0.6622,0.9999,0.0051,0.0269,chain_incomplete,chain_incomplete
16,,,0.9999,0.4867,0.6924,0.9998,0.0053,0.0304,chain_incomplete,chain_incomplete
17,178.1942,,0.9999,0.647,0.8001,0.9999,0.0102,0.0497,valid,chain_incomplete
18,178.0017,,0.9999,0.6885,0.8479,0.9999,0.0132,0.0667,valid,chain_incomplete
19,,,0.9999,0.453,0.7205,0.9998,0.0082,0.0436,chain_incomplete,chain_incomplete
20,,,0.9999,0.4982,0.7438,0.9998,0.0065,0.0391,chain_incomplete,chain_incomplete
21,,,0.9999,0.4748,0.7514,0.9998,0.0065,0.0398,chain_incomplete,chain_incomplete
22,179.1776,,0.9999,0.5896,0.7898,0.9999,0.0079,0.0499,valid,chain_incomplete
23,177.9207,,0.9999,0.5127,0.7414,0.9998,0.0071,0.0413,valid,chain_incomplete
24,179.1111,,0.9999,0.6402,0.8003,0.9999,0.0109,0.0622,valid,chain_incomplete
25,177.126,,0.9999,0.5613,0.7038,0.9999,0.0089,0.0454,valid,chain_incomplete
26,176.7028,,0.9999,0.9083,0.9703,0.9999,0.0619,0.2705,valid,chain_incomplete
27,,,0.9999,0.4081,0.6379,0.9998,0.0054,0.0285,chain_incomplete,chain_incomplete
28,179.3548,,0.9999,0.5329,0.7017,0.9998,0.0072,0.0404,valid,chain_incomplete
29,178.0318,,1.0,0.9473,0.9724,1.0,0.0763,0.2934,valid,chain_incomplete
30,178.2871,,1.0,0.8378,0.9156,0.9999,0.0334,0.1603,valid,chain_incomplete
31,179.6314,,0.9999,0.6352,0.721,0.9999,0.0085,0.0426,valid,chain_incomplete
32,179.6758,,1.0,0.8689,0.8877,0.9999,0.0262,0.116,valid,chain_incomplete
33,178.9902,,0.9999,0.541,0.7216,0.9999,0.0062,0.0348,valid,chain_incomplete
34,179.7729,,0.9999,0.5657,0.7921,0.9998,0.0079,0.0453,valid,chain_incomplete
35,179.2804,,0.9999,0.8207,0.936,0.9999,0.0247,0.1266,valid,chain_incomplete
36,179.0332,,1.0,0.8172,0.9241,0.9999,0.033,0.1505,valid,chain_incomplete
37,178.8131,,1.0,0.845,0.9266,1.0,0.0654,0.2408,valid,chain_incomplete
