frame_index,left_knee_angle_deg,right_knee_angle_deg,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,left_angle_status,right_angle_status
0,144.0622,159.9021,1.0,0.9808,0.9921,1.0,0.599,0.8536,valid,valid
1,144.8631,161.5124,1.0,0.9791,0.9921,1.0,0.5639,0.8297,valid,valid
2,144.1858,159.413,1.0,0.9848,0.9939,1.0,0.6346,0.8647,valid,valid
3,146.2592,159.9134,1.0,0.9826,0.9927,1.0,0.6464,0.8575,valid,valid
4,144.2321,159.256,1.0,0.9897,0.9956,1.0,0.7467,0.902,valid,valid
5,144.3943,160.4365,1.0,0.9885,0.9954,1.0,0.7142,0.8926,valid,valid
6,144.9491,159.3861,1.0,0.9878,0.9954,1.0,0.7099,0.8936,valid,valid
7,145.6683,160.0821,1.0,0.9844,0.9947,1.0,0.6703,0.8751,valid,valid
8,145.5433,160.1975,1.0,0.9864,0.9946,1.0,0.7,0.8884,valid,valid
9,146.0008,159.1758,1.0,0.9882,0.9959,1.0,0.7274,0.9022,valid,valid
10,145.7341,158.513,1.0,0.9898,0.9966,1.0,0.7249,0.9109,valid,valid
11,145.4491,159.0843,1.0,0.9904,0.9969,1.0,0.7239,0.9145,valid,valid
12,145.0701,158.2638,1.0,0.9899,0.9968,1.0,0.7135,0.9096,valid,valid
13,146.0503,159.2146,1.0,0.99,0.9966,1.0,0.7253,0.9119,valid,valid
14,144.7785,158.4083,1.0,0.9915,0.9971,1.0,0.7179,0.9121,valid,valid
15,145.2768,159.6808,1.0,0.9884,0.996,1.0,0.6838,0.8948,valid,valid
16,143.1268,160.6017,1.0,0.9888,0.9965,1.0,0.6758,0.897,valid,valid
17,144.3698,160.4352,1.0,0.9889,0.9962,1.0,0.6981,0.8994,valid,valid
18,143.3828,159.3708,1.0,0.9903,0.9966,1.0,0.6998,0.9015,valid,valid
19,143.8044,160.8329,1.0,0.9874,0.9958,1.0,0.6447,0.8785,valid,valid
20,144.5063,158.1263,1.0,0.9854,0.9949,1.0,0.6168,0.8618,valid,valid
21,142.6635,160.271,1.0,0.9834,0.9946,1.0,0.6143,0.8596,valid,valid
