frame_index,left_knee_angle_deg,right_knee_angle_deg,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,left_angle_status,right_angle_status
0,,,0.9999,0.1635,0.6118,0.9998,0.0049,0.0305,chain_incomplete,chain_incomplete
1,,,0.9999,0.099,0.422,0.9998,0.004,0.0227,chain_incomplete,chain_incomplete
2,,,0.9998,0.0917,0.4604,0.9997,0.0036,0.0232,chain_incomplete,chain_incomplete
3,,,0.9998,0.0763,0.4175,0.9998,0.0035,0.0251,chain_incomplete,chain_incomplete
4,,,0.9999,0.4931,0.8393,0.9998,0.0109,0.0807,chain_incomplete,chain_incomplete
5,,,0.9999,0.2227,0.6472,0.9999,0.0043,0.0317,chain_incomplete,chain_incomplete
6,,,0.9999,0.207,0.6295,0.9999,0.0046,0.0308,chain_incomplete,chain_incomplete
7,,,0.9999,0.2358,0.6375,0.9999,0.0039,0.0251,chain_incomplete,chain_incomplete
8,,,0.9999,0.1808,0.6295,0.9999,0.0035,0.0219,chain_incomplete,chain_incomplete
9,,,0.9999,0.1425,0.5472,0.9998,0.0045,0.0229,chain_incomplete,chain_incomplete
10,,,0.9999,0.1643,0.5579,0.9998,0.0098,0.042,chain_incomplete,chain_incomplete
11,,,0.9998,0.0688,0.3747,0.9998,0.005,0.028,chain_incomplete,chain_incomplete
12,,,0.9998,0.4414,0.7426,0.9998,0.0464,0.1609,chain_incomplete,chain_incomplete
13,,,0.9997,0.4115,0.7166,0.9997,0.05,0.1616,chain_incomplete,chain_incomplete
14,,,0.9998,0.1961,0.508,0.9997,0.0152,0.0527,chain_incomplete,chain_incomplete
15,,,0.9999,0.2881,0.7537,0.9999,0.0096,0.0564,chain_incomplete,chain_incomplete
16,,,0.9999,0.1497,0.5635,0.9999,0.0078,0.0437,chain_incomplete,chain_incomplete
17,,,0.9998,0.1732,0.5497,0.9998,0.0117,0.0488,chain_incomplete,chain_incomplete
18,,,0.9998,0.1519,0.5211,0.9997,0.0093,0.0419,chain_incomplete,chain_incomplete
19,,,0.9998,0.0938,0.4706,0.9998,0.0058,0.0322,chain_incomplete,chain_incomplete
20,,,0.9998,0.207,0.6268,0.9998,0.0147,0.061,chain_incomplete,chain_incomplete
21,,,0.9999,0.2589,0.7499,0.9999,0.0074,0.0508,chain_incomplete,chain_incomplete
22,,,0.9999,0.1587,0.6221,0.9999,0.0053,0.0318,chain_incomplete,chain_incomplete
23,,,0.9999,0.1845,0.6933,0.9999,0.0047,0.0335,chain_incomplete,chain_incomplete
24,,,0.9999,0.205,0.7051,0.9999,0.0056,0.0432,chain_incomplete,chain_incomplete
25,,,0.9999,0.165,0.641,0.9998,0.0052,0.0376,chain_incomplete,chain_incomplete
26,,,0.9999,0.1755,0.6473,0.9998,0.0126,0.0718,chain_incomplete,chain_incomplete
27,,,0.9999,0.1987,0.6911,0.9998,0.0118,0.0626,chain_incomplete,chain_incomplete
28,,,0.9998,0.2976,0.6832,0.9998,0.0313,0.1073,chain_incomplete,chain_incomplete
29,,,0.9999,0.2443,0.6969,0.9999,0.0187,0.0862,chain_incomplete,chain_incomplete
30,,,0.9999,0.1334,0.5549,0.9999,0.0113,0.0506,chain_incomplete,chain_incomplete
31,,,0.9999,0.2264,0.6929,0.9999,0.0112,0.0631,chain_incomplete,chain_incomplete
32,,,0.9999,0.3405,0.6966,0.9999,0.0316,0.1126,chain_incomplete,chain_incomplete
33,,,0.9999,0.4674,0.7197,0.9999,0.0421,0.1215,chain_incomplete,chain_incomplete
34,176.2261,,0.9999,0.623,0.7982,0.9999,0.0584,0.1848,valid,chain_incomplete
35,172.5028,,0.9999,0.7346,0.8324,0.9998,0.0784,0.2203,valid,chain_incomplete
36,171.3867,,0.9999,0.6392,0.7899,0.9998,0.0576,0.1409,valid,chain_incomplete
37,169.1797,,0.9999,0.6982,0.8443,0.9999,0.0973,0.1814,valid,chain_incomplete
38,168.6783,,1.0,0.8356,0.9139,0.9999,0.1323,0.2947,valid,chain_incomplete
39,167.2284,,0.9999,0.6927,0.8303,0.9999,0.0592,0.1642,valid,chain_incomplete
40,168.5826,,1.0,0.7815,0.8849,0.9999,0.0818,0.2131,valid,chain_incomplete
41,167.5014,,0.9999,0.8339,0.9201,0.9999,0.1089,0.3214,valid,chain_incomplete
42,166.5238,,0.9999,0.6157,0.796,0.9999,0.0876,0.2518,valid,chain_incomplete
43,167.3649,,0.9999,0.6444,0.8129,0.9999,0.1223,0.3285,valid,chain_incomplete
44,,,0.9999,0.4662,0.7898,0.9999,0.1121,0.3526,chain_incomplete,chain_incomplete
