frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
0,,right,0.9999,0.3372,0.842,0.9999,0.0071,0.0401,chain_incomplete
1,,right,0.9999,0.2336,0.7521,0.9998,0.0048,0.0221,chain_incomplete
2,177.564,left,1.0,0.5774,0.9337,0.9999,0.0178,0.104,valid
3,,right,0.9999,0.3765,0.8803,0.9998,0.0087,0.0525,chain_incomplete
4,,right,0.9999,0.434,0.9001,0.9998,0.0117,0.0682,chain_incomplete
5,,right,0.9999,0.4049,0.8775,0.9999,0.0084,0.0411,chain_incomplete
6,175.3705,left,1.0,0.6852,0.9389,0.9999,0.0325,0.155,valid
7,,right,0.9999,0.4129,0.8799,0.9999,0.0105,0.0677,chain_incomplete
8,,right,0.9998,0.2948,0.8044,0.9996,0.0077,0.0443,chain_incomplete
9,,right,0.9998,0.3737,0.847,0.9997,0.021,0.099,chain_incomplete
10,,right,0.9998,0.3576,0.8575,0.9998,0.0155,0.085,chain_incomplete
11,177.4949,left,0.9999,0.5162,0.9184,0.9998,0.0211,0.1358,valid
12,,right,0.9999,0.3204,0.8306,0.9998,0.0109,0.0656,chain_incomplete
13,177.2216,left,0.9999,0.5032,0.9173,0.9998,0.0226,0.1411,valid
14,,right,0.9999,0.3697,0.8301,0.9998,0.0107,0.0634,chain_incomplete
15,,right,0.9999,0.3646,0.8589,0.9998,0.0099,0.0761,chain_incomplete
16,,right,0.9999,0.358,0.842,0.9999,0.0104,0.0645,chain_incomplete
17,175.5509,left,1.0,0.5675,0.907,0.9999,0.0194,0.102,valid
18,177.1981,left,0.9999,0.6816,0.9246,0.9999,0.0296,0.1464,valid
19,,right,0.9999,0.3446,0.82,0.9999,0.0095,0.0568,chain_incomplete
20,,right,0.9999,0.4753,0.8576,0.9999,0.0162,0.091,chain_incomplete
21,175.9614,left,1.0,0.5107,0.8847,1.0,0.0162,0.0924,valid
22,175.2198,left,0.9999,0.5257,0.8925,0.9999,0.0202,0.1174,valid
23,177.6629,left,1.0,0.8445,0.9746,1.0,0.044,0.2493,valid
24,,right,1.0,0.4694,0.8817,0.9999,0.0142,0.0906,chain_incomplete
25,174.9637,left,1.0,0.5246,0.8947,0.9999,0.0154,0.086,valid
26,,right,1.0,0.4177,0.8389,1.0,0.0188,0.0993,chain_incomplete
27,175.8498,left,1.0,0.6965,0.9541,0.9999,0.0385,0.2263,valid
28,176.5004,left,1.0,0.756,0.9648,0.9999,0.0426,0.2773,valid
29,175.0124,left,1.0,0.5645,0.9176,1.0,0.0209,0.1488,valid
30,,right,1.0,0.4381,0.835,1.0,0.0237,0.1365,chain_incomplete
31,,right,0.9999,0.2848,0.7783,0.9999,0.004,0.0334,chain_incomplete
32,173.7463,left,1.0,0.641,0.9358,1.0,0.0193,0.137,valid
33,177.9363,left,1.0,0.7037,0.9584,0.9999,0.0305,0.1807,valid
34,176.218,left,1.0,0.7391,0.9625,0.9999,0.0374,0.2363,valid
35,,right,0.9999,0.4045,0.8896,0.9999,0.0112,0.0875,chain_incomplete
36,,right,0.9999,0.4843,0.9028,0.9999,0.0146,0.1076,chain_incomplete
37,,right,0.9999,0.3626,0.8595,0.9999,0.0089,0.069,chain_incomplete
38,,right,0.9999,0.4512,0.8799,0.9999,0.0159,0.1022,chain_incomplete
39,,right,0.9999,0.3948,0.8677,0.9999,0.0093,0.0723,chain_incomplete
40,176.4952,left,1.0,0.6989,0.9319,1.0,0.0379,0.1664,valid
41,174.8716,left,1.0,0.5321,0.9113,0.9999,0.0138,0.0853,valid
42,,right,1.0,0.4467,0.8763,0.9999,0.0116,0.0654,chain_incomplete
43,177.614,left,1.0,0.5906,0.9227,1.0,0.0255,0.13,valid
44,175.0475,left,1.0,0.6336,0.9315,0.9999,0.0186,0.1064,valid
45,,right,0.9999,0.4879,0.8879,0.9999,0.0172,0.106,chain_incomplete
46,176.1508,left,1.0,0.6799,0.9375,1.0,0.0291,0.1406,valid
47,175.5251,left,0.9999,0.7871,0.9534,0.9999,0.0537,0.2402,valid
48,175.6754,left,1.0,0.7051,0.9388,1.0,0.0402,0.1767,valid
49,175.6113,left,0.9999,0.6987,0.9381,0.9999,0.0332,0.1752,valid
50,175.5125,left,1.0,0.634,0.9184,0.9999,0.0302,0.15,valid
51,176.9543,left,0.9999,0.7142,0.9268,0.9999,0.053,0.2306,valid
52,176.7568,left,0.9999,0.6206,0.8964,0.9999,0.0413,0.1817,valid
53,176.3527,left,0.9999,0.9265,0.9774,0.9999,0.1223,0.4285,valid
54,176.4942,left,0.9999,0.9497,0.9852,0.9999,0.1276,0.4443,valid
55,178.4064,left,0.9999,0.7784,0.9359,0.9999,0.0689,0.2464,valid
56,178.3042,left,0.9999,0.721,0.9322,0.9999,0.048,0.2089,valid
57,178.0793,left,0.9999,0.9164,0.981,0.9999,0.0823,0.3635,valid
58,178.5188,left,1.0,0.8401,0.9583,1.0,0.0674,0.2686,valid
59,179.0534,left,0.9999,0.7308,0.9516,0.9999,0.0409,0.1965,valid
60,176.7418,left,0.9999,0.7418,0.9759,0.9999,0.021,0.1887,valid
61,179.2524,left,0.9999,0.5538,0.9192,0.9999,0.0261,0.1181,valid
62,177.0505,left,0.9999,0.5983,0.9196,0.9999,0.0153,0.0728,valid
63,174.8014,left,0.9999,0.7741,0.952,0.9998,0.0633,0.1782,valid
64,175.3844,left,0.9998,0.6232,0.8936,0.9997,0.0441,0.1235,valid
65,,right,0.9998,0.4979,0.9047,0.9997,0.0315,0.1024,chain_incomplete
66,173.9305,left,0.9999,0.7205,0.9508,0.9998,0.0404,0.1486,valid
67,173.6613,left,0.9998,0.8649,0.9613,0.9998,0.1062,0.3091,valid
68,178.0332,left,0.9999,0.9687,0.9914,0.9998,0.166,0.4345,valid
69,178.2213,left,1.0,0.9736,0.9923,0.9999,0.1457,0.4552,valid
70,173.2643,left,1.0,0.9828,0.996,0.9999,0.1485,0.5309,valid
71,178.8349,left,1.0,0.9527,0.9849,0.9999,0.1824,0.516,valid
72,177.9738,left,1.0,0.982,0.9952,0.9999,0.2512,0.6458,valid
73,178.3563,left,1.0,0.9719,0.9917,0.9999,0.3413,0.7371,valid
74,175.6785,left,0.9999,0.8862,0.9622,1.0,0.2105,0.5604,valid
75,175.9094,left,1.0,0.9811,0.9925,0.9999,0.4137,0.754,valid
76,172.5563,left,1.0,0.9902,0.9962,0.9999,0.4709,0.8076,valid
77,167.9075,left,1.0,0.9864,0.9948,0.9999,0.4389,0.789,valid
78,165.1663,left,0.9999,0.9413,0.9857,0.9999,0.1874,0.6002,valid
79,167.3702,left,0.9999,0.9747,0.9876,0.9999,0.2966,0.5962,valid
80,168.5708,left,1.0,0.9845,0.9932,0.9999,0.4058,0.7351,valid
81,170.831,left,0.9999,0.9585,0.9859,0.9999,0.227,0.5964,valid
82,171.84,left,1.0,0.9595,0.9881,0.9999,0.2174,0.5932,valid
83,173.7325,left,1.0,0.9759,0.9908,0.9999,0.3035,0.624,valid
84,175.485,left,1.0,0.9842,0.9937,0.9999,0.4369,0.7464,valid
85,174.9416,left,1.0,0.9943,0.998,0.9999,0.6911,0.8991,valid
86,176.1374,left,1.0,0.9909,0.9969,0.9999,0.5993,0.8613,valid
87,177.7186,left,1.0,0.993,0.9975,0.9999,0.6925,0.9025,valid
88,177.8205,left,1.0,0.9753,0.9883,0.9999,0.3294,0.6464,valid
89,174.9109,left,1.0,0.9626,0.9832,0.9999,0.3043,0.6363,valid
90,176.8745,left,0.9999,0.9341,0.9697,0.9999,0.1786,0.478,valid
91,173.9639,left,0.9999,0.9285,0.968,0.9999,0.192,0.4845,valid
92,176.7772,left,0.9999,0.9628,0.9806,0.9999,0.2621,0.6003,valid
93,174.2467,left,0.9999,0.956,0.9807,0.9999,0.2398,0.6056,valid
94,173.4961,left,0.9999,0.9355,0.9599,0.9998,0.1545,0.4326,valid
95,176.5093,left,0.9999,0.9389,0.9622,0.9998,0.1713,0.4401,valid
96,177.4049,left,0.9999,0.9571,0.9772,0.9998,0.2187,0.5405,valid
97,171.9924,left,0.9999,0.9413,0.9726,0.9998,0.1336,0.4265,valid
98,174.579,left,0.9999,0.9401,0.9769,0.9999,0.1859,0.5412,valid
99,176.1292,left,1.0,0.9637,0.9867,0.9999,0.2187,0.6086,valid
100,174.7914,left,1.0,0.9223,0.9772,0.9999,0.177,0.5358,valid
101,172.5135,left,0.9999,0.8917,0.9657,0.9998,0.1232,0.3696,valid
102,171.1228,left,0.9999,0.839,0.9614,0.9999,0.1119,0.3989,valid
103,,right,0.9999,0.4142,0.8309,0.9999,0.048,0.2644,chain_incomplete
104,172.161,left,0.9999,0.6982,0.9034,0.9999,0.06,0.2299,valid
105,165.4765,left,0.9999,0.6667,0.8964,0.9999,0.0375,0.1676,valid
106,163.1789,left,1.0,0.7324,0.9376,0.9999,0.0576,0.2494,valid
107,165.2053,left,0.9999,0.9051,0.9813,0.9999,0.0661,0.2825,valid
108,163.7814,left,0.9999,0.9327,0.9853,0.9999,0.0452,0.2048,valid
109,159.7841,left,0.9999,0.8345,0.9665,0.9999,0.037,0.1684,valid
110,153.3728,left,0.9999,0.7648,0.9544,0.9999,0.0577,0.2575,valid
111,153.7169,left,0.9999,0.7827,0.959,0.9999,0.0512,0.2439,valid
112,150.8818,left,0.9999,0.8441,0.9688,0.9999,0.0934,0.3207,valid
113,146.3609,left,0.9999,0.8863,0.9818,0.9999,0.0479,0.2264,valid
114,143.3033,left,0.9999,0.8455,0.9726,0.9999,0.0354,0.1626,valid
115,138.2651,left,0.9999,0.803,0.9643,0.9999,0.0349,0.1477,valid
116,135.2854,left,0.9999,0.9227,0.983,0.9999,0.0811,0.2637,valid
117,134.297,left,0.9999,0.9108,0.9832,0.9999,0.0637,0.2486,valid
118,131.1658,left,0.9999,0.9446,0.9874,0.9999,0.0898,0.3141,valid
119,126.582,left,1.0,0.9133,0.98,0.9999,0.0791,0.2882,valid
120,126.5048,left,0.9999,0.8386,0.9585,0.9999,0.0587,0.2217,valid
121,119.7526,left,0.9999,0.8725,0.9588,0.9999,0.0564,0.1997,valid
122,118.6631,left,0.9999,0.8928,0.9637,0.9999,0.0581,0.2042,valid
123,115.3842,left,0.9999,0.883,0.9524,0.9999,0.0628,0.2008,valid
124,112.594,left,0.9999,0.9447,0.9724,0.9999,0.0961,0.2886,valid
125,105.2206,left,0.9999,0.9194,0.9621,0.9999,0.0747,0.2508,valid
126,105.1407,left,0.9999,0.9632,0.979,0.9999,0.1336,0.3759,valid
127,103.6904,left,1.0,0.9661,0.9836,0.9999,0.1584,0.4363,valid
128,100.9935,left,1.0,0.9655,0.9812,0.9999,0.1751,0.4444,valid
129,96.8941,left,0.9999,0.9252,0.9478,0.9999,0.0973,0.2662,valid
130,96.0716,left,0.9999,0.9367,0.9618,0.9999,0.0776,0.2568,valid
131,91.9216,left,0.9999,0.9479,0.9612,0.9999,0.1208,0.3256,valid
132,92.7176,left,0.9999,0.9616,0.9746,0.9999,0.158,0.404,valid
133,88.1107,left,0.9999,0.9466,0.9652,0.9999,0.1092,0.3073,valid
134,86.4592,left,0.9999,0.9657,0.9785,0.9999,0.1261,0.3534,valid
135,84.2203,left,0.9998,0.9564,0.9718,0.9998,0.1157,0.3344,valid
136,83.4374,left,0.9998,0.9463,0.9636,0.9998,0.1142,0.3256,valid
137,81.8973,left,0.9999,0.9606,0.9694,0.9998,0.1309,0.3313,valid
138,80.248,left,0.9998,0.9603,0.9711,0.9998,0.121,0.3388,valid
139,75.9907,left,0.9998,0.891,0.9101,0.9997,0.0495,0.1468,valid
140,75.4139,left,0.9998,0.94,0.9494,0.9998,0.0715,0.1886,valid
141,75.4267,left,0.9998,0.9145,0.9315,0.9998,0.0543,0.1366,valid
142,73.3879,left,0.9997,0.8563,0.8758,0.9997,0.0352,0.0845,valid
143,72.2202,left,0.9997,0.81,0.8383,0.9997,0.028,0.0685,valid
144,72.0248,left,0.9998,0.9295,0.9376,0.9998,0.0641,0.1608,valid
145,72.8434,left,0.9999,0.9579,0.9686,0.9998,0.0987,0.2567,valid
146,72.8876,left,0.9999,0.9807,0.9842,0.9998,0.1479,0.3375,valid
147,69.9613,left,0.9998,0.912,0.9347,0.9998,0.0533,0.1467,valid
148,69.6183,left,0.9998,0.9585,0.9721,0.9998,0.1172,0.332,valid
149,68.6124,left,0.9998,0.9524,0.9664,0.9998,0.1005,0.2898,valid
150,68.1115,left,0.9998,0.9563,0.9707,0.9998,0.1021,0.2912,valid
151,68.1537,left,0.9998,0.969,0.9772,0.9998,0.1106,0.3004,valid
152,69.4369,left,0.9998,0.974,0.9817,0.9998,0.1216,0.3175,valid
153,70.8981,left,0.9999,0.9864,0.9929,0.9998,0.2067,0.5178,valid
154,70.4176,left,0.9999,0.9796,0.9873,0.9998,0.1628,0.3868,valid
155,70.2651,left,0.9999,0.9748,0.9816,0.9998,0.1315,0.3099,valid
156,71.3137,left,0.9998,0.9356,0.9517,0.9998,0.078,0.202,valid
157,72.5193,left,0.9999,0.9718,0.9752,0.9998,0.1398,0.31,valid
158,73.5756,left,0.9998,0.9698,0.9775,0.9998,0.1079,0.3055,valid
159,74.6425,left,0.9998,0.9623,0.9714,0.9998,0.1122,0.2995,valid
160,75.2211,left,0.9999,0.9716,0.9796,0.9998,0.159,0.3926,valid
161,80.4298,left,0.9999,0.9778,0.9875,0.9999,0.169,0.4664,valid
162,82.237,left,0.9999,0.9834,0.9905,0.9999,0.1742,0.5087,valid
163,82.1801,left,0.9999,0.9734,0.9845,0.9999,0.1685,0.4575,valid
164,83.2571,left,0.9999,0.9747,0.9842,0.9999,0.1618,0.4489,valid
165,87.9109,left,0.9999,0.9836,0.9898,0.9999,0.2091,0.5327,valid
166,89.0016,left,0.9999,0.952,0.965,0.9999,0.1344,0.3766,valid
167,87.699,left,0.9999,0.949,0.9653,0.9999,0.1081,0.2841,valid
168,92.352,left,0.9999,0.9452,0.9629,0.9999,0.1057,0.2879,valid
169,95.9616,left,0.9999,0.957,0.9777,0.9999,0.1353,0.3756,valid
170,98.0302,left,0.9999,0.9594,0.9764,0.9999,0.1521,0.3751,valid
171,97.368,left,0.9999,0.8726,0.9261,0.9999,0.0576,0.1452,valid
172,101.8441,left,0.9999,0.7656,0.8987,0.9999,0.0447,0.1332,valid
173,105.4559,left,0.9999,0.8441,0.9216,0.9999,0.0614,0.1438,valid
174,107.1174,left,0.9999,0.9092,0.9571,0.9999,0.104,0.2296,valid
175,108.1874,left,0.9999,0.88,0.953,0.9999,0.0645,0.1541,valid
176,113.158,left,0.9999,0.9318,0.9799,0.9999,0.1058,0.2874,valid
177,111.3536,left,0.9999,0.8636,0.9654,0.9999,0.0612,0.1927,valid
178,117.7993,left,1.0,0.9359,0.9843,0.9999,0.0894,0.2896,valid
179,118.1985,left,1.0,0.9425,0.9839,0.9999,0.1072,0.2653,valid
180,120.658,left,0.9999,0.9685,0.9913,0.9999,0.2215,0.4616,valid
181,123.6881,left,1.0,0.9645,0.9893,0.9999,0.2316,0.4781,valid
182,125.5367,left,1.0,0.9545,0.9846,1.0,0.2115,0.3854,valid
183,129.6972,left,1.0,0.8732,0.963,0.9999,0.1124,0.2527,valid
184,133.5965,left,1.0,0.8938,0.9667,0.9999,0.1355,0.2773,valid
185,137.3259,left,1.0,0.917,0.9792,1.0,0.1313,0.3362,valid
186,139.2303,left,1.0,0.9545,0.9859,1.0,0.1116,0.3378,valid
187,143.5692,left,1.0,0.984,0.9943,1.0,0.2152,0.5069,valid
188,143.3852,left,1.0,0.9864,0.995,0.9999,0.1867,0.5094,valid
189,150.386,left,1.0,0.9741,0.9914,0.9999,0.1034,0.3552,valid
190,151.1336,left,1.0,0.9687,0.9916,0.9999,0.1453,0.449,valid
191,153.2984,left,1.0,0.9613,0.9901,0.9999,0.1356,0.4124,valid
192,153.8857,left,1.0,0.9564,0.9883,0.9999,0.1697,0.4622,valid
193,157.4037,left,1.0,0.9587,0.9882,0.9999,0.1973,0.523,valid
194,158.0289,left,1.0,0.9537,0.9883,0.9999,0.1582,0.4973,valid
195,167.2886,left,1.0,0.9803,0.9949,0.9999,0.3111,0.6932,valid
196,165.5679,left,1.0,0.9402,0.9834,0.9999,0.1855,0.5484,valid
197,168.0625,left,0.9999,0.9529,0.9855,0.9999,0.2293,0.5903,valid
198,173.6154,left,1.0,0.9783,0.9937,0.9999,0.2977,0.7014,valid
199,173.847,left,0.9999,0.9095,0.9823,0.9999,0.1826,0.5905,valid
200,175.3821,left,1.0,0.9694,0.991,0.9999,0.286,0.686,valid
201,178.0514,left,1.0,0.972,0.9903,0.9999,0.3187,0.6961,valid
202,178.4749,left,0.9999,0.9587,0.9829,0.9999,0.2241,0.5773,valid
203,176.7378,left,1.0,0.9588,0.9855,0.9998,0.2421,0.6006,valid
204,178.2253,left,0.9999,0.9748,0.9909,0.9999,0.3218,0.6966,valid
205,179.266,left,0.9999,0.9738,0.9906,0.9999,0.3068,0.6765,valid
206,177.4348,left,1.0,0.978,0.9917,0.9999,0.3042,0.6849,valid
207,177.9524,left,0.9999,0.9682,0.9868,0.9998,0.2214,0.5856,valid
208,177.0804,left,1.0,0.9706,0.9871,0.9999,0.2579,0.6278,valid
209,174.4829,left,1.0,0.9826,0.9921,0.9999,0.3648,0.7268,valid
210,174.5624,left,0.9999,0.9738,0.9899,0.9998,0.2733,0.6473,valid
211,173.6907,left,0.9999,0.9826,0.9931,0.9999,0.3812,0.7367,valid
212,173.9012,left,0.9999,0.9737,0.9917,0.9999,0.3171,0.6979,valid
213,173.9409,left,1.0,0.978,0.9927,0.9998,0.2659,0.6639,valid
