frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
0,,right,0.9998,0.0092,0.0442,0.9997,0.0182,0.0165,chain_incomplete
1,,right,0.9996,0.0218,0.0188,0.9998,0.0245,0.0773,chain_incomplete
2,,right,0.9997,0.0491,0.0397,0.9998,0.0342,0.0585,chain_incomplete
3,,right,0.9996,0.0123,0.02,0.9998,0.002,0.0049,chain_incomplete
4,,right,0.9994,0.0072,0.0104,0.9998,0.0017,0.0026,chain_incomplete
5,,right,0.9997,0.0149,0.0184,0.9999,0.0011,0.0027,chain_incomplete
6,,right,0.9998,0.0146,0.0097,0.9999,0.0201,0.0371,chain_incomplete
7,,right,0.9996,0.0456,0.0508,0.9999,0.002,0.0047,chain_incomplete
8,,right,0.9997,0.0497,0.0564,0.9999,0.0028,0.0056,chain_incomplete
9,,right,0.9998,0.0989,0.2006,0.9999,0.0041,0.0122,chain_incomplete
10,,right,0.9999,0.1226,0.2978,0.9999,0.0044,0.0166,chain_incomplete
11,,right,0.9999,0.1443,0.3042,0.9999,0.0049,0.0182,chain_incomplete
12,,right,0.9999,0.2556,0.5212,0.9999,0.0104,0.0439,chain_incomplete
13,,right,0.9999,0.2893,0.5606,0.9999,0.0091,0.0371,chain_incomplete
14,175.9753,left,0.9999,0.5848,0.8463,0.9999,0.0352,0.1814,valid
15,176.2195,left,0.9999,0.5835,0.9023,0.9999,0.0255,0.1485,valid
16,,right,1.0,0.4939,0.7978,0.9999,0.0242,0.1042,chain_incomplete
17,179.1426,left,0.9999,0.5845,0.8447,0.9999,0.0349,0.1647,valid
18,,right,0.9995,0.0862,0.331,0.9996,0.0112,0.0382,chain_incomplete
19,,right,0.9993,0.0574,0.1959,0.9994,0.0145,0.0322,chain_incomplete
20,165.699,left,0.9999,0.6731,0.776,0.9999,0.0395,0.1208,valid
21,,right,0.9998,0.4862,0.766,0.9999,0.0329,0.1379,chain_incomplete
22,,right,0.9999,0.326,0.6944,0.9999,0.0219,0.0884,chain_incomplete
23,,right,0.9999,0.1315,0.348,0.9999,0.0064,0.0209,chain_incomplete
24,,right,0.9999,0.28,0.6478,0.9999,0.0157,0.0656,chain_incomplete
25,,right,0.9999,0.2034,0.5033,0.9999,0.0083,0.0349,chain_incomplete
26,,right,0.9995,0.0474,0.1364,0.9996,0.0027,0.0094,chain_incomplete
27,,right,0.9998,0.1916,0.4233,0.9999,0.0077,0.0267,chain_incomplete
28,,right,0.9999,0.2051,0.4678,0.9999,0.0086,0.0312,chain_incomplete
29,,right,0.9998,0.1731,0.3569,0.9999,0.005,0.0164,chain_incomplete
30,,right,0.9999,0.1734,0.4395,0.9999,0.0062,0.0228,chain_incomplete
31,,right,0.9999,0.165,0.4527,0.9999,0.0059,0.0236,chain_incomplete
32,,right,0.9997,0.1483,0.2998,0.9998,0.0049,0.0161,chain_incomplete
33,,right,0.9998,0.1579,0.4171,0.9999,0.0073,0.0235,chain_incomplete
34,,right,0.9998,0.1701,0.4125,0.9997,0.0383,0.0464,chain_incomplete
35,,right,0.9999,0.3162,0.6399,0.9999,0.0136,0.0521,chain_incomplete
36,,right,0.9999,0.3391,0.7338,0.9999,0.0214,0.0741,chain_incomplete
37,,right,0.9999,0.2453,0.6709,0.9999,0.0101,0.0491,chain_incomplete
38,,right,0.9999,0.2908,0.7383,0.9999,0.0063,0.0326,chain_incomplete
39,,right,0.9999,0.3607,0.7873,0.9999,0.0143,0.0778,chain_incomplete
40,,right,0.9999,0.4645,0.8754,0.9999,0.0189,0.1155,chain_incomplete
