frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
0,170.7099,left,1.0,0.9756,0.99,0.9999,0.2475,0.5258,valid
1,168.1956,left,1.0,0.983,0.9925,0.9999,0.2721,0.5627,valid
2,167.475,left,1.0,0.9652,0.9864,0.9999,0.1869,0.4661,valid
3,164.3461,left,1.0,0.979,0.9911,0.9999,0.2485,0.5525,valid
4,160.9747,left,1.0,0.974,0.9876,0.9999,0.165,0.4175,valid
5,160.193,left,1.0,0.9734,0.9861,0.9999,0.1503,0.3982,valid
6,158.255,left,1.0,0.9726,0.9872,0.9999,0.1246,0.3619,valid
7,155.5312,left,1.0,0.9718,0.9864,0.9999,0.1043,0.3054,valid
8,155.4958,left,1.0,0.9786,0.9907,0.9999,0.134,0.396,valid
9,157.4929,left,1.0,0.9753,0.9885,0.9999,0.1083,0.3409,valid
10,163.1411,left,1.0,0.9719,0.987,0.9999,0.0984,0.2881,valid
11,162.0827,left,1.0,0.9804,0.9909,0.9999,0.1318,0.3796,valid
12,162.2504,left,1.0,0.9851,0.9928,0.9999,0.1816,0.453,valid
13,163.089,left,1.0,0.9865,0.994,0.9999,0.1582,0.4437,valid
14,165.4965,left,1.0,0.9827,0.9924,0.9999,0.1456,0.3934,valid
15,163.3264,left,1.0,0.9837,0.9929,0.9999,0.166,0.4338,valid
16,162.3031,left,1.0,0.9842,0.9929,0.9999,0.1679,0.4414,valid
17,159.6877,left,1.0,0.9713,0.9853,0.9999,0.1277,0.3607,valid
18,158.2285,left,1.0,0.9773,0.9892,0.9999,0.1375,0.3733,valid
19,157.2771,left,1.0,0.9793,0.9912,0.9999,0.1628,0.4209,valid
20,156.7664,left,1.0,0.9763,0.9885,0.9999,0.1623,0.4235,valid
21,157.5955,left,1.0,0.9758,0.9868,0.9999,0.1513,0.4017,valid
22,160.4725,left,1.0,0.982,0.9899,0.9999,0.1716,0.4345,valid
23,161.638,left,1.0,0.9811,0.9902,0.9999,0.1575,0.421,valid
24,162.0597,left,1.0,0.9823,0.9898,0.9999,0.2004,0.4797,valid
25,160.9756,left,1.0,0.9838,0.9914,0.9999,0.1967,0.485,valid
26,161.1214,left,1.0,0.9819,0.9905,0.9999,0.1741,0.4642,valid
27,161.4093,left,1.0,0.9721,0.9858,0.9999,0.1488,0.3955,valid
28,160.8894,left,1.0,0.9761,0.9871,0.9999,0.1696,0.4355,valid
29,157.2113,left,1.0,0.9757,0.988,0.9999,0.1852,0.4515,valid
30,153.9087,left,1.0,0.9707,0.9869,0.9999,0.1767,0.4558,valid
31,151.0668,left,1.0,0.9696,0.9869,0.9999,0.2094,0.4862,valid
32,144.7239,left,1.0,0.9696,0.9906,0.9999,0.2516,0.5462,valid
33,142.8132,left,1.0,0.9382,0.9777,0.9999,0.1332,0.3173,valid
34,136.2469,left,1.0,0.9627,0.9845,0.9999,0.1602,0.3659,valid
35,132.8746,left,1.0,0.9469,0.9769,0.9999,0.1335,0.2971,valid
36,121.5564,left,1.0,0.9456,0.9809,0.9999,0.1292,0.2972,valid
37,116.7215,left,0.9999,0.9424,0.9807,0.9999,0.1281,0.3469,valid
38,115.5564,left,1.0,0.9243,0.9715,0.9999,0.1044,0.285,valid
39,113.3856,left,1.0,0.9368,0.9733,0.9999,0.0963,0.2592,valid
40,105.566,left,0.9999,0.9588,0.9849,0.9999,0.1537,0.3984,valid
41,99.9409,left,0.9999,0.9607,0.9877,0.9999,0.1627,0.392,valid
42,95.0262,left,0.9999,0.9808,0.9934,0.9999,0.261,0.4794,valid
43,93.0304,left,0.9999,0.9673,0.9879,0.9998,0.2209,0.3754,valid
44,89.5691,left,0.9999,0.9602,0.9826,0.9999,0.1692,0.303,valid
45,88.7348,left,0.9999,0.959,0.9807,0.9998,0.1411,0.2496,valid
46,84.5461,left,0.9999,0.9491,0.976,0.9999,0.1072,0.1983,valid
47,81.5867,left,0.9999,0.9221,0.9649,0.9998,0.0993,0.1975,valid
48,83.6271,left,0.9999,0.9374,0.9713,0.9999,0.0861,0.196,valid
49,80.2738,left,0.9999,0.9514,0.9771,0.9999,0.0808,0.2018,valid
50,76.7938,left,0.9999,0.9666,0.9774,0.9999,0.1086,0.2692,valid
51,75.356,left,0.9998,0.9362,0.9682,0.9998,0.0721,0.2184,valid
52,68.8246,left,0.9998,0.9535,0.9679,0.9997,0.0837,0.2532,valid
53,67.2346,left,0.9998,0.9728,0.9779,0.9997,0.1116,0.3037,valid
54,66.7752,left,0.9997,0.9591,0.9669,0.9996,0.0848,0.2507,valid
55,61.9883,left,0.9997,0.9696,0.9594,0.9996,0.0919,0.2009,valid
56,59.1634,left,0.9997,0.9665,0.9575,0.9996,0.0799,0.1887,valid
57,58.8158,left,0.9998,0.9802,0.9785,0.9997,0.1275,0.2884,valid
58,57.2349,left,0.9997,0.9793,0.9738,0.9997,0.1126,0.2668,valid
59,55.196,left,0.9998,0.9893,0.9853,0.9997,0.1668,0.3559,valid
60,57.3787,left,0.9999,0.9971,0.9973,0.9999,0.3897,0.6637,valid
61,54.8298,left,0.9997,0.9872,0.9819,0.9996,0.1365,0.2897,valid
62,55.6814,left,0.9998,0.9927,0.9899,0.9997,0.2007,0.4434,valid
63,54.8661,left,0.9998,0.9929,0.9894,0.9997,0.1912,0.3992,valid
64,54.619,left,0.9998,0.9939,0.9918,0.9997,0.2209,0.4624,valid
65,54.4118,left,0.9998,0.9957,0.9943,0.9998,0.2494,0.522,valid
66,54.953,left,0.9997,0.9844,0.9763,0.9996,0.1263,0.2784,valid
67,55.2725,left,0.9998,0.9909,0.987,0.9997,0.1879,0.4014,valid
68,55.652,left,0.9997,0.983,0.9762,0.9996,0.1106,0.2382,valid
69,56.5261,left,0.9997,0.9882,0.9826,0.9997,0.1556,0.3243,valid
70,58.2139,left,0.9997,0.9888,0.9854,0.9997,0.1731,0.3604,valid
71,56.7672,left,0.9997,0.989,0.987,0.9997,0.1631,0.3637,valid
72,57.9568,left,0.9996,0.9768,0.9704,0.9995,0.0939,0.2231,valid
73,59.5438,left,0.9997,0.9791,0.9797,0.9997,0.1245,0.3184,valid
74,60.2457,left,0.9997,0.9679,0.9615,0.9996,0.0797,0.183,valid
75,60.843,left,0.9997,0.9359,0.9302,0.9996,0.047,0.1233,valid
