frame_index,knee_angle_deg,visible_side_used,left_hip_visibility,left_knee_visibility,left_ankle_visibility,right_hip_visibility,right_knee_visibility,right_ankle_visibility,angle_status
0,176.8837,left,1.0,0.8309,0.951,0.9999,0.0311,0.0905,valid
1,176.3463,left,1.0,0.8393,0.9533,0.9999,0.0298,0.0534,valid
2,177.1385,left,1.0,0.5362,0.7908,0.9999,0.0161,0.0373,valid
3,175.9469,left,0.9999,0.7989,0.9175,0.9998,0.0489,0.1166,valid
4,175.7704,left,1.0,0.7922,0.9205,0.9999,0.0408,0.1047,valid
5,177.954,left,1.0,0.7816,0.9223,0.9999,0.0368,0.0941,valid
6,176.9433,left,1.0,0.8193,0.9171,0.9999,0.0488,0.1231,valid
7,175.0246,left,1.0,0.8918,0.9346,0.9999,0.0666,0.1689,valid
8,175.5088,left,1.0,0.9355,0.9575,0.9999,0.1039,0.2406,valid
9,172.1925,left,1.0,0.9336,0.9538,0.9999,0.1123,0.2568,valid
10,175.7727,left,1.0,0.9011,0.9348,0.9999,0.0868,0.214,valid
11,173.2931,left,1.0,0.8414,0.9025,0.9999,0.0818,0.2001,valid
12,170.7545,left,1.0,0.8051,0.8792,0.9999,0.0733,0.184,valid
13,173.4101,left,1.0,0.8729,0.9246,0.9999,0.0928,0.2297,valid
14,173.4787,left,1.0,0.8825,0.9315,0.9999,0.093,0.2318,valid
15,171.5269,left,1.0,0.8395,0.8932,0.9999,0.0854,0.1953,valid
16,172.781,left,1.0,0.8132,0.8917,0.9999,0.0634,0.1635,valid
17,171.6429,left,1.0,0.8146,0.8845,0.9999,0.0772,0.1806,valid
18,173.1546,left,1.0,0.8738,0.9236,0.9999,0.1086,0.2546,valid
19,172.812,left,1.0,0.8238,0.8841,0.9999,0.082,0.1998,valid
20,174.4207,left,0.9999,0.7897,0.8565,0.9999,0.0707,0.1578,valid
21,174.2321,left,1.0,0.8591,0.9165,0.9999,0.0943,0.2275,valid
22,177.4357,left,1.0,0.843,0.9083,0.9999,0.0689,0.1916,valid
23,177.0006,left,1.0,0.85,0.9214,0.9999,0.0783,0.2292,valid
