frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
1701,0,174.1291,174.1291,174.2437,valid
1702,1,175.346,173.8485,173.6264,valid
1703,2,172.2308,173.5679,173.446,valid
1704,3,173.5679,173.5679,173.7026,valid
1705,4,172.7941,173.5679,174.5775,valid
1706,5,176.6769,176.6769,175.9053,valid
1707,6,178.4813,176.6769,177.0102,valid
1708,7,177.0287,176.6769,176.1019,valid
1709,8,173.8975,173.8975,172.6903,valid
1710,9,167.4537,167.4537,168.9562,valid
1711,10,163.6503,163.6503,164.1375,valid
1712,11,161.5987,161.5987,160.6338,valid
1713,12,155.4278,155.4278,157.2456,valid
1714,13,153.8004,153.8004,151.6065,valid
1715,14,144.1585,144.1585,143.4663,valid
1716,15,133.3756,133.3756,134.5676,valid
1717,16,124.0034,124.0034,124.9673,valid
1718,17,117.2349,117.2349,116.3103,valid
1719,18,109.4659,109.4659,108.8924,valid
1720,19,100.3227,100.3227,101.46,valid
1721,20,95.8607,95.8607,95.299,valid
1722,21,88.8538,88.8538,90.1036,valid
1723,22,86.909,86.909,85.0485,valid
1724,23,79.7298,79.7298,79.744,valid
1725,24,73.8226,73.8226,75.4908,valid
1726,25,71.1248,71.1248,70.6127,valid
1727,26,68.0438,68.0438,66.667,valid
1728,27,61.8652,61.8652,62.7799,valid
1729,28,58.5859,58.5859,59.058,valid
1730,29,56.0028,56.0028,55.7557,valid
1731,30,54.0967,54.0967,53.5777,valid
1732,31,50.6318,50.6318,51.2157,valid
1733,32,49.3246,49.3246,49.0745,valid
1734,33,46.6773,46.6773,46.7717,valid
1735,34,45.1441,45.1441,44.7682,valid
1736,35,40.7338,42.1393,42.5963,valid
1737,36,42.1393,40.7338,40.5393,valid
1738,37,38.8435,38.8435,38.5455,valid
1739,38,36.8168,36.8168,37.2824,valid
1740,39,36.1177,36.1177,36.2338,valid
1741,40,35.4156,36.1177,35.6872,valid
1742,41,34.7032,35.4156,35.5969,valid
1743,42,36.4172,35.4156,35.5797,valid
1744,43,35.0546,35.8009,35.566,valid
1745,44,35.8486,35.8486,35.5377,valid
1746,45,35.8009,35.8486,36.0783,valid
1747,46,36.4313,36.4313,37.1505,valid
1748,47,39.6271,39.6271,39.0672,valid
1749,48,41.214,41.214,41.2517,valid
1750,49,43.6499,43.6499,43.2994,valid
1751,50,44.8238,44.8238,45.2385,valid
1752,51,46.9716,46.9716,47.0906,valid
1753,52,49.7107,49.7107,48.9844,valid
1754,53,50.5031,50.5031,51.0245,valid
1755,54,53.5687,53.5687,53.5807,valid
1756,55,56.0146,56.0146,56.3946,valid
1757,56,60.4978,60.4978,59.8604,valid
1758,57,62.7875,62.7875,62.7903,valid
1759,58,66.3325,66.3325,66.2109,valid
1760,59,68.9629,68.9629,69.8619,valid
1761,60,74.8462,74.8462,73.8559,valid
1762,61,79.2022,79.2022,79.3182,valid
1763,62,83.8433,83.8433,85.6501,valid
1764,63,93.4463,93.4463,91.2899,valid
1765,64,97.7164,97.7164,97.0964,valid
1766,65,101.952,101.952,103.6927,valid
1767,66,110.0818,110.0818,110.2469,valid
1768,67,120.376,120.376,118.9059,valid
1769,68,128.3434,128.3434,130.4662,valid
1770,69,140.3209,140.3209,140.9745,valid
1771,70,155.2275,153.7729,149.5611,valid
1772,71,153.7729,155.2275,157.2517,valid
1773,72,160.5632,160.5632,161.9761,valid
1774,73,167.4423,167.4423,165.3632,valid
1775,74,168.4633,168.4633,169.6667,valid
1776,75,172.2649,172.2649,172.2758,valid
1777,76,174.2797,174.2797,173.6295,valid
1778,77,176.6076,174.2797,174.7589,valid
1779,78,174.7144,174.2797,173.9708,valid
1780,79,173.1757,173.1757,172.614,valid
1781,80,169.3986,170.3866,171.3689,valid
1782,81,170.3866,170.3866,170.2302,valid
1783,82,170.1451,170.3866,170.2016,valid
1784,83,172.5793,170.3866,171.0365,valid
1785,84,172.3193,172.3193,171.5389,valid
1786,85,167.6462,172.439,172.3899,valid
1787,86,172.439,172.439,173.231,valid
1788,87,174.2879,174.2879,173.7998,valid
1789,88,175.4745,174.3429,174.2254,valid
1790,89,174.3979,174.3979,174.5077,valid
