frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
70,0,148.4118,148.0355,148.1019,valid
71,1,148.0355,146.8842,146.8968,valid
72,2,145.7329,145.7329,145.6951,valid
73,3,144.7262,144.7262,144.4968,valid
74,4,143.5087,143.5087,143.1395,valid
75,5,141.3188,141.3188,142.0326,valid
76,6,140.8283,141.3188,141.2911,valid
77,7,141.144,141.144,140.9365,valid
78,8,141.4133,140.8283,140.7414,valid
79,9,139.0182,140.2269,140.1426,valid
80,10,140.2269,139.4214,139.7179,valid
81,11,138.9703,139.0182,139.2967,valid
82,12,139.4214,138.9703,138.4139,valid
83,13,137.226,137.226,136.8661,valid
84,14,134.4741,134.4741,134.9554,valid
85,15,132.3987,132.3987,132.7302,valid
86,16,131.2345,131.2345,130.5735,valid
87,17,128.7904,128.7904,129.2201,valid
88,18,126.9081,126.9081,127.3483,valid
89,19,126.7137,126.7137,125.6615,valid
90,20,121.8541,122.5781,123.5029,valid
91,21,122.5781,121.8541,120.7919,valid
92,22,117.2435,117.2435,117.9699,valid
93,23,115.383,115.383,115.7709,valid
94,24,113.8762,113.8762,113.3633,valid
95,25,111.3473,111.3473,111.1326,valid
96,26,108.8288,108.8288,108.7506,valid
97,27,105.3152,105.6973,106.5056,valid
98,28,105.6973,105.3152,105.0374,valid
99,29,103.5579,103.5579,103.7576,valid
100,30,102.5454,102.5454,101.6263,valid
101,31,99.1905,99.1905,99.3852,valid
102,32,94.9767,95.0823,96.4062,valid
103,33,95.0823,94.9767,92.9694,valid
104,34,88.9921,88.9921,89.8614,valid
105,35,86.7733,86.7733,87.4304,valid
106,36,84.8635,84.8635,84.5875,valid
107,37,83.9058,83.9058,83.3488,valid
108,38,80.146,80.4956,81.2318,valid
109,39,80.4956,80.146,78.952,valid
110,40,75.4359,75.9717,77.1449,valid
111,41,75.9717,75.4359,75.5967,valid
112,42,75.0656,75.0656,73.8983,valid
113,43,72.0614,72.0614,72.7447,valid
114,44,71.1881,71.1881,71.1368,valid
115,45,69.1632,69.8828,69.8703,valid
116,46,69.8828,69.1632,69.4189,valid
117,47,68.4746,68.9614,68.8533,valid
118,48,68.9614,68.4746,68.0677,valid
119,49,67.1379,67.1379,67.1547,valid
120,50,65.6621,65.6621,66.2074,valid
121,51,65.6028,65.6028,65.3051,valid
122,52,64.9517,64.9517,65.0798,valid
123,53,64.0402,64.0402,64.2072,valid
124,54,60.1886,64.0402,62.8443,valid
125,55,60.3371,60.3371,61.586,valid
126,56,65.8135,60.1886,60.1874,valid
127,57,59.5149,59.5149,58.7152,valid
128,58,56.594,57.5939,57.9562,valid
129,59,56.3984,56.6593,57.1904,valid
130,60,57.5939,56.594,56.3047,valid
131,61,56.6593,56.3984,55.7181,valid
132,62,54.0077,54.053,54.7606,valid
133,63,54.053,54.0077,53.7284,valid
134,64,52.7019,52.7019,52.8921,valid
135,65,52.1624,52.7019,52.5926,valid
136,66,51.5884,52.2004,52.2432,valid
137,67,52.7369,52.2004,52.2309,valid
138,68,52.2004,52.2004,52.1659,valid
139,69,52.5276,52.2004,52.2708,valid
140,70,52.1312,52.1312,52.0453,valid
141,71,51.957,51.957,51.6947,valid
142,72,50.5463,50.8884,51.1974,valid
143,73,50.1948,50.8884,50.8147,valid
144,74,50.8884,50.5463,50.6439,valid
145,75,51.3522,50.8884,50.8719,valid
146,76,50.1572,50.9964,50.9474,valid
147,77,50.9964,51.3522,51.1932,valid
148,78,51.8101,51.0555,51.2472,valid
149,79,51.7759,51.7759,51.6663,valid
150,80,51.0555,51.8101,52.1603,valid
151,81,53.3042,53.3042,52.9064,valid
152,82,54.1177,53.3042,53.422,valid
153,83,54.0796,54.0796,53.994,valid
154,84,52.743,54.1177,54.303,valid
155,85,55.1044,54.9007,54.6328,valid
156,86,54.9007,55.1044,55.1423,valid
157,87,55.4803,55.4803,55.829,valid
158,88,57.21,57.21,56.7526,valid
159,89,57.9258,57.9258,58.3454,valid
160,90,60.0414,60.0414,60.0109,valid
161,91,62.3691,62.3691,62.0018,valid
162,92,63.5375,63.5375,64.2549,valid
163,93,66.5561,66.5561,65.7737,valid
164,94,67.5224,67.5224,67.2024,valid
165,95,67.8999,67.8999,68.9706,valid
166,96,70.8644,70.8644,70.5097,valid
167,97,73.3049,73.3049,73.009,valid
168,98,74.8732,74.8732,75.3387,valid
169,99,78.3249,78.3249,77.5142,valid
170,100,79.0002,79.0002,79.583,valid
171,101,82.7867,82.7867,82.6529,valid
172,102,85.1313,85.1313,86.0459,valid
173,103,90.9162,90.9162,89.767,valid
174,104,93.2808,93.2808,93.005,valid
175,105,95.6828,95.6828,96.6495,valid
176,106,99.5933,99.5933,99.6098,valid
177,107,104.0279,104.0279,103.1137,valid
178,108,105.9775,105.9775,106.4306,valid
179,109,109.7768,109.7768,109.5089,valid
180,110,113.0244,113.0244,113.4269,valid
181,111,118.0581,118.0581,118.9179,valid
182,112,124.9172,124.9172,123.8874,valid
183,113,130.422,130.422,129.7433,valid
184,114,132.711,132.711,134.8548,valid
185,115,140.6586,140.6586,138.5007,valid
186,116,142.1077,142.1077,141.8447,valid
187,117,146.3602,144.234,145.7007,valid
188,118,152.7802,149.5702,149.767,valid
189,119,,,,chain_incomplete
190,120,159.7311,161.7998,161.3621,valid
191,121,163.8686,165.9021,165.5441,valid
192,122,167.9356,167.9356,167.9276,valid
193,123,168.9854,168.7839,169.0273,valid
194,124,168.7839,168.7839,168.834,valid
195,125,168.9345,168.7839,168.0452,valid
196,126,166.3448,166.3448,167.1781,valid
197,127,166.2082,166.2082,166.4028,valid
198,128,163.4981,166.2082,165.8069,valid
199,129,164.827,165.5176,165.3434,valid
200,130,166.8655,164.827,165.0124,valid
