frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
301,0,173.5147,174.2086,173.7851,valid
302,1,174.2086,174.2541,174.5344,valid
303,2,174.2997,174.2997,175.2571,valid
304,3,176.6115,176.6115,175.9532,valid
305,4,176.8419,176.8419,176.8929,valid
306,5,178.9401,177.5424,177.8323,valid
307,6,177.9842,177.5424,177.4951,valid
308,7,177.5424,177.5424,177.0991,valid
309,8,174.2433,174.2433,174.6467,valid
310,9,172.9704,172.9704,171.9078,valid
311,10,166.1422,166.1422,168.2188,valid
312,11,165.5844,165.5844,163.5508,valid
313,12,158.6689,158.6689,159.159,valid
314,13,152.6902,152.6902,154.4251,valid
315,14,150.9434,150.9434,148.6765,valid
316,15,141.6531,141.6531,142.2906,valid
317,16,136.5032,136.5032,136.1866,valid
318,17,127.4024,127.4024,129.2216,valid
319,18,125.5439,125.5439,123.622,valid
320,19,117.0096,117.0096,117.7119,valid
321,20,112.274,112.274,112.2985,valid
322,21,106.1215,106.1215,105.8684,valid
323,22,100.7949,100.7949,100.702,valid
324,23,95.3234,95.3234,95.8955,valid
325,24,91.9693,91.9693,92.1084,valid
326,25,89.1008,89.1008,88.5367,valid
327,26,85.5807,85.5807,85.3955,valid
328,27,81.469,81.469,82.2055,valid
329,28,79.2616,79.2616,78.8238,valid
330,29,76.1123,76.1123,75.8567,valid
331,30,72.3608,72.3608,73.1082,valid
332,31,70.3213,70.3213,69.781,valid
333,32,66.8697,66.8697,66.4258,valid
334,33,62.6556,62.6556,63.0903,valid
335,34,60.0062,60.0062,60.079,valid
336,35,57.5077,57.9416,58.2722,valid
337,36,57.9416,57.5077,57.4138,valid
338,37,57.2281,57.2281,56.8829,valid
339,38,55.6829,56.4347,56.5563,valid
340,39,55.9474,55.9474,56.0253,valid
341,40,56.4347,55.6829,55.4968,valid
342,41,55.0511,55.0511,55.1488,valid
343,42,53.8075,54.8139,54.8787,valid
344,43,54.8139,54.8139,54.7226,valid
345,44,54.7996,54.8139,54.7317,valid
346,45,55.561,55.0147,55.2057,valid
347,46,55.0147,55.561,55.9035,valid
348,47,57.1672,57.1628,56.6219,valid
349,48,57.2088,57.1672,57.1423,valid
350,49,57.1628,57.1672,57.2595,valid
351,50,57.1833,57.1833,57.0855,valid
352,51,56.5539,57.1833,57.4617,valid
353,52,57.87,57.87,57.9094,valid
354,53,59.3196,59.1885,58.4186,valid
355,54,59.1885,59.3196,59.9644,valid
356,55,61.1984,61.1984,61.9893,valid
357,56,65.7222,65.7222,64.4889,valid
358,57,67.3586,67.3586,67.6545,valid
359,58,70.3826,70.3826,70.9638,valid
360,59,73.9297,73.9297,73.6095,valid
361,60,77.0696,77.0696,76.4502,valid
362,61,78.073,78.073,78.4822,valid
363,62,80.6361,80.6361,80.5253,valid
364,63,82.1937,82.1937,82.5005,valid
365,64,86.1118,86.1118,85.9531,valid
366,65,88.3535,88.3535,89.4292,valid
367,66,94.7613,94.2367,92.3796,valid
368,67,94.2367,94.7613,94.8594,valid
369,68,96.0728,96.0728,97.2154,valid
370,69,100.2704,100.2704,99.3324,valid
371,70,103.3929,103.3929,103.9951,valid
372,71,108.6794,108.6794,110.0057,valid
373,72,117.278,117.278,115.5257,valid
374,73,122.0413,122.0413,121.2759,valid
375,74,124.726,124.726,125.773,valid
376,75,131.523,131.523,131.4154,valid
377,76,136.6707,136.6707,138.5292,valid
378,77,148.8608,148.8608,146.368,valid
379,78,153.7339,153.7339,154.6124,valid
380,79,160.5906,160.5906,161.55,valid
381,80,168.8073,168.8073,166.517,valid
382,81,169.6863,169.6863,171.3885,valid
383,82,174.5653,174.5653,174.4298,valid
384,83,176.9954,176.8158,176.0261,valid
385,84,179.4777,176.8158,177.2382,valid
386,85,176.8158,176.8158,176.5931,valid
387,86,175.6703,175.6703,175.6362,valid
388,87,174.3202,174.4158,175.1,valid
389,88,174.4158,174.368,174.5472,valid
390,89,172.8807,174.3202,173.9778,valid
