frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
2830,0,171.8738,171.2683,172.041,valid
2831,1,171.2683,170.4328,170.1482,valid
2832,2,169.5973,169.5973,168.0156,valid
2833,3,166.2556,166.2556,165.6431,valid
2834,4,160.3945,160.4472,162.757,valid
2835,5,160.4472,160.3945,159.373,valid
2836,6,157.748,157.748,157.1427,valid
2837,7,153.1522,153.1522,154.5299,valid
2838,8,152.0646,152.0646,150.0078,valid
2839,9,145.2714,145.2714,146.3015,valid
2840,10,140.9582,140.9582,142.6012,valid
2841,11,140.0795,140.0795,137.8868,valid
2842,12,133.4519,133.4519,133.231,valid
2843,13,127.2166,127.2166,127.9039,valid
2844,14,122.3645,122.3645,123.3906,valid
2845,15,119.7573,119.7573,119.5203,valid
2846,16,118.5129,118.5129,116.7614,valid
2847,17,111.4642,111.4642,113.6144,valid
2848,18,111.3893,111.3893,109.9492,valid
2849,19,105.8791,105.8791,106.6632,valid
2850,20,102.9702,102.9702,103.0976,valid
2851,21,99.8929,99.8929,97.9278,valid
2852,22,92.2143,92.2143,94.0096,valid
2853,23,89.128,89.128,89.9167,valid
2854,24,88.0582,88.0582,86.4562,valid
2855,25,83.3756,83.3756,83.7367,valid
2856,26,80.5726,80.5726,80.8607,valid
2857,27,75.7673,77.2123,77.5093,valid
2858,28,77.2123,75.7673,74.5896,valid
2859,29,71.3408,71.3408,72.3631,valid
2860,30,69.2848,69.4317,69.8716,valid
2861,31,69.4317,69.2848,67.4868,valid
2862,32,64.3509,64.6504,66.3856,valid
2863,33,64.6504,64.6504,64.7472,valid
2864,34,60.3668,64.3509,62.8411,valid
2865,35,71.1353,60.3668,60.9842,valid
2866,36,58.4799,58.4799,58.382,valid
2867,37,55.8591,55.8591,56.3865,valid
2868,38,55.09,55.5561,56.0226,valid
2869,39,50.4427,55.5561,54.5212,valid
2870,40,55.5561,55.09,54.5919,valid
2871,41,57.5588,50.4427,53.1383,valid
2872,42,46.7501,54.885,50.8033,valid
2873,43,47.1378,47.3991,49.3815,valid
2874,44,54.885,47.3991,49.1675,valid
2875,45,47.3991,50.3656,48.5992,valid
2876,46,50.3656,50.3656,50.006,valid
2877,47,51.0443,50.3656,50.5836,valid
2878,48,49.4927,51.0443,51.5465,valid
2879,49,53.6758,53.6758,54.3906,valid
2880,50,70.7641,58.0448,57.7817,valid
2881,51,61.9003,61.791,60.0341,valid
2882,52,58.0448,61.9003,62.02,valid
2883,53,61.791,61.9003,64.3529,valid
2884,54,68.0658,68.0658,67.0036,valid
2885,55,72.0048,72.0048,70.7417,valid
2886,56,73.4931,73.4931,74.9513,valid
2887,57,77.7074,77.7074,77.7478,valid
2888,58,81.4173,81.4173,79.8392,valid
2889,59,81.6978,81.6978,82.1447,valid
2890,60,82.8432,82.8432,84.1231,valid
2891,61,87.3641,87.3641,86.5615,valid
2892,62,90.3191,90.3191,89.9124,valid
2893,63,93.7417,93.7417,94.5467,valid
2894,64,98.1071,98.1071,98.738,valid
2895,65,105.0819,105.0819,103.2298,valid
2896,66,106.4602,106.4602,107.1684,valid
2897,67,110.9019,110.9019,110.7122,valid
2898,68,114.2216,114.2216,114.9649,valid
2899,69,120.0449,120.0449,119.9744,valid
2900,70,127.3072,127.3072,126.0617,valid
2901,71,131.0538,131.0538,133.4704,valid
2902,72,141.4861,141.4861,140.208,valid
2903,73,147.883,147.883,146.9534,valid
2904,74,151.2992,151.2992,152.6265,valid
2905,75,158.7483,157.6925,156.5,valid
2906,76,157.6925,158.7483,159.4837,valid
2907,77,163.6443,162.9931,161.6038,valid
2908,78,162.9931,163.6443,165.124,valid
2909,79,167.6296,167.6296,169.9638,valid
2910,80,177.4976,177.4976,174.0838,valid
2911,81,178.6545,177.4976,177.447,valid
2912,82,178.7102,177.4976,178.422,valid
2913,83,177.0282,177.4628,177.327,valid
2914,84,176.7882,177.0282,177.1066,valid
2915,85,177.4628,176.8505,176.9342,valid
2916,86,176.4414,176.7882,176.7844,valid
2917,87,176.8505,176.8505,176.7288,valid
2918,88,176.5897,176.5897,176.6003,valid
2919,89,177.643,176.5897,176.7662,valid
2920,90,173.6183,176.5897,176.7011,valid
2921,91,172.4933,177.2975,176.6014,valid
2922,92,177.8463,175.991,176.5893,valid
2923,93,177.2975,176.3849,176.5511,valid
2924,94,175.991,176.8412,176.5096,valid
2925,95,176.3849,176.3849,176.4648,valid
