frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
1171,0,159.0108,153.759,154.3402,valid
1172,1,153.759,153.644,153.43,valid
1173,2,153.529,153.529,152.3097,valid
1174,3,151.0669,151.0669,150.9795,valid
1175,4,148.4394,148.4394,149.1559,valid
1176,5,146.5114,146.9664,147.119,valid
1177,6,146.9664,146.5114,145.6251,valid
1178,7,143.4326,143.9174,144.4889,valid
1179,8,142.4899,143.4326,143.5689,valid
1180,9,143.9174,143.1191,143.4419,valid
1181,10,143.1191,143.0982,143.1964,valid
1182,11,143.0982,143.0982,141.7953,valid
1183,12,138.381,138.381,139.1403,valid
1184,13,134.7363,134.7363,134.8307,valid
1185,14,129.7811,129.7811,128.8053,valid
1186,15,123.0641,123.0641,123.0903,valid
1187,16,116.4867,116.4867,118.0198,valid
1188,17,114.3827,114.3827,114.3789,valid
1189,18,112.3766,112.3766,111.4209,valid
1190,19,109.3358,109.3358,109.1161,valid
1191,20,104.7692,104.7692,106.1064,valid
1192,21,103.3739,103.3739,102.1615,valid
1193,22,98.5417,98.5417,97.9937,valid
1194,23,92.6986,92.6986,93.7644,valid
1195,24,89.7205,89.7205,89.826,valid
1196,25,86.5783,86.5783,86.6304,valid
1197,26,84.865,84.865,83.9978,valid
1198,27,80.4154,80.4154,81.0174,valid
1199,28,78.2907,78.2907,78.2611,valid
1200,29,75.3497,75.3497,75.4714,valid
1201,30,73.4103,73.4103,73.0671,valid
1202,31,70.4061,70.4061,70.6334,valid
1203,32,67.7448,67.7448,67.8021,valid
1204,33,65.6364,65.6364,64.8062,valid
1205,34,61.4246,61.4246,62.6695,valid
1206,35,60.215,60.215,60.1814,valid
1207,36,59.292,59.292,57.7481,valid
1208,37,54.66,54.66,55.9108,valid
1209,38,53.6969,53.6969,53.9082,valid
1210,39,52.8381,52.8381,52.3449,valid
1211,40,51.3683,51.3683,51.573,valid
1212,41,50.173,50.173,50.0295,valid
1213,42,48.4647,48.4647,48.0217,valid
1214,43,45.888,45.888,46.2028,valid
1215,44,44.1868,44.1868,44.6748,valid
1216,45,44.0762,44.0762,43.9145,valid
1217,46,43.4388,43.4388,43.3169,valid
1218,47,43.1433,43.1433,42.6464,valid
1219,48,41.1231,41.1231,41.8953,valid
1220,49,40.944,40.944,40.745,valid
1221,50,40.244,40.244,39.4725,valid
1222,51,37.7406,37.7406,38.5275,valid
1223,52,37.1927,37.4702,37.5241,valid
1224,53,37.4702,37.1927,36.9098,valid
1225,54,36.188,36.7784,36.8001,valid
1226,55,36.7784,36.5317,36.618,valid
1227,56,36.5317,36.5317,36.4948,valid
1228,57,36.4754,36.7583,36.6219,valid
1229,58,36.7583,36.7583,37.0769,valid
1230,59,37.6474,37.6474,37.6521,valid
1231,60,38.5563,38.4848,38.012,valid
1232,61,38.4848,38.5563,38.6665,valid
1233,62,38.588,38.588,39.2253,valid
1234,63,40.5445,40.4431,39.6476,valid
1235,64,40.4431,40.5445,40.5652,valid
1236,65,41.0869,41.0869,41.8185,valid
1237,66,43.6281,43.6281,43.1922,valid
1238,67,45.3294,45.3294,45.1374,valid
1239,68,47.2988,47.2988,47.5892,valid
1240,69,49.7509,49.7509,50.1851,valid
1241,70,53.2035,53.2035,52.662,valid
1242,71,55.2602,55.2602,54.5618,valid
1243,72,55.9483,55.9483,56.4674,valid
1244,73,57.8361,57.8361,58.7319,valid
1245,74,62.0494,62.0494,61.5074,valid
1246,75,65.3285,65.3285,64.6627,valid
1247,76,67.4145,67.4145,68.0246,valid
1248,77,70.6235,70.6235,70.7605,valid
1249,78,74.8239,74.8239,73.7699,valid
1250,79,77.0228,77.0228,78.4358,valid
1251,80,82.39,82.39,83.0172,valid
1252,81,89.6168,89.6168,87.1136,valid
1253,82,90.5917,90.5917,91.4916,valid
1254,83,97.6153,94.1035,95.2744,valid
1255,84,101.938,99.7766,98.3922,valid
1256,85,,,,chain_incomplete
1257,86,113.6965,107.8172,109.6778,valid
1258,87,,,,chain_incomplete
1259,88,,,,chain_incomplete
1260,89,,,,chain_incomplete
1261,90,141.2199,147.7425,145.8645,valid
1262,91,147.7425,150.6058,151.0482,valid
1263,92,153.4691,153.4691,153.535,valid
1264,93,154.6978,154.6978,154.8246,valid
1265,94,155.6572,155.6572,155.9645,valid
1266,95,158.2732,158.2732,157.8199,valid
1267,96,158.7391,158.7391,160.2215,valid
1268,97,164.3028,163.7929,162.5041,valid
1269,98,163.7929,164.3028,163.9827,valid
1270,99,167.2645,164.7019,165.2416,valid
1271,100,164.9128,164.9128,165.0659,valid
1272,101,164.7019,165.9304,165.3284,valid
1273,102,165.9304,164.9128,165.5782,valid
1274,103,168.4479,165.9304,165.7289,valid
1275,104,163.9995,165.9304,165.7268,valid
1276,105,166.0532,165.7685,165.9237,valid
1277,106,165.7526,165.7685,165.788,valid
1278,107,165.7685,165.8134,165.7778,valid
1279,108,165.8134,165.791,165.789,valid
1280,109,166.8506,165.8134,165.8216,valid
