frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
841,0,175.3139,175.3139,175.243,valid
842,1,175.6306,174.5126,174.8432,valid
843,2,173.7114,174.5878,174.2921,valid
844,3,171.2045,173.7114,173.5897,valid
845,4,174.5878,172.8389,172.6485,valid
846,5,170.1645,171.2045,171.5699,valid
847,6,172.8389,170.8401,170.9346,valid
848,7,170.5038,170.5038,170.4818,valid
849,8,170.8401,170.5038,170.2214,valid
850,9,169.0364,169.555,169.8862,valid
851,10,168.2255,169.0364,169.3917,valid
852,11,169.555,168.2255,167.8705,valid
853,12,165.5114,165.5114,164.662,valid
854,13,159.8754,159.8754,159.9738,valid
855,14,153.4345,153.4345,154.3771,valid
856,15,148.7927,148.7927,148.6973,valid
857,16,143.1678,143.1678,142.3255,valid
858,17,136.8585,136.8585,136.6101,valid
859,18,128.8494,128.8494,130.6917,valid
860,19,127.1738,127.1738,125.7508,valid
861,20,121.1656,121.1656,121.9053,valid
862,21,118.5145,118.5145,118.4859,valid
863,22,114.6611,114.6611,113.6351,valid
864,23,109.5464,109.5464,109.7288,valid
865,24,104.4094,104.4094,106.1523,valid
866,25,103.5164,103.5164,102.5501,valid
867,26,100.3518,100.3518,98.9821,valid
868,27,94.0267,94.0267,95.3924,valid
869,28,90.5131,90.5131,90.9508,valid
870,29,87.3855,87.3855,86.3448,valid
871,30,82.0111,82.0111,81.595,valid
872,31,76.0768,76.0768,76.7162,valid
873,32,71.6048,71.6048,72.4388,valid
874,33,69.8284,69.8284,69.0859,valid
875,34,66.9046,66.9046,66.5441,valid
876,35,63.713,63.713,64.4072,valid
877,36,62.1995,62.1995,62.1232,valid
878,37,60.7074,60.7074,60.3,valid
879,38,58.2314,58.2314,58.4587,valid
880,39,56.5412,56.5412,56.2345,valid
881,40,54.0957,54.0957,54.4116,valid
882,41,52.469,52.469,52.7554,valid
883,42,51.978,51.978,51.3246,valid
884,43,49.6505,49.6505,50.0531,valid
885,44,48.9874,48.9874,48.7936,valid
886,45,47.4569,47.4569,47.6184,valid
887,46,46.9083,46.9083,46.9125,valid
888,47,44.8943,46.3054,46.1815,valid
889,48,46.3054,45.7484,45.7776,valid
890,49,44.5908,45.3377,45.4378,valid
891,50,45.7484,45.3377,45.2924,valid
892,51,45.3377,45.2962,45.0911,valid
893,52,45.2962,45.3377,45.359,valid
894,53,45.1062,45.3377,45.9631,valid
895,54,47.3708,47.3708,46.8131,valid
896,55,48.8602,48.0389,47.9538,valid
897,56,48.0389,48.8602,49.1895,valid
898,57,50.3912,50.3912,49.876,valid
899,58,51.5701,51.5701,51.6902,valid
900,59,52.8847,52.8847,54.2083,valid
901,60,57.9763,57.9763,56.717,valid
902,61,59.7915,59.7915,59.2902,valid
903,62,60.9626,60.9626,62.0335,valid
904,63,63.8247,63.8247,63.8099,valid
905,64,67.034,67.034,66.0386,valid
906,65,67.4967,67.4967,68.1335,valid
907,66,70.3288,70.3288,70.1796,valid
908,67,72.3237,72.3237,72.4331,valid
909,68,76.1856,76.1856,76.439,valid
910,69,79.731,79.731,80.2349,valid
911,70,85.9361,85.9361,84.4571,valid
912,71,87.1047,87.1047,88.0623,valid
913,72,91.771,91.771,91.1285,valid
914,73,94.0955,94.0955,94.3904,valid
915,74,97.8881,97.8881,98.8096,valid
916,75,103.9555,103.9555,103.0889,valid
917,76,107.867,107.867,107.818,valid
918,77,111.6124,111.6124,112.1048,valid
919,78,115.4671,115.4671,114.6611,valid
920,79,118.7194,118.0863,117.6793,valid
921,80,118.0863,118.7194,120.7196,valid
922,81,125.2134,125.2134,123.7357,valid
923,82,127.6008,127.6008,127.4734,valid
924,83,130.8503,130.8503,131.7637,valid
925,84,135.9205,135.9205,135.3515,valid
926,85,140.1964,140.1964,140.4293,valid
927,86,144.4163,144.4163,144.7503,valid
928,87,150.4836,150.4836,149.0378,valid
929,88,151.5906,151.5906,153.2284,valid
930,89,158.0357,158.0357,157.3959,valid
931,90,161.2441,161.2441,161.2379,valid
932,91,165.5205,165.5205,165.5315,valid
933,92,168.5623,168.5623,168.7001,valid
934,93,171.7705,171.7705,171.6035,valid
935,94,173.7791,173.7791,173.6077,valid
936,95,174.9895,174.9895,175.0946,valid
937,96,176.8058,175.9047,176.009,valid
938,97,175.9047,176.8058,176.8473,valid
939,98,178.1306,177.3238,177.4251,valid
940,99,177.8419,177.8419,177.7423,valid
