frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
1060,0,177.6207,175.6921,174.8864,valid
1061,1,175.6921,172.339,173.039,valid
1062,2,168.986,168.986,170.6008,valid
1063,3,168.467,168.467,167.5715,valid
1064,4,165.8673,165.8673,163.9729,valid
1065,5,158.3461,158.3461,160.0693,valid
1066,6,155.0293,155.0293,155.5525,valid
1067,7,152.9431,152.9431,152.2943,valid
1068,8,149.3028,149.3028,149.8706,valid
1069,9,147.4572,147.4572,146.8181,valid
1070,10,142.0447,142.0447,142.1223,valid
1071,11,137.3844,137.3844,136.7706,valid
1072,12,129.0144,129.0144,129.6949,valid
1073,13,123.9302,123.9302,123.3777,valid
1074,14,115.7096,115.7096,116.8147,valid
1075,15,112.8723,112.8723,111.7676,valid
1076,16,105.8026,105.8026,107.0399,valid
1077,17,103.6778,103.6778,102.908,valid
1078,18,98.4272,98.4272,97.9861,valid
1079,19,93.3151,93.3151,93.7761,valid
1080,20,88.5993,88.5993,89.1627,valid
1081,21,85.3508,85.3508,84.8555,valid
1082,22,80.7731,80.7731,80.0482,valid
1083,23,75.0092,75.0092,75.4745,valid
1084,24,69.9212,69.9212,70.8573,valid
1085,25,67.7458,67.7458,66.8321,valid
1086,26,63.1783,63.1783,63.3328,valid
1087,27,59.564,59.564,59.6196,valid
1088,28,55.7586,55.7586,55.4521,valid
1089,29,51.5699,51.5699,51.7829,valid
1090,30,48.331,48.331,48.5165,valid
1091,31,45.828,45.828,45.7934,valid
1092,32,43.9526,43.9526,43.743,valid
1093,33,41.9322,41.9322,42.1311,valid
1094,34,40.9126,40.9126,40.9566,valid
1095,35,40.1083,40.1083,40.1242,valid
1096,36,39.5548,39.5548,39.3697,valid
1097,37,38.7043,38.7043,38.5566,valid
1098,38,37.4797,37.4797,37.7536,valid
1099,39,36.6221,37.154,37.0995,valid
1100,40,37.154,36.705,36.7193,valid
1101,41,36.705,36.6221,36.5938,valid
1102,42,36.4832,36.4832,36.3205,valid
1103,43,36.4792,36.4832,36.5312,valid
1104,44,36.2326,36.4832,36.965,valid
1105,45,38.2704,38.2704,37.6146,valid
1106,46,38.6461,38.6461,38.9586,valid
1107,47,39.8916,39.8916,40.264,valid
1108,48,42.4601,42.4601,41.6123,valid
1109,49,42.6137,42.6137,43.1282,valid
1110,50,45.0099,45.0099,44.8866,valid
1111,51,46.4103,46.4103,46.7337,valid
1112,52,49.519,49.519,49.0298,valid
1113,53,51.3745,51.3745,51.4561,valid
1114,54,53.8415,53.8415,54.1403,valid
1115,55,57.5209,57.5209,57.5189,valid
1116,56,60.4905,60.4905,60.6548,valid
1117,57,65.2619,65.2619,63.9068,valid
1118,58,65.8061,65.8061,67.035,valid
1119,59,71.2862,71.2862,70.8994,valid
1120,60,75.6539,75.6539,75.743,valid
1121,61,82.7943,82.7943,83.1894,valid
1122,62,91.0319,91.0319,92.0005,valid
1123,63,101.7235,101.7235,100.5456,valid
1124,64,110.0573,110.0573,108.381,valid
1125,65,113.4408,113.4408,115.6214,valid
1126,66,122.2699,122.2699,122.0582,valid
1127,67,129.8511,129.8511,128.9609,valid
1128,68,136.3296,136.3296,137.3271,valid
1129,69,144.0663,144.0663,144.4034,valid
1130,70,152.391,152.391,150.9769,valid
1131,71,155.522,155.522,156.3453,valid
1132,72,159.9483,159.9483,158.9428,valid
1133,73,161.6518,161.4419,161.4018,valid
1134,74,161.4419,161.6518,164.1773,valid
1135,75,168.8093,168.8093,166.4935,valid
1136,76,169.2336,169.2336,169.1961,valid
1137,77,170.9242,170.9242,172.1569,valid
1138,78,173.9074,173.9074,173.8558,valid
1139,79,178.4589,176.8562,176.0928,valid
1140,80,179.6139,176.8562,176.9003,valid
1141,81,176.8562,176.8562,176.4351,valid
1142,82,174.7504,174.7504,175.4497,valid
1143,83,174.7429,174.7429,174.8445,valid
1144,84,174.416,174.7393,174.4745,valid
1145,85,173.8644,174.7393,174.604,valid
1146,86,174.7393,174.7393,175.0086,valid
1147,87,178.2492,175.43,175.8531,valid
1148,88,175.43,177.1901,176.4371,valid
1149,89,177.1901,177.6567,177.072,valid
1150,90,178.1232,177.1901,177.7578,valid
