frame_index_global,frame_index_in_rep,knee_angle_deg,knee_angle_median,knee_angle_smoothed,angle_status
511,0,177.4258,177.4258,177.2258,valid
512,1,176.0492,177.56,177.7079,valid
513,2,178.7295,177.6942,178.1181,valid
514,3,177.6942,178.7295,178.4565,valid
515,4,179.96,178.9265,178.8243,valid
516,5,178.9265,178.9265,178.9871,valid
517,6,179.227,178.9265,179.0057,valid
518,7,178.295,178.9265,179.0036,valid
519,8,178.7424,179.227,179.0099,valid
520,9,179.638,178.7424,178.9498,valid
521,10,179.7255,178.7424,178.7211,valid
522,11,175.935,178.2746,178.0335,valid
523,12,178.2746,177.4084,177.7613,valid
524,13,177.4084,176.1041,176.2972,valid
525,14,176.1041,176.1041,174.4568,valid
526,15,171.0989,171.0989,172.917,valid
527,16,167.2539,171.0989,171.0448,valid
528,17,165.7929,170.6634,169.3006,valid
529,18,171.1547,167.5696,168.9275,valid
530,19,170.6634,167.5696,168.0645,valid
531,20,167.5696,167.5696,165.9441,valid
532,21,164.3575,164.3575,163.5979,valid
533,22,158.6663,158.6663,161.1394,valid
534,23,157.7946,158.5526,158.5637,valid
535,24,158.5526,157.7946,155.5268,valid
536,25,152.5754,152.5754,152.8712,valid
537,26,147.2278,147.2278,149.5966,valid
538,27,147.117,147.117,145.6108,valid
539,28,143.7711,143.7711,142.2115,valid
540,29,137.4059,137.4059,139.4564,valid
541,30,136.1703,136.1703,136.6015,valid
542,31,136.0687,136.0687,135.3511,valid
543,32,134.0037,134.0037,134.0097,valid
544,33,132.2494,132.2494,131.0711,valid
545,34,126.2875,126.2875,127.2302,valid
546,35,123.146,123.146,123.4136,valid
547,36,120.1514,120.1514,119.7565,valid
548,37,117.4388,117.4388,117.6612,valid
549,38,115.014,115.014,115.6136,valid
550,39,114.5443,114.5443,113.6267,valid
551,40,111.3372,111.3372,111.356,valid
552,41,108.6427,108.6427,108.709,valid
553,42,105.8494,105.8494,106.1557,valid
554,43,103.8595,103.8595,104.2485,valid
555,44,102.9569,102.9569,102.21,valid
556,45,97.3076,100.2419,100.104,valid
557,46,100.2419,97.3076,97.7716,valid
558,47,95.541,95.541,95.4646,valid
559,48,93.7991,93.7991,94.1595,valid
560,49,91.6386,92.598,92.77,valid
561,50,92.598,91.6386,90.3073,valid
562,51,87.2169,87.2169,87.3834,valid
563,52,83.1502,83.1502,84.1154,valid
564,53,81.8357,81.8357,81.6287,valid
565,54,79.7593,79.9518,80.1594,valid
566,55,79.9518,79.7593,79.1043,valid
567,56,77.4549,77.4549,77.7712,valid
568,57,76.633,76.633,76.5664,valid
569,58,73.8597,75.3356,75.3845,valid
570,59,75.3356,74.7673,75.0921,valid
571,60,74.478,74.478,74.5862,valid
572,61,74.7673,74.478,73.5296,valid
573,62,71.8707,71.8707,71.9959,valid
574,63,68.6182,69.4298,70.0291,valid
575,64,69.4298,68.6182,68.34,valid
576,65,67.1913,67.1913,67.5698,valid
577,66,66.5719,67.1913,66.9124,valid
578,67,65.2473,66.5719,66.1411,valid
579,68,68.1485,65.2473,65.7482,valid
580,69,64.6878,65.2473,65.4608,valid
581,70,65.1135,65.8755,65.5399,valid
582,71,66.4333,65.8755,65.8456,valid
583,72,65.8755,65.8755,65.9301,valid
584,73,65.9303,65.8755,65.803,valid
